fold_id	blend_alpha	transition_improvement	delta_cosine	recall_at_1	delta_rank	magnitude_ratio	transition_gap_vs_raw	delta_cosine_gap_vs_raw	recall_gap_vs_raw
0	0.0	0.7250152987564303	0.8515558448280792	1.0	4.816536821722856	0.7720609981698247	0.0	0.0	0.0
0	0.1	0.6336345494529804	0.8004893025671057	0.7142857142857143	4.815160943786695	0.9165539564288263	-0.09138074930344997	-0.05106654226097351	-0.2857142857142857
0	0.2	0.5360797079174746	0.7164378977348884	0.5714285714285714	4.818327202993415	1.1133710633146126	-0.18893559083895572	-0.1351179470931908	-0.4285714285714286
0	0.35	0.4269983890325321	0.6036542310823269	0.5714285714285714	4.784397531300365	1.4610969249514718	-0.2980169097238982	-0.24790161374575237	-0.4285714285714286
0	0.5	0.35428789068738065	0.5229698378371108	0.5714285714285714	4.746534431465994	1.8398274173556324	-0.3707274080690497	-0.3285860069909684	-0.4285714285714286
0	0.65	0.3041477043047502	0.4663564248894379	0.5714285714285714	4.714745514253753	2.233712127162091	-0.42086759445168015	-0.3851994199386413	-0.4285714285714286
0	0.8	0.2679833523300495	0.4255022241977157	0.5714285714285714	4.689323792478045	2.6359061914001165	-0.45703194642638084	-0.4260536206303635	-0.4285714285714286
0	1.0	0.2332666391898607	0.38652656029083177	0.5714285714285714	4.66325026441388	3.1795892415816494	-0.49174865956656966	-0.46502928453724746	-0.4285714285714286
1	0.0	1.1185774999394955	0.8645759628779636	0.8571428571428571	5.213945943058572	0.47038906760573646	0.0	0.0	0.0
1	0.1	1.0143227908778016	0.7979450840735394	0.8571428571428571	5.203758846466317	0.46957756055726513	-0.10425470906169387	-0.0666308788044242	0.0
1	0.2	0.8778653695363473	0.6959185400134406	0.5714285714285714	5.106036891047219	0.49662228366021993	-0.2407121304031482	-0.168657422864523	-0.2857142857142857
1	0.35	0.7005714594756088	0.5270621306232001	0.42857142857142855	4.904048121425084	0.5780426853968942	-0.4180060404638867	-0.3375138322547635	-0.42857142857142855
1	0.5	0.5742409302817398	0.3760439708854117	0.2857142857142857	4.734973756172775	0.693906009252201	-0.5443365696577557	-0.4885319919925519	-0.5714285714285714
1	0.65	0.48692275639048405	0.2536399356810311	0.2857142857142857	4.616849692824793	0.8320456191370138	-0.6316547435490114	-0.6109360271969324	-0.5714285714285714
1	0.8	0.42528631393779054	0.15961552124644024	0.2857142857142857	4.535469382828549	0.9840573636941132	-0.693291186001705	-0.7049604416315234	-0.5714285714285714
1	1.0	0.36792147963277666	0.06881825377058473	0.2857142857142857	4.46206178148458	1.1994381096343374	-0.7506560203067189	-0.7957577091073789	-0.5714285714285714
2	0.0	0.5711780742603996	0.7816334210068199	1.0	5.254000786917812	0.6156715169738637	0.0	0.0	0.0
2	0.1	0.3450352284297213	0.5958002229792205	0.5714285714285714	5.285171094504096	0.7825718347001617	-0.22614284583067829	-0.18583319802759934	-0.4285714285714286
2	0.2	0.10912940677127124	0.4221112104663454	0.5714285714285714	5.0784912572540435	1.045895091120208	-0.4620486674891283	-0.35952221054047445	-0.4285714285714286
2	0.35	-0.08903732870572553	0.271867021912607	0.42857142857142855	4.78825496090724	1.506432768393804	-0.6602154029661251	-0.509766399094213	-0.5714285714285714
2	0.5	-0.1916274575367399	0.18965542121296805	0.2857142857142857	4.612479575178726	1.996641673492414	-0.7628055317971395	-0.5919779997938518	-0.7142857142857143
2	0.65	-0.2520478110699439	0.1392765150581687	0.2857142857142857	4.504041127425677	2.499172857307976	-0.8232258853303435	-0.6423569059486511	-0.7142857142857143
2	0.8	-0.2914064659433729	0.10560952066730181	0.2857142857142857	4.4329719035191735	3.0078831784720306	-0.8625845402037724	-0.6760239003395181	-0.7142857142857143
2	1.0	-0.3263792866838965	0.07511548472751625	0.2857142857142857	4.3707464692642315	3.6913757036507633	-0.8975573609442961	-0.7065179362793036	-0.7142857142857143
3	0.0	0.5593450823372101	0.6975967006848205	1.0	5.179860542280945	0.6321458706006597	0.0	0.0	0.0
3	0.1	0.38334190947344016	0.5601811378728215	1.0	5.459734619772159	0.7701303327315395	-0.17600317286376999	-0.13741556281199896	0.0
3	0.2	0.1571130824129863	0.44414723176536225	0.5714285714285714	5.52973662600226	0.9676880508280229	-0.40223199992422387	-0.25344946891945824	-0.4285714285714286
3	0.35	-0.06125592690360732	0.3272554953399388	0.42857142857142855	5.420787118745147	1.3142611183058346	-0.6206010092408175	-0.3703412053448817	-0.5714285714285714
3	0.5	-0.1720846378224706	0.255189836869748	0.2857142857142857	5.282578738604214	1.6875943705077694	-0.7314297201596808	-0.4424068638150725	-0.7142857142857143
3	0.65	-0.23653309848444298	0.20767549343542774	0.2857142857142857	5.175655784090865	2.073203999843624	-0.7958781808216531	-0.48992120724939275	-0.7142857142857143
3	0.8	-0.2785520795763419	0.17426934654357526	0.2857142857142857	5.099224093732436	2.465336666719911	-0.837897161913552	-0.5233273541412452	-0.7142857142857143
3	1.0	-0.3161097535655474	0.14271505187646397	0.2857142857142857	5.030285402281006	2.9939148798717303	-0.8754548359027575	-0.5548816488083566	-0.7142857142857143
