seed	scale	safe	transition_improvement	delta_cosine	recall_at_1	gap_transition	gap_delta_cosine	gap_recall	train_broken_count_diagnostic_only	train_mean_margin_change_diagnostic_only
10	0.0	True	0.5922423185021983	0.9474093185173392	0.5	0.0	0.0	0.0	0.0	0.0
10	0.025	True	0.5932097748102613	0.9489587649251554	0.5	0.0009674563080629	0.001549446407816	0.0	0.0	1.96714989253089e-05
10	0.05	True	0.5941465663716315	0.9504686861416988	0.5	0.0019042478694332	0.0030593676243595	0.0	1.0	3.919511670487683e-05
11	0.0	True	0.6611106143937406	0.9538829046617276	0.5	0.0	0.0	0.0	0.0	0.0
11	0.025	True	0.6622385618177709	0.9549289058726624	0.5	0.0011279474240302	0.0010460012109348	0.0	0.0	0.0
11	0.05	True	0.6633331730028625	0.9559477478816396	0.5	0.0022225586091219	0.002064843219912	0.0	0.0	0.0
12	0.0	True	0.5211663418159606	0.9547687881481026	0.5	0.0	0.0	0.0	0.0	0.0
12	0.025	True	0.5220173626001863	0.9558480625321342	0.5	0.0008510207842257	0.0010792743840315	0.0	0.0	8.608000252684674e-05
12	0.05	True	0.5228445846361863	0.9568997573286288	0.5	0.0016782428202257	0.0021309691805261	0.0	0.0	0.0001725048950996
