seed	query_index	condition_key	perturbation_id	cell_line	selected_residual_scale	flip_type	source_top1_correct	floor_top1_correct	selected_top1_correct	floor_rank	selected_rank	rank_change_selected_minus_floor	source_margin	floor_margin	selected_margin	margin_change_selected_minus_floor	floor_correct_score	floor_best_wrong_score	selected_correct_score	selected_best_wrong_score	floor_top1_label	selected_top1_label	same_top1_label_as_floor	floor_transition_gain	selected_transition_gain	transition_gain_change_selected_minus_floor	floor_delta_cosine	selected_delta_cosine	delta_cosine_change_selected_minus_floor	residual_norm	floor_near_tie_0p02	selected_near_tie_0p02	floor_near_tie_0p05	selected_near_tie_0p05
12	21	pert=9|dose=1|cell=1	9	cell_line_1	0.05	broken_by_residual	False	True	False	1.0	2.0	1.0	-0.7820880262277308	0.001086263006651	-0.0012033419149561	-0.0022896049216072	0.9198508703888644	0.9187646073822132	0.9191792211867262	0.9203825631016824	pert=9|dose=1|cell=1	pert=11|dose=1|cell=0	False	1.1941304497981562	1.1947580051515554	0.0006275553533992	0.9207027303944284	0.9212125020684974	0.000509771674069	0.0551059505452152	True	True	True	True
