fold_id	scale	transition_improvement	delta_cosine	recall_at_1	delta_rank	magnitude_ratio	floor_gap_transition	floor_gap_delta_cosine	floor_gap_recall	action_negative_gap
0	0.0	0.0	0.0	0.002717391304347826	0.0	0.0	0.0	0.0	0.0	0.0
0	0.001	0.0007712166969189447	0.22331809617215953	0.002717391304347826	1.2683326676231064	0.0026991544620019346	0.0007712166969189447	0.22331809617215953	0.0	0.0
0	0.0025	0.002001824303137056	0.22331809617215953	0.002717391304347826	1.2683326676231066	0.006747886155004838	0.002001824303137056	0.22331809617215953	0.0	0.0
0	0.005	0.004823543463720734	0.22331809617215953	0.002717391304347826	1.2683326676231066	0.013495772310009676	0.004823543463720734	0.22331809617215953	0.0	0.0
0	0.01	0.017066465333873265	0.22331809617215953	0.002717391304347826	1.2683326676231066	0.02699154462001935	0.017066465333873265	0.22331809617215953	0.0	0.0
0	0.025	0.013297215942072126	0.22331809617215953	0.002717391304347826	1.2683326676231064	0.06747886155004837	0.013297215942072126	0.22331809617215953	0.0	0.0
0	0.05	-0.04034265249138176	0.22331809617215953	0.002717391304347826	1.2683326676231064	0.13495772310009674	-0.04034265249138176	0.22331809617215953	0.0	0.0
1	0.0	0.0	0.0	0.0027247956403269754	0.0	0.0	0.0	0.0	0.0	0.0
1	0.001	0.0005156626445569101	0.03506231605220504	0.0027247956403269754	1.203713020054038	0.0033601171882673394	0.0005156626445569101	0.03506231605220504	0.0	0.0
1	0.0025	0.0015601060299720848	0.03506231605220503	0.0027247956403269754	1.203713020054038	0.00840029297066835	0.0015601060299720848	0.03506231605220503	0.0	0.0
1	0.005	0.005748190602185389	0.03506231605220503	0.0027247956403269754	1.203713020054038	0.0168005859413367	0.005748190602185389	0.03506231605220503	0.0	0.0
1	0.01	0.018660316146322777	0.03506231605220503	0.005449591280653951	1.203713020054038	0.0336011718826734	0.018660316146322777	0.03506231605220503	0.0027247956403269754	0.0
1	0.025	-0.013668044314626317	0.03506231605220503	0.0	1.203713020054038	0.08400292970668351	-0.013668044314626317	0.03506231605220503	-0.0027247956403269754	0.0
1	0.05	-0.11652180279807431	0.03506231605220503	0.0027247956403269754	1.203713020054038	0.16800585941336701	-0.11652180279807431	0.03506231605220503	0.0	0.0
2	0.0	0.0	0.0	0.0027247956403269754	0.0	0.0	0.0	0.0	0.0	0.0
2	0.001	0.0007323792504308766	0.14508197417547758	0.0027247956403269754	1.158450365837561	0.0037606964153268033	0.0007323792504308766	0.14508197417547758	0.0	0.0
2	0.0025	0.00260980861927264	0.14508197417547752	0.0027247956403269754	1.158450365837561	0.00940174103831701	0.00260980861927264	0.14508197417547752	0.0	0.0
2	0.005	0.010157293025280865	0.14508197417547752	0.0	1.158450365837561	0.01880348207663402	0.010157293025280865	0.14508197417547752	-0.0027247956403269754	0.0
2	0.01	0.01807886213396161	0.14508197417547752	0.0027247956403269754	1.158450365837561	0.03760696415326804	0.01807886213396161	0.14508197417547752	0.0	0.0
2	0.025	-0.01053849273379919	0.14508197417547755	0.0027247956403269754	1.1584503658375607	0.09401741038317009	-0.01053849273379919	0.14508197417547755	0.0	0.0
2	0.05	-0.1044171102521982	0.14508197417547755	0.005449591280653951	1.1584503658375607	0.18803482076634018	-0.1044171102521982	0.14508197417547755	0.0027247956403269754	0.0
3	0.0	0.0	0.0	0.0027247956403269754	0.0	0.0	0.0	0.0	0.0	0.0
3	0.001	0.001025305811396513	0.3986473151325834	0.0027247956403269754	1.1784006673741803	0.0019219733734435259	0.001025305811396513	0.3986473151325834	0.0	0.0
3	0.0025	0.0029177520808357405	0.3986473151325834	0.0027247956403269754	1.1784006673741803	0.004804933433608815	0.0029177520808357405	0.3986473151325834	0.0	0.0
3	0.005	0.008282733682096845	0.3986473151325834	0.0027247956403269754	1.1784006673741803	0.00960986686721763	0.008282733682096845	0.3986473151325834	0.0	0.0
3	0.01	0.020660533342854868	0.3986473151325834	0.0027247956403269754	1.1784006673741803	0.01921973373443526	0.020660533342854868	0.3986473151325834	0.0	0.0
3	0.025	0.037887877083378985	0.3986473151325834	0.0027247956403269754	1.1784006673741803	0.04804933433608815	0.037887877083378985	0.3986473151325834	0.0	0.0
3	0.05	0.022195271444827032	0.3986473151325834	0.0027247956403269754	1.1784006673741803	0.0960986686721763	0.022195271444827032	0.3986473151325834	0.0	0.0
