probe	split	collapse_flag	pass_gate	rna_min_std	image_min_std	rna_mean_std	image_mean_std	rna_rank	image_rank	rna_bio_latent_r2	image_bio_latent_r2	batch_balanced_accuracy	batch_majority_accuracy	rna_to_image_recall@1	rna_to_image_recall@5	image_to_rna_recall@1	image_to_rna_recall@5	rna_to_image_median_rank
oracle_true_z_bio	train	False	False	0.09567553584237422	0.09567553584237422	0.363442421109183	0.363442421109183	16	16	0.9999943094154103	0.9999943094154103	0.34375	0.5	1.0	1.0	1.0	1.0	1.0
oracle_true_z_bio	val	False	False	0.1264715831134361	0.1264715831134361	0.37489685238374365	0.37489685238374365	16	16	0.9998931245116588	0.9998931245116588	0.375	0.5	1.0	1.0	1.0	1.0	1.0
oracle_true_z_bio	test	False	True	0.12065662632752341	0.12065662632752341	0.3770462779971616	0.3770462779971616	16	16	0.9999171826261934	0.9999171826261934	0.375	0.5	1.0	1.0	1.0	1.0	1.0
ridge_rna_to_image_pca	train	False	False	0.9841460856871042	0.984250983410575	0.9841916334768215	0.9842509838092247	4	4	0.9413372191423655	0.9413367691159413	1.0	0.5	1.0	1.0	1.0	1.0	1.0
ridge_rna_to_image_pca	val	False	False	1.0099693737361877	0.98696936096079	1.0959860719936043	1.0250306073509634	4	4	0.6664814326834576	0.9075885649507637	0.625	0.5	0.3125	0.78125	0.40625	0.75	2.0
ridge_rna_to_image_pca	test	False	False	0.8861442361949596	0.9863130446421019	1.1514717317359726	1.0116510971043446	4	4	0.47730684450077265	0.9173532185416952	0.8125	0.5	0.3125	0.71875	0.28125	0.71875	3.5
ridge_supervised_z_bio	train	False	False	0.09566409894496647	0.09566421348288998	0.3634303594727527	0.3634369716877619	16	16	0.9999943050464435	0.9999942786084792	0.34375	0.5	1.0	1.0	1.0	1.0	1.0
ridge_supervised_z_bio	val	False	False	0.1355965703172241	0.11991200854975449	0.3904103138121672	0.3734714291102279	16	16	0.6223145303702655	0.9865839648739085	0.6875	0.5	0.625	0.96875	0.46875	0.8125	1.0
ridge_supervised_z_bio	test	False	True	0.1402155261726008	0.11029970654605409	0.37819746139483235	0.37868434598158063	16	16	0.4155883400242616	0.9879505857249723	0.21875	0.5	0.4375	0.875	0.40625	0.78125	2.0
pls_cross_covariance	train	False	False	7.158600185861283	13.8425993410835	21.306087150905682	40.94517174690711	4	4	0.9067228191652834	0.9425024411295967	0.875	0.5	0.5625	1.0	0.5	0.9375	1.0
pls_cross_covariance	val	False	False	6.393264678726832	14.164092690019496	22.995610015493273	41.984270830954564	4	4	0.696526676061841	0.9084061335920077	0.625	0.5	0.40625	0.84375	0.3125	0.78125	2.0
pls_cross_covariance	test	False	False	7.088797127930256	14.03506895892833	21.194143446893897	42.003773918378116	4	4	0.5724495009875221	0.9189628312776009	0.65625	0.5	0.25	0.78125	0.28125	0.78125	3.0
regularized_cca	train	False	False	0.9196364746061119	0.9196539498919494	0.9528731483204552	0.9528789738139984	4	4	0.8983738439101335	0.9297102304396421	0.71875	0.5	0.625	1.0	0.71875	0.96875	1.0
regularized_cca	val	False	False	0.8548340776000182	0.9112226091878634	1.0385587700421282	0.9543586763158017	4	4	0.689900745052553	0.8958790672030925	0.40625	0.5	0.4375	0.78125	0.40625	0.8125	2.0
regularized_cca	test	False	False	0.8806126170204648	0.9167298247506964	1.017355825291563	0.9873430904076501	4	4	0.6094513524410574	0.9022206383074752	0.6875	0.5	0.28125	0.78125	0.375	0.78125	2.5
