cone_mix	scale	threshold	safe	active_fraction	unsafe_count_at_full_scale	transition_improvement	delta_cosine	recall_at_1	gap_transition	gap_delta_cosine	gap_recall	broken_count	near_tie_erosions	near_tie_flips
0.75	0.0	1000000000.0	True	0.0	0	0.6134445343613452	0.9658461727019557	0.4861111111111111	0.0	0.0	0.0	0.0	0.0	0.0
0.75	0.005	-6.076881528069733	True	0.0	2	0.6134445343613452	0.9658461727019557	0.4861111111111111	0.0	0.0	0.0	0.0	0.0	0.0
0.75	0.005	-6.076880528069733	True	0.027777777777777776	2	0.6134449974376822	0.9658476499728373	0.4861111111111111	4.630763370538915e-07	1.4772708816224167e-06	0.0	0.0	0.0	0.0
0.75	0.005	-5.968792840177151	True	0.05555555555555555	2	0.6134454622646189	0.9658484797772	0.4861111111111111	9.27903273773012e-07	2.307075244289969e-06	0.0	0.0	0.0	0.0
0.75	0.005	-5.8805539257594415	True	0.1111111111111111	2	0.6134464481749331	0.9658498548071704	0.4861111111111111	1.913813587939295e-06	3.6821052147306688e-06	0.0	0.0	0.0	0.0
0.75	0.005	-5.548453551196891	True	0.16666666666666666	2	0.6134481902369527	0.9658530146834264	0.4861111111111111	3.655875607577741e-06	6.841981470717684e-06	0.0	0.0	0.0	0.0
0.75	0.005	-5.456179736743153	True	0.2222222222222222	2	0.613449401447125	0.965855583259828	0.4861111111111111	4.86708577984718e-06	9.410557872291392e-06	0.0	0.0	0.0	0.0
0.75	0.005	-5.3412879916121	True	0.25	2	0.6134503659595741	0.9658567829088693	0.4861111111111111	5.831598228978052e-06	1.0610206913619358e-05	0.0	0.0	0.0	0.0
0.75	0.005	-5.288794998736783	True	0.3055555555555556	2	0.6134536004428048	0.9658611107024266	0.4861111111111111	9.066081459674358e-06	1.4938000470920976e-05	0.0	0.0	0.0	0.0
0.75	0.005	-5.240608825752433	True	0.3611111111111111	2	0.6134548593398809	0.9658637640340179	0.4861111111111111	1.0324978535702911e-05	1.759133206213903e-05	0.0	0.0	0.0	0.0
0.75	0.005	-5.101028307549986	True	0.4166666666666667	2	0.6134563889162504	0.9658664710599714	0.4861111111111111	1.1854554905266212e-05	2.0298358015646834e-05	0.0	0.0	0.0	0.0
0.75	0.005	-4.936147567849116	True	0.4444444444444444	2	0.613456908448121	0.9658677616690292	0.4861111111111111	1.2374086775790438e-05	2.158896707349367e-05	0.0	0.0	0.0	0.0
0.75	0.005	-4.903063338120232	True	0.5	2	0.6134596727164376	0.9658715163387951	0.4861111111111111	1.513835509248107e-05	2.534363683937002e-05	0.0	0.0	0.0	0.0
0.75	0.005	-4.84409682786683	True	0.5555555555555556	2	0.6134626582703208	0.9658763984342456	0.4861111111111111	1.8123908975598013e-05	3.0225732289834717e-05	0.0	0.0	0.0	0.0
0.75	0.005	-4.622300027828759	True	0.6111111111111112	2	0.6134640427461765	0.9658786834660525	0.4861111111111111	1.950838483133488e-05	3.251076409682696e-05	0.0	0.0	0.0	0.0
