cone_mix	scale	threshold	safe	active_fraction	unsafe_count_at_full_scale	transition_improvement	delta_cosine	recall_at_1	gap_transition	gap_delta_cosine	gap_recall	broken_count	near_tie_erosions	near_tie_flips
0.25	0.0	1000000000.0	True	0.0	0	0.33616364104945845	0.9474792601703567	0.4722222222222222	0.0	0.0	0.0	0.0	0.0	0.0
0.25	0.005	-6.040538191738463	True	0.0	2	0.33616364104945845	0.9474792601703567	0.4722222222222222	0.0	0.0	0.0	0.0	0.0	0.0
0.25	0.005	-6.040537191738463	True	0.027777777777777776	2	0.3361647059563659	0.9474809870852484	0.4722222222222222	1.0649069074331052e-06	1.7269148917531396e-06	0.0	0.0	0.0	0.0
0.25	0.005	-5.447490498044152	True	0.05555555555555555	2	0.3361660502524433	0.9474845646065364	0.4722222222222222	2.4092029848321594e-06	5.304436179742744e-06	0.0	0.0	0.0	0.0
0.25	0.005	-5.194319115897385	True	0.1111111111111111	2	0.33619415181413576	0.9475204972690929	0.4722222222222222	3.051076467730507e-05	4.1237098736268685e-05	0.0	0.0	0.0	0.0
0.25	0.005	-4.216410426374837	True	0.16666666666666666	2	0.33620703441092864	0.9475372786533006	0.4722222222222222	4.3393361470189795e-05	5.801848294395562e-05	0.0	0.0	0.0	0.0
0.25	0.005	-4.126592628609238	True	0.2222222222222222	2	0.33621578646466177	0.9475512157485871	0.4722222222222222	5.214541520331961e-05	7.195557823047594e-05	0.0	0.0	0.0	0.0
0.25	0.005	-4.04106679895642	True	0.25	2	0.336216727499875	0.9475532692580076	0.4722222222222222	5.3086450416572895e-05	7.400908765098357e-05	0.0	0.0	0.0	0.0
0.25	0.005	-4.021762562346515	True	0.3055555555555556	2	0.336218097785254	0.9475566223692644	0.4722222222222222	5.445673579557164e-05	7.736219890774887e-05	0.0	0.0	0.0	0.0
0.25	0.005	-3.9628566713680957	True	0.3611111111111111	2	0.336220683268135	0.9475767155973356	0.4722222222222222	5.704221867652848e-05	9.745542697892073e-05	0.0	0.0	0.0	0.0
0.25	0.005	-3.8264713097863816	True	0.4166666666666667	2	0.33622835663023604	0.9475940090170426	0.4722222222222222	6.471558077758566e-05	0.00011474884668594143	0.0	0.0	0.0	0.0
0.25	0.005	-3.715471504473317	True	0.4444444444444444	2	0.33622906092486116	0.9475992338748694	0.4722222222222222	6.541987540270577e-05	0.00011997370451277689	0.0	0.0	0.0	0.0
0.25	0.005	-3.6391578878560633	True	0.5	2	0.33623070075912587	0.9476030891797002	0.4722222222222222	6.705970966741637e-05	0.00012382900934349017	0.0	0.0	0.0	0.0
0.25	0.005	-3.5981019422613696	True	0.5555555555555556	2	0.3362329606805364	0.9476161488732776	0.4722222222222222	6.931963107792427e-05	0.00013688870292094535	0.0	0.0	0.0	0.0
0.25	0.005	-3.5328206620720666	True	0.6111111111111112	2	0.3362347107634052	0.9476224887434425	0.4722222222222222	7.106971394676975e-05	0.00014322857308579628	0.0	0.0	0.0	0.0
0.25	0.005	-3.4204207924932972	True	0.6666666666666666	2	0.3362447561192978	0.9476578091132571	0.4722222222222222	8.1115069839377e-05	0.0001785489429004805	0.0	0.0	0.0	0.0
0.25	0.005	-3.2572429258845923	True	0.6944444444444444	2	0.33624891409437585	0.9476608309484084	0.4722222222222222	8.527304491739995e-05	0.0001815707780516984	0.0	0.0	0.0	0.0
0.25	0.005	-3.1126579390717724	True	0.75	2	0.3362532024637845	0.9476673526313335	0.4722222222222222	8.95614143260337e-05	0.00018809246097684085	0.0	0.0	0.0	0.0
0.25	0.005	-3.00122395203801	True	0.8055555555555556	2	0.33626296674516337	0.9476987074194025	0.4722222222222222	9.932569570492156e-05	0.00021944724904587876	0.0	0.0	0.0	0.0
0.25	0.005	-2.501110639144828	True	0.8611111111111112	2	0.33630863391638194	0.9477323058524507	0.4722222222222222	0.0001449928669234879	0.0002530456820940552	0.0	0.0	0.0	0.0
0.25	0.005	-1.8489028785848538	True	0.8888888888888888	2	0.33634006899931795	0.9477511713834268	0.4722222222222222	0.00017642794985950339	0.00027191121307013066	0.0	0.0	0.0	0.0
0.25	0.005	-0.5709336028670278	True	0.9444444444444444	2	0.33640023607991393	0.9477797889703652	0.4722222222222222	0.00023659503045547758	0.000300528800008526	0.0	0.0	0.0	0.0
0.25	0.005	0.0	True	1.0	2	0.33645728657163276	0.9478006749784278	0.4722222222222222	0.00029364552217431283	0.0003214148080711299	0.0	0.0	0.0	0.0
0.25	0.005	1e-06	True	1.0	2	0.33645728657163276	0.9478006749784278	0.4722222222222222	0.00029364552217431283	0.0003214148080711299	0.0	0.0	0.0	0.0
0.25	0.01	-6.040538191738463	True	0.0	2	0.33616364104945845	0.9474792601703567	0.4722222222222222	0.0	0.0	0.0	0.0	0.0	0.0
0.25	0.01	-6.040537191738463	True	0.027777777777777776	2	0.33616576908421214	0.9474827124104629	0.4722222222222222	2.1280347536900557e-06	3.4522401062275776e-06	0.0	0.0	0.0	0.0
0.25	0.01	-5.447490498044152	True	0.05555555555555555	2	0.33616845617353086	0.9474898670105547	0.4722222222222222	4.8151240724103594e-06	1.0606840198046363e-05	0.0	0.0	0.0	0.0
0.25	0.01	-5.194319115897385	True	0.1111111111111111	2	0.33622464272688773	0.9475617359723785	0.4722222222222222	6.100167742928431e-05	8.24758020218086e-05	0.0	0.0	0.0	0.0
