cone_mix	scale	threshold	safe	active_fraction	unsafe_count_at_full_scale	transition_improvement	delta_cosine	recall_at_1	gap_transition	gap_delta_cosine	gap_recall	broken_count	near_tie_erosions	near_tie_flips
0.25	0.0	1000000000.0	True	0.0	0	0.6276086396938249	0.9259853263364555	0.5	0.0	0.0	0.0	0.0	0.0	0.0
0.25	0.005	-3.9755665055164062	True	0.0	11	0.6276086396938249	0.9259853263364555	0.5	0.0	0.0	0.0	0.0	0.0	0.0
0.25	0.005	-3.975565505516406	True	0.027777777777777776	11	0.6276106123173341	0.9259929863935246	0.5	1.9726235092054623e-06	7.660057069092119e-06	0.0	0.0	0.0	0.0
0.25	0.005	-3.8458402407690873	True	0.05555555555555555	11	0.6276130822196656	0.926002124131694	0.5	4.44252584075322e-06	1.6797795238554514e-05	0.0	0.0	0.0	0.0
0.25	0.005	-3.394530082164842	True	0.1111111111111111	11	0.6276170114816373	0.9260126009346542	0.5	8.371787812433418e-06	2.7274598198734346e-05	0.0	0.0	0.0	0.0
0.25	0.005	-3.3581154816116454	True	0.16666666666666666	11	0.6276214827976708	0.9260227209342846	0.5	1.2843103845971982e-05	3.739459782914345e-05	0.0	0.0	0.0	0.0
0.25	0.005	-3.286030365898335	True	0.2222222222222222	11	0.6276248378701514	0.9260295210699331	0.5	1.6198176326587266e-05	4.419473347760938e-05	0.0	0.0	0.0	0.0
0.25	0.005	-2.9446191901869727	True	0.25	11	0.6276260797119219	0.926031337553562	0.5	1.7440018097003573e-05	4.6011217106567415e-05	0.0	0.0	0.0	0.0
0.25	0.005	-2.6846864885680493	True	0.3055555555555556	11	0.6276270360482611	0.9260321126469666	0.5	1.839635443623422e-05	4.6786310511137685e-05	0.0	0.0	0.0	0.0
0.25	0.005	-2.2460640622795713	True	0.3611111111111111	11	0.6276304539268527	0.9260378218790706	0.5	2.1814233027828145e-05	5.249554261510525e-05	0.0	0.0	0.0	0.0
0.25	0.005	-1.9610276685572494	True	0.4166666666666667	11	0.6276599074503155	0.9260898458205887	0.5	5.126775649066939e-05	0.00010451948413325862	0.0	0.0	0.0	0.0
0.25	0.005	-1.7476795184051124	True	0.4444444444444444	11	0.6277001299265363	0.9261362617427054	0.5	9.14902327114886e-05	0.00015093540624988577	0.0	0.0	0.0	0.0
0.25	0.005	-1.455851784673388	True	0.5	11	0.6277344818762628	0.9261803842135765	0.5	0.00012584218243794076	0.00019505787712104095	0.0	0.0	0.0	0.0
