delta_score_weight	mean_condition_recall_at_1	min_condition_recall_at_1	mean_condition_recall_at_5	mean_condition_median_rank	mean_perturbation_recall_at_1	min_perturbation_recall_at_1
0.1	0.36706349206349204	0.18518518518518517	0.763888888888889	2.3035714285714284	0.42857142857142855	0.25925925925925924
0.2	0.3630952380952381	0.14814814814814814	0.7480158730158729	2.232142857142857	0.4332010582010582	0.25925925925925924
0.35	0.34854497354497355	0.1111111111111111	0.740079365079365	2.5	0.43915343915343913	0.2962962962962963
0.5	0.3399470899470899	0.1111111111111111	0.7347883597883598	2.5535714285714284	0.4404761904761904	0.25925925925925924
0.65	0.33134920634920634	0.14814814814814814	0.7235449735449736	2.6607142857142856	0.43650793650793646	0.25925925925925924
0.8	0.3267195767195767	0.14814814814814814	0.7156084656084657	2.7142857142857144	0.4312169312169312	0.2222222222222222
0.9	0.32275132275132273	0.1111111111111111	0.710978835978836	2.75	0.4305555555555555	0.2222222222222222
1.0	0.3187830687830688	0.1111111111111111	0.7083333333333333	2.857142857142857	0.4279100529100529	0.2222222222222222
0.0	0.26587301587301587	0.1111111111111111	0.7162698412698412	3.0357142857142856	0.32010582010582006	0.1111111111111111
