candidate	alpha	seed_count	mean_active_fraction	mean_transition_improvement	min_transition_improvement	mean_delta_cosine	min_delta_cosine	mean_condition_recall_at_1	min_condition_recall_at_1	mean_delta_rank	mean_magnitude_ratio	mean_transition_gap	min_transition_gap	mean_delta_cosine_gap	min_delta_cosine_gap	mean_recall_gap	min_recall_gap
pooled_full_ridge	0.35	5	0.725925925925926	0.014645499281741099	0.0038881799709657955	0.47143952364044744	0.4051888463292762	0.3333333333333333	0.2962962962962963	10.533204546808584	0.6989888221583094	0.0033640604045363518	0.0016896395566159197	0.01992438727878043	0.005005763929576856	0.0	-0.1111111111111111
