source_neighborhood_fraction	mean_same_cell_line_purity	min_same_cell_line_purity	mean_same_cell_line_coverage	mean_same_batch_purity	mean_same_perturbation_purity	mean_top1_same_cell_line
0.3333333333333333	0.7899029982363316	0.720164609053498	0.7899029982363316	0.3923427395649618	0.3402410346854791	1.0
0.5	0.5848450491307634	0.5687830687830688	0.9097589653145208	0.34982048374905517	0.33465608465608465	1.0
0.6666666666666666	0.4940108759553204	0.4794238683127572	0.9880217519106408	0.328152557319224	0.33285567313345094	1.0
1.0	0.3333333333333333	0.3333333333333333	1.0	0.3333333333333333	0.3333333333333333	1.0
