heldout_perturbation_ids	source_neighborhood_fraction	source_neighborhood_k	same_cell_line_purity	same_cell_line_coverage	same_batch_purity	same_perturbation_purity	top1_same_cell_line	top1_same_batch	top1_same_perturbation
4,7,8	1.0	27	0.3333333333333333	1.0	0.3333333333333333	0.3333333333333333	1.0	1.0	1.0
5,6,7	0.3333333333333333	9	0.8148148148148148	0.8148148148148148	0.38271604938271603	0.3497942386831276	1.0	1.0	1.0
5,6,7	0.5	14	0.58994708994709	0.9176954732510288	0.3439153439153439	0.335978835978836	1.0	1.0	1.0
5,6,7	0.6666666666666666	18	0.5	1.0	0.3292181069958848	0.3333333333333333	1.0	1.0	1.0
5,6,7	1.0	27	0.3333333333333333	1.0	0.3333333333333333	0.3333333333333333	1.0	1.0	1.0
5,6,8	0.3333333333333333	9	0.8436213991769548	0.8436213991769548	0.37037037037037035	0.3292181069958848	1.0	1.0	1.0
5,6,8	0.5	14	0.5978835978835979	0.9300411522633745	0.3544973544973545	0.3333333333333333	1.0	1.0	1.0
5,6,8	0.6666666666666666	18	0.5	1.0	0.33127572016460904	0.3333333333333333	1.0	1.0	1.0
5,6,8	1.0	27	0.3333333333333333	1.0	0.3333333333333333	0.3333333333333333	1.0	1.0	1.0
5,7,8	0.3333333333333333	9	0.8395061728395061	0.8395061728395062	0.3950617283950617	0.3292181069958848	1.0	1.0	1.0
5,7,8	0.5	14	0.5925925925925926	0.9218106995884773	0.3386243386243386	0.335978835978836	1.0	1.0	1.0
5,7,8	0.6666666666666666	18	0.5	1.0	0.3333333333333333	0.33127572016460904	1.0	1.0	1.0
5,7,8	1.0	27	0.3333333333333333	1.0	0.3333333333333333	0.3333333333333333	1.0	1.0	1.0
6,7,8	0.3333333333333333	9	0.8148148148148148	0.8148148148148148	0.3868312757201646	0.345679012345679	1.0	1.0	1.0
6,7,8	0.5	14	0.58994708994709	0.917695473251029	0.3492063492063492	0.3306878306878307	1.0	1.0	1.0
6,7,8	0.6666666666666666	18	0.5	1.0	0.33127572016460904	0.33127572016460904	1.0	1.0	1.0
