source_neighborhood_fraction	mean_same_cell_line_purity	min_same_cell_line_purity	mean_same_cell_line_coverage	mean_same_batch_purity	mean_same_perturbation_purity	mean_top1_same_cell_line
0.3333333333333333	0.7156819517930629	0.6502057613168725	0.7156819517930629	0.3924897119341564	0.3374485596707819	1.0
0.5	0.5676492819349962	0.5317460317460317	0.8830099941211053	0.338860544217687	0.3350812547241119	1.0
0.6666666666666666	0.46854791299235743	0.43621399176954734	0.9370958259847149	0.330761316872428	0.3324514991181658	1.0
1.0	0.3333333333333333	0.3333333333333333	1.0	0.3333333333333333	0.3333333333333333	1.0
