seed	scale	safe	transition_improvement	delta_cosine	recall_at_1	gap_transition	gap_delta_cosine	gap_recall	broken_count	near_tie_erosions	margin_q10_change	mean_margin_change	near_tie_count
4	0.0	True	0.6985857906455684	0.9562826450260533	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0
4	0.025	False	0.6995293793695956	0.9579048390604845	0.5	0.0009435887240272223	0.0016221940344312014	0.0	0.0	22.0	-0.0001635514892285861	1.7408052322291184e-05	36.0
4	0.05	False	0.7004388476228481	0.9594886989871851	0.5	0.0018530569772797767	0.0032060539611318273	0.0	0.0	25.0	-0.00028535668231549627	2.5613794582828493e-05	36.0
4	0.1	False	0.7021584045234767	0.962539238527198	0.5	0.003572613877908304	0.006256593501144714	0.0	0.0	28.0	-0.0006325521758282493	2.5613794582828493e-05	36.0
4	0.15	False	0.7037502355024041	0.9654302010704809	0.5	0.005164444856835759	0.00914755604442763	0.0	0.0	30.0	-0.0009579863385201781	2.5613794582828493e-05	36.0
4	0.2	False	0.7052198146527383	0.9681580539633418	0.5	0.0066340240071699474	0.011875408937288445	0.0	0.0	30.0	-0.0013117235123898952	2.5613794582828493e-05	36.0
4	0.25	False	0.706572322105123	0.9707198699715531	0.5	0.007986531459554636	0.014437224945499816	0.0	0.0	30.0	-0.0016594625032352317	2.5613794582828493e-05	36.0
4	0.5	False	0.7117406006551071	0.9809839541121043	0.5	0.013154810009538775	0.02470130908605095	0.0	3.0	30.0	-0.0027572909655093625	2.5613794582828493e-05	36.0
4	0.75	False	0.7146063475186604	0.9870506676581982	0.5	0.016020556873092007	0.030768022632144842	0.0	9.0	30.0	-0.004431297126208322	2.5613794582828493e-05	36.0
4	1.0	False	0.7155448065300593	0.9892359309959059	0.5	0.01695901588449089	0.032953285969852586	0.0	14.0	30.0	-0.0066202714580714805	2.5613794582828493e-05	36.0
