experiment	steps_logged	loss_total_last	loss_total_mean	weighted_jepa_sum_last	weighted_aux_sum_last	loss_batch_invariance_last	weighted_batch_invariance_last	jepa_to_aux_ratio_last	vicreg_covariance_last	barlow_last	gradient_norms_logged
EXP001_familyA_minimal_heldout_perturb_seed0_s32	50	2.0884151458740234	3.716329061985016	0.6664876937866211	0.0	0.0	0.0	inf	7.981935977935791	11.915243148803711	0.0
EXP002_familyA_minimal_heldout_dose_seed0_s32_cuda	50	2.013951063156128	3.641031494140625	0.6075394153594971	0.0	0.0	0.0	inf	8.172377586364746	12.585832595825195	0.0
EXP003_familyA_minimal_synth_micro_seed0_s32_cuda	50	1.586228370666504	4.077377865314483	0.33870208263397217	0.0	0.0	0.0	inf	16.962541580200195	1.0	0.0
EXP004_familyF_batch_invariant_synth_micro_seed0_s32_cuda	50	1.6124838590621948	4.092781629562378	0.3373905420303345	0.033190157264471054	0.06638031452894211	0.033190157264471054	20.7096004486084	16.83724594116211	1.0	0.0
EXP005_familyF_batch_invariant_strong_synth_micro_seed0_s32_cuda	50	1.8000301122665405	4.216911029815674	0.34071576595306396	0.1964583694934845	0.03929167240858078	0.1964583694934845	3.6183323860168457	16.852161407470703	1.0	0.0
