seed	scale	safe	transition_improvement	delta_cosine	recall_at_1	gap_transition	gap_delta_cosine	gap_recall	broken_count	near_tie_erosions	margin_q10_change	mean_margin_change	near_tie_count
3	0.0	True	0.5964334664363728	0.9479116135821665	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0
3	0.025	False	0.5978911098898708	0.9494313992678121	0.5	0.0014576434534979699	0.0015197856856455916	0.0	0.0	19.0	-9.295405805087587e-05	0.0	35.0
3	0.05	False	0.5992923762902285	0.950910319870078	0.5	0.002858909853855618	0.0029987062879115456	0.0	0.0	21.0	-0.00026382337300367986	0.0	35.0
3	0.1	False	0.6019302293407951	0.9537453021322713	0.5	0.005496762904422248	0.005833688550104799	0.0	3.0	21.0	-0.0007419789467541515	0.0	35.0
3	0.15	False	0.6043560097552403	0.9564162357391096	0.5	0.007922543318867437	0.008504622156943142	0.0	5.0	23.0	-0.001256077327172922	0.0	35.0
3	0.2	False	0.606578753844524	0.9589231159665782	0.5	0.010145287408151127	0.011011502384411731	0.0	6.0	23.0	-0.0016626739940354684	0.0	35.0
3	0.25	False	0.6086074498051888	0.9612662498582559	0.5	0.012173983368815922	0.01335463627608946	0.0	6.0	24.0	-0.0019345986058800224	0.0	35.0
3	0.5	False	0.6161419370960706	0.9705568593526002	0.5	0.01970847065969772	0.022645245770433697	0.0	9.0	24.0	-0.004619910550271056	0.0	35.0
3	0.75	False	0.620036086756495	0.9759569061456619	0.5	0.02360262032012217	0.028045292563495416	0.0	11.0	25.0	-0.012399399658710952	0.0	35.0
3	1.0	False	0.6210798931966719	0.9777710817813473	0.5	0.024646426760299045	0.02985946819918084	0.0	18.0	27.0	-0.021692778656516143	0.0	35.0
