perturbation_id	rows	transition_improvement	delta_cosine	recall_at_1	floor_error_norm	teacher_delta_norm	source_online_teacher_cosine	target_online_teacher_cosine	ztech_delta_norm	floor_error_vs_teacher_delta_cosine	floor_error_vs_ztech_delta_abs_corr
9	9	-0.03787556074381832	0.12867587312415363	0.5555555555555556	0.491173709156478	0.42941502353102406	0.9480701856053556	0.957949443346576	0.6307059312066186	-0.6956075886472527	0.2839338150687294
10	9	0.009205303511384969	0.4427734591544262	1.0	0.34471507294515374	0.3759245273835179	0.9419214538585022	0.9525799512995476	0.6916063025156348	-0.6626000231616508	0.26520494295775027
11	9	0.04565597678101558	0.6224382178056113	0.8888888888888888	0.36805847963176014	0.47016591032983	0.9525478067726377	0.9296625563071262	0.6124697967677484	-0.6712731678190027	0.041811930099281976
