seed	query_index	condition_key	perturbation_id	cell_line	selected_residual_scale	flip_type	source_top1_correct	floor_top1_correct	selected_top1_correct	floor_rank	selected_rank	rank_change_selected_minus_floor	source_margin	floor_margin	selected_margin	margin_change_selected_minus_floor	floor_correct_score	floor_best_wrong_score	selected_correct_score	selected_best_wrong_score	floor_top1_label	selected_top1_label	same_top1_label_as_floor	floor_transition_gain	selected_transition_gain	transition_gain_change_selected_minus_floor	floor_delta_cosine	selected_delta_cosine	delta_cosine_change_selected_minus_floor	residual_norm	floor_near_tie_0p02	selected_near_tie_0p02	floor_near_tie_0p05	selected_near_tie_0p05
0	0	pert=10|dose=1|cell=0	10	cell_line_0	0.75	still_wrong	False	False	False	2.0	2.0	0.0	-0.026225052197847987	-0.0015884897286028155	-0.002863291502445575	-0.0012748017738427597	0.985716694774633	0.9873051845032358	0.9869018933078164	0.989765184810262	pert=11|dose=1|cell=1	pert=11|dose=1|cell=1	True	0.10972897458681774	0.10907586039854933	-0.0006531141882684111	0.9285234458621779	0.9369185314386274	0.008395085576449413	0.4491801084207132	True	True	True	True
0	1	pert=10|dose=1|cell=0	10	cell_line_0	0.75	still_wrong	False	False	False	4.0	5.0	1.0	-0.012741529010605768	-0.006466761503623464	-0.00993432310986242	-0.003467561606238956	0.9810663026590983	0.9875330641627218	0.9786105659428805	0.988544889052743	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.10680815672404886	0.10435242000783074	-0.0024557367162181265	0.9238024632542392	0.9314060733404249	0.007603610086185708	0.4935129523586375	True	True	True	True
0	2	pert=10|dose=1|cell=0	10	cell_line_0	0.75	still_wrong	False	False	False	4.0	3.0	-1.0	-0.003825739352901203	-0.006176247217717701	-0.007573224150683511	-0.00139697693296581	0.981602439938825	0.9877786871565427	0.9827869606000571	0.9903601847507406	pert=11|dose=1|cell=1	pert=11|dose=1|cell=1	True	0.019037378162201746	0.016142919328435368	-0.002894458833766378	0.695707938214241	0.7306855093830055	0.03497757116876443	0.4792303414778833	True	True	True	True
0	3	pert=10|dose=1|cell=1	10	cell_line_1	0.75	preserved_correct	True	True	True	1.0	1.0	0.0	0.019436228461093275	0.08683892532580906	0.11037958023493855	0.023540654909129488	0.9944334486136778	0.9075945232878687	0.9875211119525131	0.8771415317175746	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.16532835858142703	0.15764459298183575	-0.007683765599591275	0.9573017990543612	0.935889395463508	-0.02141240359085317	0.5467603842390082	False	False	False	False
0	4	pert=10|dose=1|cell=1	10	cell_line_1	0.75	preserved_correct	True	True	True	1.0	1.0	0.0	0.15457914777656112	0.09492508235727048	0.11250441131752142	0.01757932896025094	0.9923137025042496	0.8973886201469791	0.9833010802417766	0.8707966689242552	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.0658610845187253	0.0568484622562524	-0.009012622262472902	0.9546647396229748	0.9116561725700264	-0.04300856705294842	0.600387117452085	False	False	False	False
0	5	pert=10|dose=1|cell=1	10	cell_line_1	0.75	preserved_correct	False	True	True	1.0	1.0	0.0	-0.003858646559457557	0.091728013992188	0.0985143669337959	0.006786352941607898	0.9944748848247493	0.9027468708325613	0.9893455362535185	0.8908311693197226	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.19568158998447838	0.19038958103250203	-0.005292008951976346	0.9727545887436531	0.9587257112978197	-0.014028877445833365	0.4338463517385341	False	False	False	False
0	6	pert=10|dose=1|cell=2	10	cell_line_2	0.75	preserved_correct	False	True	True	1.0	1.0	0.0	-0.01596202598980434	0.021235183024873705	0.02933283184348945	0.008097648818615744	0.996006317154979	0.9747711341301053	0.9981281645372513	0.9687953326937618	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.03179632592540682	0.035250328535173625	0.003454002609766804	0.9275871207012921	0.9670150228688732	0.039427902167581075	0.6062608495151949	False	False	True	True
0	7	pert=10|dose=1|cell=2	10	cell_line_2	0.75	preserved_correct	True	True	True	1.0	1.0	0.0	0.003779711024913812	0.019493056984824286	0.026345215548517098	0.006852158563692812	0.9959233689136089	0.9764303119287846	0.9984966215356977	0.9721514059871806	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.0571379481130907	0.06080796872561589	0.0036700206125251933	0.9550934022630402	0.9883038378108026	0.033210435547762374	0.5733993299119503	True	False	True	True
0	8	pert=10|dose=1|cell=2	10	cell_line_2	0.75	preserved_correct	False	True	True	1.0	1.0	0.0	-0.00021015406263280578	0.02412708083177828	0.0317530565811357	0.0076259757493574165	0.9956717016082219	0.9715446207764437	0.9980097767969156	0.9662567202157799	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.04273268020964904	0.04386438065080711	0.0011317004411580678	0.948800425578111	0.9688166396113103	0.02001621403319931	0.5538334180928998	False	False	True	True
0	9	pert=11|dose=1|cell=0	11	cell_line_0	0.75	preserved_correct	False	True	True	1.0	1.0	0.0	-0.10101152744547126	0.02150853675086395	0.024393855406972698	0.0028853186561087485	0.9955712691325763	0.9740627323817124	0.9966079537726057	0.972214098365633	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.18451121770629175	0.18468385328404757	0.00017263557775581972	0.9803663491880403	0.9837657899383455	0.0033994407503051827	0.549290627199911	False	False	True	True
0	10	pert=11|dose=1|cell=0	11	cell_line_0	0.75	preserved_correct	False	True	True	1.0	1.0	0.0	-0.11387634070488839	0.03180982591633541	0.037453770277060205	0.005643944360724795	0.9952697876125056	0.9634599616961702	0.9981379954287234	0.9606842251516632	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.22527035978064514	0.2281385675968629	0.0028682078162177715	0.9857084672318915	0.9957184803739599	0.010010013142068397	0.5896304139427448	False	False	True	True
0	11	pert=11|dose=1|cell=0	11	cell_line_0	0.75	preserved_correct	False	True	True	1.0	1.0	0.0	-0.05282022546421272	0.030459598946665722	0.03238963198280831	0.0019300330361425866	0.9953275037717896	0.9648679048251239	0.9977510894002526	0.9653614574174443	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.06722201454379317	0.06677764413019138	-0.0004443704136017912	0.9762978461413958	0.9761779708341299	-0.00011987530726587092	0.4396820379131498	False	False	True	True
0	12	pert=11|dose=1|cell=1	11	cell_line_1	0.75	broken_by_residual	False	True	False	1.0	2.0	1.0	-0.18032652983282138	0.004438713567499586	-0.001060799519431832	-0.005499513086931418	0.9849714907093721	0.9805327771418725	0.9882072595650981	0.98926805908453	pert=11|dose=1|cell=1	pert=10|dose=1|cell=0	False	0.39476787800268	0.4051637120948042	0.01039583409212419	0.9705421513691957	0.9785340321098053	0.007991880740609525	0.4967381349497087	True	True	True	True
0	13	pert=11|dose=1|cell=1	11	cell_line_1	0.75	preserved_correct	False	True	True	1.0	1.0	0.0	-0.15457914777656112	0.007134281490931649	0.0005416170258304431	-0.006592664465101206	0.9852277236405456	0.9780934421496139	0.989282649822192	0.9887410327963616	pert=11|dose=1|cell=1	pert=11|dose=1|cell=1	True	0.24054946953558554	0.257476773786959	0.016927304251373454	0.9186456524183304	0.9464589797213823	0.02781332730305186	0.6092800284986545	True	True	True	True
0	14	pert=11|dose=1|cell=1	11	cell_line_1	0.75	preserved_correct	False	True	True	1.0	1.0	0.0	-0.23585150670035315	0.005656754856982471	0.00035614359722646594	-0.005300611259756005	0.9850357995671188	0.9793790447101364	0.9895419373545075	0.989185793757281	pert=11|dose=1|cell=1	pert=11|dose=1|cell=1	True	0.384939768623231	0.3894459064106196	0.00450613778738862	0.9782570047588426	0.9824262150605576	0.004169210301715021	0.5092826979783842	True	True	True	True
