rows	nonzero_rows	nonzero_continuous_safe_rows	nonzero_full_proxy_safe_rows	mean_nonzero_near_tie_erosions	mean_nonzero_q10_change
50	45	45	0	22.08888888888889	-0.0008623385808016481
