seed	split	method	direct_transition_improvement	direct_delta_cosine	direct_recall_at_1	direct_delta_rank	direct_magnitude_ratio	ridge_floor_transition_improvement	ridge_floor_delta_cosine	ridge_floor_recall_at_1	ridge_floor_delta_rank	rna_to_image_recall_at_1	image_to_rna_recall_at_1	action_negative_transition_gap	target_effective_rank	image_target_effective_rank	identity_violation	leakage_flag	image_teacher_transition_improvement	image_teacher_delta_cosine	image_teacher_recall_at_1	image_teacher_delta_rank	image_teacher_magnitude_ratio	image_teacher_action_negative_gap	target_image_cosine	source_image_cosine	transition_image_cosine	source_image_effective_rank	target_image_effective_rank	train_raw_transition_improvement	train_raw_delta_cosine	train_raw_recall_at_1	train_raw_delta_rank	train_calibrated_transition_improvement	train_calibrated_delta_cosine	train_calibrated_recall_at_1	train_calibrated_delta_rank	train_calibrated_magnitude_ratio	calibrated_transition_improvement	calibrated_delta_cosine	calibrated_recall_at_1	calibrated_delta_rank	calibrated_magnitude_ratio	calibrated_action_negative_gap	calibrated_delta_cosine_gain	calibrated_transition_gain	calibrated_recall_gain	blend_alpha	gate_status	cv_lcb_transition_gap_vs_raw	cv_lcb_delta_cosine_gap_vs_raw	cv_lcb_recall_gap_vs_raw	mean_transition_gap_vs_raw	mean_delta_cosine_gap_vs_raw	mean_recall_gap_vs_raw	selected_blend_alpha	gate_status_code	gate_cv_lcb_transition_gap_vs_raw	gate_cv_lcb_delta_cosine_gap_vs_raw	gate_cv_lcb_recall_gap_vs_raw
37	validation	F082_delta_calibrated	0.31700289563459	0.47957142948734194	0.5555555555555556	14.746000992050007	1.2734059164623222	0.20037824152667827	0.41481102264561087	0.4074074074074074	8.57326773379129	0.1111111111111111	0.07407407407407407	0.5214286225906039	16.431802152567148	6.449519595653503	0.0	0.0	0.3681623636634903	0.3911859626718325	0.2222222222222222	14.746000992050007	0.40521075359612835	0.17304771510473319	0.13461999257553736	0.9893746040321815	0.18582962597978506	0.0	14.7583465740141	0.7435289888233839	0.7988404823494208	0.9285714285714286	14.995074827285027	0.8175249454749868	0.899055987382481	0.9285714285714286	16.34847756613178	1.0081207140275545	0.37438531798243574	0.28017057196881145	0.2222222222222222	17.155638541279192	0.6685505059057716	0.19766669289273703	-0.11101539070302102	0.006222954318945428	0.0													
37	validation	F094_split_safe_jepa_calibration_gate	0.31700289563459	0.47957142948734194	0.5555555555555556	14.746000992050007	1.2734059164623222	0.20037824152667827	0.41481102264561087	0.4074074074074074	8.57326773379129	0.1111111111111111	0.07407407407407407	0.5214286225906039	16.431802152567148	6.449519595653503	0.0	0.0	0.3681623636634903	0.3911859626718325	0.2222222222222222	14.746000992050007	0.40521075359612835	0.17304771510473319	0.13461999257553736	0.9893746040321815	0.18582962597978506	0.0	14.7583465740141	0.7435289888233839	0.7988404823494208	0.9285714285714286	14.995074827285027	0.7435289888233839	0.7988404823494208	0.9285714285714286	14.995074827285027	0.6225668633375212	0.3681623636634903	0.3911859626718325	0.2222222222222222	14.746000992050007	0.40521075359612835	0.17304771510473319	0.0	0.0	0.0	0.0	JEPA_GATE_ABSTAIN_USE_RAW	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	test	F082_delta_calibrated	0.4231852573767621	0.5093091323090032	0.42857142857142855	14.995074827285027	0.9675476296471016	0.2674581138393582	0.41228592760814314	0.17857142857142858	8.601254258775601	0.14285714285714285	0.10714285714285714	0.46430744874243246	15.822906742046468	6.628745914937625	0.0	0.0	0.6101715758452031	0.49054467993177403	0.39285714285714285	14.995074827285027	0.34901517290799594	0.18074238560323208	0.07179206369656953	0.9893746040321815	0.16375488093540322	0.0	15.153487975132133	0.7435289888233839	0.7988404823494208	0.9285714285714286	14.995074827285027	0.8175249454749868	0.899055987382481	0.9285714285714286	16.34847756613178	1.0081207140275545	0.6391936799262663	0.3513701439647626	0.39285714285714285	16.34847756613178	0.5999531599082669	0.21168089833686154	-0.1391745359670114	0.029022104081063205	0.0													
37	test	F094_split_safe_jepa_calibration_gate	0.4231852573767621	0.5093091323090032	0.42857142857142855	14.995074827285027	0.9675476296471016	0.2674581138393582	0.41228592760814314	0.17857142857142858	8.601254258775601	0.14285714285714285	0.10714285714285714	0.46430744874243246	15.822906742046468	6.628745914937625	0.0	0.0	0.6101715758452031	0.49054467993177403	0.39285714285714285	14.995074827285027	0.34901517290799594	0.18074238560323208	0.07179206369656953	0.9893746040321815	0.16375488093540322	0.0	15.153487975132133	0.7435289888233839	0.7988404823494208	0.9285714285714286	14.995074827285027	0.7435289888233839	0.7988404823494208	0.9285714285714286	14.995074827285027	0.6225668633375212	0.6101715758452031	0.49054467993177403	0.39285714285714285	14.995074827285027	0.34901517290799594	0.18074238560323208	0.0	0.0	0.0	0.0	JEPA_GATE_ABSTAIN_USE_RAW	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	alternate_test	F082_delta_calibrated	0.23213172114722508	0.18082993661998223	0.21818181818181817	14.945831432340317	0.7366651067389278	0.24206701876945064	0.2757310490516632	0.16363636363636364	8.602794419402697	0.05454545454545454	0.03636363636363636	0.26739490445507724	17.24731959426849	6.709887067631302	0.0	0.0	0.4669299323170416	0.35818975437889994	0.14545454545454545	14.945831432340311	0.25680389609773485	0.07122091068851516	0.14658790894161777	0.989374604032181	0.007034172863167156	0.0	15.338561255497462	0.7435289888233839	0.7988404823494208	0.9285714285714286	14.995074827285027	0.8175249454749868	0.899055987382481	0.9285714285714286	16.34847756613178	1.0081207140275545	0.5058168086335634	0.2249007115007249	0.14545454545454545	16.268478583764942	0.4553317292724612	0.08138969704088567	-0.13328904287817503	0.03888687631652177	0.0													
37	alternate_test	F094_split_safe_jepa_calibration_gate	0.23213172114722508	0.18082993661998223	0.21818181818181817	14.945831432340317	0.7366651067389278	0.24206701876945064	0.2757310490516632	0.16363636363636364	8.602794419402697	0.05454545454545454	0.03636363636363636	0.26739490445507724	17.24731959426849	6.709887067631302	0.0	0.0	0.4669299323170416	0.35818975437889994	0.14545454545454545	14.945831432340311	0.25680389609773485	0.07122091068851516	0.14658790894161777	0.989374604032181	0.007034172863167156	0.0	15.338561255497462	0.7435289888233839	0.7988404823494208	0.9285714285714286	14.995074827285027	0.7435289888233839	0.7988404823494208	0.9285714285714286	14.995074827285027	0.6225668633375212	0.4669299323170416	0.35818975437889994	0.14545454545454545	14.945831432340311	0.25680389609773485	0.07122091068851516	0.0	0.0	0.0	0.0	JEPA_GATE_ABSTAIN_USE_RAW	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	validation	F082_delta_calibrated	0.25872472313167383	0.4386266838791954	0.48148148148148145	15.25131741273082	1.4444661489419075	0.19245795866867205	0.4567365881225572	0.3333333333333333	8.410547839776855	0.1111111111111111	0.07407407407407407	0.5918385173513956	15.817499081503087	5.207481472303803	0.0	0.0	0.29338299142934215	0.3263037313274959	0.2962962962962963	15.251317412730806	0.3940076175348739	0.15982024017368068	0.13361502783008186	0.9850238130097474	0.11105025374563686	0.0	14.7583465740141	0.7332507516294935	0.8033616846287593	0.9285714285714286	15.405921601342632	0.8108859672722357	0.8997735043114503	0.9642857142857143	16.62425391925009	1.0522098258876176	0.39612879154305874	0.2858358203714026	0.3333333333333333	17.34921381283128	0.6869865308759346	0.22897075955187612	-0.04046791095609331	0.10274580011371659	0.037037037037037035													
38	validation	F094_split_safe_jepa_calibration_gate	0.25872472313167383	0.4386266838791954	0.48148148148148145	15.25131741273082	1.4444661489419075	0.19245795866867205	0.4567365881225572	0.3333333333333333	8.410547839776855	0.1111111111111111	0.07407407407407407	0.5918385173513956	15.817499081503087	5.207481472303803	0.0	0.0	0.29338299142934215	0.3263037313274959	0.2962962962962963	15.251317412730806	0.3940076175348739	0.15982024017368068	0.13361502783008186	0.9850238130097474	0.11105025374563686	0.0	14.7583465740141	0.7332507516294935	0.8033616846287593	0.9285714285714286	15.405921601342632	0.7332507516294935	0.8033616846287593	0.9285714285714286	15.405921601342632	0.6212088322473065	0.29338299142934215	0.3263037313274959	0.2962962962962963	15.251317412730806	0.3940076175348739	0.15982024017368068	0.0	0.0	0.0	0.0	JEPA_GATE_ABSTAIN_USE_RAW	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	test	F082_delta_calibrated	0.4688679569093647	0.5198526403664321	0.5714285714285714	15.405921601342632	1.000459536972137	0.3014889617356064	0.447672148592416	0.2857142857142857	8.448459146214699	0.14285714285714285	0.07142857142857142	0.48962397209273956	16.485077210128217	5.295785255801346	0.0	0.0	0.5440779671432501	0.4418102108296555	0.2857142857142857	15.405921601342632	0.33995444969591404	0.18348171956536513	0.1701650782854006	0.9850238130097474	0.09766127223345016	0.0	15.153487975132133	0.7332507516294935	0.8033616846287593	0.9285714285714286	15.405921601342632	0.8108859672722357	0.8997735043114503	0.9642857142857143	16.62425391925009	1.0522098258876176	0.6552091790702967	0.3505274181273061	0.39285714285714285	16.62425391925009	0.6124016053774363	0.23157143305360584	-0.0912827927023494	0.11113121192704667	0.10714285714285715													
38	test	F094_split_safe_jepa_calibration_gate	0.4688679569093647	0.5198526403664321	0.5714285714285714	15.405921601342632	1.000459536972137	0.3014889617356064	0.447672148592416	0.2857142857142857	8.448459146214699	0.14285714285714285	0.07142857142857142	0.48962397209273956	16.485077210128217	5.295785255801346	0.0	0.0	0.5440779671432501	0.4418102108296555	0.2857142857142857	15.405921601342632	0.33995444969591404	0.18348171956536513	0.1701650782854006	0.9850238130097474	0.09766127223345016	0.0	15.153487975132133	0.7332507516294935	0.8033616846287593	0.9285714285714286	15.405921601342632	0.7332507516294935	0.8033616846287593	0.9285714285714286	15.405921601342632	0.6212088322473065	0.5440779671432501	0.4418102108296555	0.2857142857142857	15.405921601342632	0.33995444969591404	0.18348171956536513	0.0	0.0	0.0	0.0	JEPA_GATE_ABSTAIN_USE_RAW	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
