heldout_perturbation_ids	space	label_col	recall_at_1	recall_at_5	map	median_rank
4,5,7	endpoint	perturbation_label	0.3333333333333333	0.8518518518518519	0.41606835819273236	2.0
4,5,7	endpoint	cell_line_label	0.7037037037037037	1.0	0.6619203959843288	1.0
4,5,7	delta	condition_key	0.37037037037037035	0.8518518518518519	0.33917161376537297	2.0
4,5,7	delta	perturbation_label	0.5185185185185185	0.9259259259259259	0.4649904695945653	1.0
4,5,7	delta	cell_line_label	0.7407407407407407	1.0	0.4813341844308119	1.0
4,5,8	endpoint	condition_key	0.3333333333333333	0.6296296296296297	0.36973363796575387	3.0
4,5,8	endpoint	perturbation_label	0.3333333333333333	0.7777777777777778	0.4346668924400379	2.0
4,5,8	endpoint	cell_line_label	1.0	1.0	0.6411136138322059	1.0
4,5,8	delta	condition_key	0.25925925925925924	0.7037037037037037	0.3020836483816397	3.0
4,5,8	delta	perturbation_label	0.37037037037037035	0.8518518518518519	0.4348772867764299	2.0
4,5,8	delta	cell_line_label	0.48148148148148145	0.9629629629629629	0.4556275392751398	2.0
4,6,7	endpoint	condition_key	0.4074074074074074	0.7407407407407407	0.4262214717644889	2.0
4,6,7	endpoint	perturbation_label	0.4074074074074074	0.7777777777777778	0.4246376869466232	2.0
4,6,7	endpoint	cell_line_label	0.9259259259259259	1.0	0.7236098907553242	1.0
4,6,7	delta	condition_key	0.48148148148148145	0.8148148148148148	0.3720715980576736	2.0
