seed	scale	safe	transition_improvement	delta_cosine	recall_at_1	gap_transition	gap_delta_cosine	gap_recall	train_broken_count_diagnostic_only	train_mean_margin_change_diagnostic_only
12	0.0	True	0.5211663418159606	0.9547687881481026	0.5	0.0	0.0	0.0	0.0	0.0
12	0.025	True	0.5220173626001863	0.9558480625321342	0.5	0.00085102078422572	0.0010792743840315477	0.0	0.0	8.608000252684674e-05
12	0.05	True	0.5228445846361863	0.9568997573286288	0.5	0.0016782428202257726	0.002130969180526132	0.0	0.0	0.00017250489509966184
