representation	seed_policy_count	mean_eval_cell_image_latent_cosine	mean_real_transition	mean_real_delta_cosine	mean_real_recall_at_1	mean_real_delta_rank	mean_abs_transition_optimism	mean_abs_delta_optimism	max_abs_transition_optimism	max_abs_delta_optimism	mean_eval_effective_rank_z	mean_train_perturbation_probe_cv	mean_train_batch_probe_cv
rna_relational_student_embedding	9	-0.0502572891243151	0.15057476400268677	0.8433375291096504	0.8024691358024691	6.162065052115811	0.05862807729234776	0.033271429595115976	0.10066666539304253	0.11851806910813112	6.143869167926438	0.1728395061728395	0.25308641975308643
image_train_pca	9	1.0	0.23617088653404206	0.9651967046519121	1.0	3.938511271441266	0.014696945177998494	0.049570270387477335	0.027852848302330396	0.14868730077098713	6.944036289249385	0.47685185185185186	0.30864197530864196
rna_relational_predicted_image_latent	9	0.6961625482120124	0.11533959379327666	0.7442041038310859	0.7119341563786008	5.138564913929931	0.047468077627256196	0.0765240276028351	0.11251137668472139	0.18157126023726944	5.415771718775428	0.1388888888888889	0.2592592592592593
observed_rna_train_pca	9	0.021238804382752434	0.34965717745838854	0.9193703863700935	0.8765432098765431	7.275552102071973	0.06930811709065236	0.08390419514577224	0.23173865483323217	0.21088456814634915	7.888215441683916	0.22067901234567902	0.27469135802469136
