baseline,retrieval_map,retrieval_recall@1,retrieval_recall@5,retrieval_recall@10
centroid_retrieval,0.051538925124776584,0.010830324909747292,0.05054151624548736,0.10469314079422383
label_shuffle_centroid,0.021302344978767335,0.0,0.02527075812274368,0.036101083032490974
