metric,value
rna_counterfactual_by_group=BRD-K00911143|10.0|24.0|A549_pseudobulk_correlation,0.7999554562725644
rna_counterfactual_by_group=BRD-K00911143|10.0|24.0|A549_logfc_correlation,0.7961903960323619
rna_counterfactual_by_group=BRD-K00911143|10.0|24.0|A549_direction_accuracy,0.8711656441717791
rna_counterfactual_by_group=BRD-K00911143|10.0|24.0|A549_top20_de_overlap,0.15
rna_counterfactual_by_group=BRD-K00911143|10.0|24.0|A549_top50_de_overlap,0.44
rna_counterfactual_by_group=BRD-K00911143|10.0|24.0|A549_top100_de_overlap,0.51
rna_counterfactual_by_group=BRD-K01029106|10.0|24.0|A549_pseudobulk_correlation,0.675797465418249
rna_counterfactual_by_group=BRD-K01029106|10.0|24.0|A549_logfc_correlation,0.606758338535643
rna_counterfactual_by_group=BRD-K01029106|10.0|24.0|A549_direction_accuracy,0.7791411042944786
rna_counterfactual_by_group=BRD-K01029106|10.0|24.0|A549_top20_de_overlap,0.15
rna_counterfactual_by_group=BRD-K01029106|10.0|24.0|A549_top50_de_overlap,0.28
rna_counterfactual_by_group=BRD-K01029106|10.0|24.0|A549_top100_de_overlap,0.42
rna_counterfactual_by_group=BRD-K01039503|10.0|24.0|A549_pseudobulk_correlation,0.7134281417535379
rna_counterfactual_by_group=BRD-K01039503|10.0|24.0|A549_logfc_correlation,0.6403385087528809
rna_counterfactual_by_group=BRD-K01039503|10.0|24.0|A549_direction_accuracy,0.7862985685071575
rna_counterfactual_by_group=BRD-K01039503|10.0|24.0|A549_top20_de_overlap,0.15
rna_counterfactual_by_group=BRD-K01039503|10.0|24.0|A549_top50_de_overlap,0.28
rna_counterfactual_by_group=BRD-K01039503|10.0|24.0|A549_top100_de_overlap,0.47
rna_counterfactual_by_group=BRD-K01174345|10.0|24.0|A549_pseudobulk_correlation,0.7339814878330334
rna_counterfactual_by_group=BRD-K01174345|10.0|24.0|A549_logfc_correlation,0.7065378279908371
rna_counterfactual_by_group=BRD-K01174345|10.0|24.0|A549_direction_accuracy,0.7791411042944786
rna_counterfactual_by_group=BRD-K01174345|10.0|24.0|A549_top20_de_overlap,0.3
rna_counterfactual_by_group=BRD-K01174345|10.0|24.0|A549_top50_de_overlap,0.42
rna_counterfactual_by_group=BRD-K01174345|10.0|24.0|A549_top100_de_overlap,0.5
rna_counterfactual_by_group=BRD-K01292756|10.0|24.0|A549_pseudobulk_correlation,0.6715970914396867
rna_counterfactual_by_group=BRD-K01292756|10.0|24.0|A549_logfc_correlation,0.6503012346460649
rna_counterfactual_by_group=BRD-K01292756|10.0|24.0|A549_direction_accuracy,0.7852760736196319
rna_counterfactual_by_group=BRD-K01292756|10.0|24.0|A549_top20_de_overlap,0.15
rna_counterfactual_by_group=BRD-K01292756|10.0|24.0|A549_top50_de_overlap,0.38
rna_counterfactual_by_group=BRD-K01292756|10.0|24.0|A549_top100_de_overlap,0.44
rna_counterfactual_by_group=BRD-K01577834|10.0|24.0|A549_pseudobulk_correlation,0.7454553881446873
rna_counterfactual_by_group=BRD-K01577834|10.0|24.0|A549_logfc_correlation,0.742120447191472
rna_counterfactual_by_group=BRD-K01577834|10.0|24.0|A549_direction_accuracy,0.7924335378323109
rna_counterfactual_by_group=BRD-K01577834|10.0|24.0|A549_top20_de_overlap,0.3
rna_counterfactual_by_group=BRD-K01577834|10.0|24.0|A549_top50_de_overlap,0.36
rna_counterfactual_by_group=BRD-K01577834|10.0|24.0|A549_top100_de_overlap,0.56
rna_counterfactual_by_group=BRD-K01621533|10.0|24.0|A549_pseudobulk_correlation,0.7770156433603509
rna_counterfactual_by_group=BRD-K01621533|10.0|24.0|A549_logfc_correlation,0.7525992861324918
rna_counterfactual_by_group=BRD-K01621533|10.0|24.0|A549_direction_accuracy,0.8568507157464212
rna_counterfactual_by_group=BRD-K01621533|10.0|24.0|A549_top20_de_overlap,0.05
rna_counterfactual_by_group=BRD-K01621533|10.0|24.0|A549_top50_de_overlap,0.18
rna_counterfactual_by_group=BRD-K01621533|10.0|24.0|A549_top100_de_overlap,0.4
rna_counterfactual_by_group=BRD-K01638814|10.0|24.0|A549_pseudobulk_correlation,0.649099462343004
rna_counterfactual_by_group=BRD-K01638814|10.0|24.0|A549_logfc_correlation,0.7023907964501723
rna_counterfactual_by_group=BRD-K01638814|10.0|24.0|A549_direction_accuracy,0.7955010224948875
rna_counterfactual_by_group=BRD-K01638814|10.0|24.0|A549_top20_de_overlap,0.2
rna_counterfactual_by_group=BRD-K01638814|10.0|24.0|A549_top50_de_overlap,0.26
rna_counterfactual_by_group=BRD-K01638814|10.0|24.0|A549_top100_de_overlap,0.39
rna_counterfactual_by_group=BRD-K01663662|10.0|24.0|A549_pseudobulk_correlation,0.8172267643008421
rna_counterfactual_by_group=BRD-K01663662|10.0|24.0|A549_logfc_correlation,0.8003489849904253
rna_counterfactual_by_group=BRD-K01663662|10.0|24.0|A549_direction_accuracy,0.8323108384458078
rna_counterfactual_by_group=BRD-K01663662|10.0|24.0|A549_top20_de_overlap,0.25
rna_counterfactual_by_group=BRD-K01663662|10.0|24.0|A549_top50_de_overlap,0.36
rna_counterfactual_by_group=BRD-K01663662|10.0|24.0|A549_top100_de_overlap,0.43
rna_counterfactual_by_group=BRD-K01674964|10.0|24.0|A549_pseudobulk_correlation,0.685282907456075
rna_counterfactual_by_group=BRD-K01674964|10.0|24.0|A549_logfc_correlation,0.6375654075269142
rna_counterfactual_by_group=BRD-K01674964|10.0|24.0|A549_direction_accuracy,0.8016359918200409
rna_counterfactual_by_group=BRD-K01674964|10.0|24.0|A549_top20_de_overlap,0.15
rna_counterfactual_by_group=BRD-K01674964|10.0|24.0|A549_top50_de_overlap,0.42
rna_counterfactual_by_group=BRD-K01674964|10.0|24.0|A549_top100_de_overlap,0.5
rna_counterfactual_by_group=BRD-K01815685|10.0|24.0|A549_pseudobulk_correlation,0.7183963665358051
rna_counterfactual_by_group=BRD-K01815685|10.0|24.0|A549_logfc_correlation,0.6574340575014879
rna_counterfactual_by_group=BRD-K01815685|10.0|24.0|A549_direction_accuracy,0.7955010224948875
rna_counterfactual_by_group=BRD-K01815685|10.0|24.0|A549_top20_de_overlap,0.35
rna_counterfactual_by_group=BRD-K01815685|10.0|24.0|A549_top50_de_overlap,0.3
rna_counterfactual_by_group=BRD-K01815685|10.0|24.0|A549_top100_de_overlap,0.34
rna_counterfactual_by_group=BRD-K01824921|10.0|24.0|A549_pseudobulk_correlation,0.7053777130786747
rna_counterfactual_by_group=BRD-K01824921|10.0|24.0|A549_logfc_correlation,0.616879213897692
rna_counterfactual_by_group=BRD-K01824921|10.0|24.0|A549_direction_accuracy,0.7699386503067485
rna_counterfactual_by_group=BRD-K01824921|10.0|24.0|A549_top20_de_overlap,0.1
rna_counterfactual_by_group=BRD-K01824921|10.0|24.0|A549_top50_de_overlap,0.3
rna_counterfactual_by_group=BRD-K01824921|10.0|24.0|A549_top100_de_overlap,0.4
rna_counterfactual_by_group=BRD-K02079473|10.0|24.0|A549_pseudobulk_correlation,0.7148548733936496
rna_counterfactual_by_group=BRD-K02079473|10.0|24.0|A549_logfc_correlation,0.7081986091899339
rna_counterfactual_by_group=BRD-K02079473|10.0|24.0|A549_direction_accuracy,0.7985685071574642
rna_counterfactual_by_group=BRD-K02079473|10.0|24.0|A549_top20_de_overlap,0.25
rna_counterfactual_by_group=BRD-K02079473|10.0|24.0|A549_top50_de_overlap,0.44
rna_counterfactual_by_group=BRD-K02079473|10.0|24.0|A549_top100_de_overlap,0.5
rna_counterfactual_by_group=BRD-K02113016|10.0|24.0|A549_pseudobulk_correlation,0.7414191044409393
rna_counterfactual_by_group=BRD-K02113016|10.0|24.0|A549_logfc_correlation,0.7011693956049736
rna_counterfactual_by_group=BRD-K02113016|10.0|24.0|A549_direction_accuracy,0.8026584867075665
rna_counterfactual_by_group=BRD-K02113016|10.0|24.0|A549_top20_de_overlap,0.2
rna_counterfactual_by_group=BRD-K02113016|10.0|24.0|A549_top50_de_overlap,0.26
rna_counterfactual_by_group=BRD-K02113016|10.0|24.0|A549_top100_de_overlap,0.35
rna_counterfactual_by_group=BRD-K02123250|10.0|24.0|A549_pseudobulk_correlation,0.709428564387626
rna_counterfactual_by_group=BRD-K02123250|10.0|24.0|A549_logfc_correlation,0.6842447526883986
rna_counterfactual_by_group=BRD-K02123250|10.0|24.0|A549_direction_accuracy,0.8292433537832311
rna_counterfactual_by_group=BRD-K02123250|10.0|24.0|A549_top20_de_overlap,0.2
rna_counterfactual_by_group=BRD-K02123250|10.0|24.0|A549_top50_de_overlap,0.2
rna_counterfactual_by_group=BRD-K02123250|10.0|24.0|A549_top100_de_overlap,0.32
rna_counterfactual_by_group=BRD-K02265150|10.0|24.0|A549_pseudobulk_correlation,0.6735073466219492
rna_counterfactual_by_group=BRD-K02265150|10.0|24.0|A549_logfc_correlation,0.6319634973875372
rna_counterfactual_by_group=BRD-K02265150|10.0|24.0|A549_direction_accuracy,0.7525562372188139
rna_counterfactual_by_group=BRD-K02265150|10.0|24.0|A549_top20_de_overlap,0.35
rna_counterfactual_by_group=BRD-K02265150|10.0|24.0|A549_top50_de_overlap,0.36
rna_counterfactual_by_group=BRD-K02265150|10.0|24.0|A549_top100_de_overlap,0.44
rna_counterfactual_by_group=BRD-K02292852|10.0|24.0|A549_pseudobulk_correlation,0.6706776211652108
rna_counterfactual_by_group=BRD-K02292852|10.0|24.0|A549_logfc_correlation,0.6344043164519508
rna_counterfactual_by_group=BRD-K02292852|10.0|24.0|A549_direction_accuracy,0.7883435582822086
rna_counterfactual_by_group=BRD-K02292852|10.0|24.0|A549_top20_de_overlap,0.2
rna_counterfactual_by_group=BRD-K02292852|10.0|24.0|A549_top50_de_overlap,0.26
rna_counterfactual_by_group=BRD-K02292852|10.0|24.0|A549_top100_de_overlap,0.45
rna_counterfactual_by_group=BRD-K02314383|10.0|24.0|A549_pseudobulk_correlation,0.6766316265040391
rna_counterfactual_by_group=BRD-K02314383|10.0|24.0|A549_logfc_correlation,0.6307920655993511
rna_counterfactual_by_group=BRD-K02314383|10.0|24.0|A549_direction_accuracy,0.7842535787321063
rna_counterfactual_by_group=BRD-K02314383|10.0|24.0|A549_top20_de_overlap,0.25
rna_counterfactual_by_group=BRD-K02314383|10.0|24.0|A549_top50_de_overlap,0.34
rna_counterfactual_by_group=BRD-K02314383|10.0|24.0|A549_top100_de_overlap,0.37
rna_counterfactual_by_group=BRD-K02389548|10.0|24.0|A549_pseudobulk_correlation,0.7922209797329112
rna_counterfactual_by_group=BRD-K02389548|10.0|24.0|A549_logfc_correlation,0.7909681172031051
rna_counterfactual_by_group=BRD-K02389548|10.0|24.0|A549_direction_accuracy,0.8507157464212679
rna_counterfactual_by_group=BRD-K02389548|10.0|24.0|A549_top20_de_overlap,0.15
rna_counterfactual_by_group=BRD-K02389548|10.0|24.0|A549_top50_de_overlap,0.24
rna_counterfactual_by_group=BRD-K02389548|10.0|24.0|A549_top100_de_overlap,0.46
rna_counterfactual_by_group=BRD-K02404261|10.0|24.0|A549_pseudobulk_correlation,0.7141319045942883
rna_counterfactual_by_group=BRD-K02404261|10.0|24.0|A549_logfc_correlation,0.6766608630139591
rna_counterfactual_by_group=BRD-K02404261|10.0|24.0|A549_direction_accuracy,0.8087934560327198
rna_counterfactual_by_group=BRD-K02404261|10.0|24.0|A549_top20_de_overlap,0.25
rna_counterfactual_by_group=BRD-K02404261|10.0|24.0|A549_top50_de_overlap,0.28
rna_counterfactual_by_group=BRD-K02404261|10.0|24.0|A549_top100_de_overlap,0.42
rna_counterfactual_by_group=BRD-K02501528|10.0|24.0|A549_pseudobulk_correlation,0.7061428063065399
rna_counterfactual_by_group=BRD-K02501528|10.0|24.0|A549_logfc_correlation,0.6801170290812792
rna_counterfactual_by_group=BRD-K02501528|10.0|24.0|A549_direction_accuracy,0.7862985685071575
rna_counterfactual_by_group=BRD-K02501528|10.0|24.0|A549_top20_de_overlap,0.3
rna_counterfactual_by_group=BRD-K02501528|10.0|24.0|A549_top50_de_overlap,0.4
rna_counterfactual_by_group=BRD-K02501528|10.0|24.0|A549_top100_de_overlap,0.52
rna_counterfactual_by_group=BRD-K02637541|10.0|24.0|A549_pseudobulk_correlation,0.7795835736609077
rna_counterfactual_by_group=BRD-K02637541|10.0|24.0|A549_logfc_correlation,0.7560515719272899
rna_counterfactual_by_group=BRD-K02637541|10.0|24.0|A549_direction_accuracy,0.8098159509202454
rna_counterfactual_by_group=BRD-K02637541|10.0|24.0|A549_top20_de_overlap,0.1
rna_counterfactual_by_group=BRD-K02637541|10.0|24.0|A549_top50_de_overlap,0.28
rna_counterfactual_by_group=BRD-K02637541|10.0|24.0|A549_top100_de_overlap,0.4
rna_counterfactual_by_group=BRD-K02867583|10.0|24.0|A549_pseudobulk_correlation,0.6500366545364047
rna_counterfactual_by_group=BRD-K02867583|10.0|24.0|A549_logfc_correlation,0.5744822168462275
rna_counterfactual_by_group=BRD-K02867583|10.0|24.0|A549_direction_accuracy,0.7883435582822086
rna_counterfactual_by_group=BRD-K02867583|10.0|24.0|A549_top20_de_overlap,0.05
rna_counterfactual_by_group=BRD-K02867583|10.0|24.0|A549_top50_de_overlap,0.18
rna_counterfactual_by_group=BRD-K02867583|10.0|24.0|A549_top100_de_overlap,0.25
rna_counterfactual_by_group=BRD-K02900412|10.0|24.0|A549_pseudobulk_correlation,0.7063879238532881
rna_counterfactual_by_group=BRD-K02900412|10.0|24.0|A549_logfc_correlation,0.6742594181889054
rna_counterfactual_by_group=BRD-K02900412|10.0|24.0|A549_direction_accuracy,0.8026584867075665
rna_counterfactual_by_group=BRD-K02900412|10.0|24.0|A549_top20_de_overlap,0.35
rna_counterfactual_by_group=BRD-K02900412|10.0|24.0|A549_top50_de_overlap,0.3
rna_counterfactual_by_group=BRD-K02900412|10.0|24.0|A549_top100_de_overlap,0.37
rna_counterfactual_by_group=BRD-K02943813|10.0|24.0|A549_pseudobulk_correlation,0.7386752942276288
rna_counterfactual_by_group=BRD-K02943813|10.0|24.0|A549_logfc_correlation,0.7213561837367856
rna_counterfactual_by_group=BRD-K02943813|10.0|24.0|A549_direction_accuracy,0.8210633946830266
rna_counterfactual_by_group=BRD-K02943813|10.0|24.0|A549_top20_de_overlap,0.25
rna_counterfactual_by_group=BRD-K02943813|10.0|24.0|A549_top50_de_overlap,0.3
rna_counterfactual_by_group=BRD-K02943813|10.0|24.0|A549_top100_de_overlap,0.38
rna_counterfactual_by_group=BRD-K02950022|10.0|24.0|A549_pseudobulk_correlation,0.7196090573176702
rna_counterfactual_by_group=BRD-K02950022|10.0|24.0|A549_logfc_correlation,0.7171445359387527
rna_counterfactual_by_group=BRD-K02950022|10.0|24.0|A549_direction_accuracy,0.8098159509202454
rna_counterfactual_by_group=BRD-K02950022|10.0|24.0|A549_top20_de_overlap,0.1
rna_counterfactual_by_group=BRD-K02950022|10.0|24.0|A549_top50_de_overlap,0.4
rna_counterfactual_by_group=BRD-K02950022|10.0|24.0|A549_top100_de_overlap,0.49
rna_counterfactual_by_group=BRD-K02992638|10.0|24.0|A549_pseudobulk_correlation,0.7045093640530915
rna_counterfactual_by_group=BRD-K02992638|10.0|24.0|A549_logfc_correlation,0.6639826353497429
rna_counterfactual_by_group=BRD-K02992638|10.0|24.0|A549_direction_accuracy,0.7924335378323109
rna_counterfactual_by_group=BRD-K02992638|10.0|24.0|A549_top20_de_overlap,0.25
rna_counterfactual_by_group=BRD-K02992638|10.0|24.0|A549_top50_de_overlap,0.26
rna_counterfactual_by_group=BRD-K02992638|10.0|24.0|A549_top100_de_overlap,0.36
rna_counterfactual_by_group=BRD-K03095347|10.0|24.0|A549_pseudobulk_correlation,0.6969822465832761
rna_counterfactual_by_group=BRD-K03095347|10.0|24.0|A549_logfc_correlation,0.6970301178403412
rna_counterfactual_by_group=BRD-K03095347|10.0|24.0|A549_direction_accuracy,0.7750511247443763
rna_counterfactual_by_group=BRD-K03095347|10.0|24.0|A549_top20_de_overlap,0.25
rna_counterfactual_by_group=BRD-K03095347|10.0|24.0|A549_top50_de_overlap,0.26
rna_counterfactual_by_group=BRD-K03095347|10.0|24.0|A549_top100_de_overlap,0.37
rna_counterfactual_by_group=BRD-K03194791|10.0|24.0|A549_pseudobulk_correlation,0.7021052030033638
rna_counterfactual_by_group=BRD-K03194791|10.0|24.0|A549_logfc_correlation,0.6267600717502377
rna_counterfactual_by_group=BRD-K03194791|10.0|24.0|A549_direction_accuracy,0.7811860940695297
rna_counterfactual_by_group=BRD-K03194791|10.0|24.0|A549_top20_de_overlap,0.1
rna_counterfactual_by_group=BRD-K03194791|10.0|24.0|A549_top50_de_overlap,0.24
rna_counterfactual_by_group=BRD-K03194791|10.0|24.0|A549_top100_de_overlap,0.36
rna_counterfactual_by_group=BRD-K03289534|10.0|24.0|A549_pseudobulk_correlation,0.649731561018341
rna_counterfactual_by_group=BRD-K03289534|10.0|24.0|A549_logfc_correlation,0.6308199302729964
rna_counterfactual_by_group=BRD-K03289534|10.0|24.0|A549_direction_accuracy,0.7566462167689162
rna_counterfactual_by_group=BRD-K03289534|10.0|24.0|A549_top20_de_overlap,0.1
rna_counterfactual_by_group=BRD-K03289534|10.0|24.0|A549_top50_de_overlap,0.16
rna_counterfactual_by_group=BRD-K03289534|10.0|24.0|A549_top100_de_overlap,0.34
rna_counterfactual_by_group=BRD-K03384561|10.0|24.0|A549_pseudobulk_correlation,0.6613045574997719
rna_counterfactual_by_group=BRD-K03384561|10.0|24.0|A549_logfc_correlation,0.6226534455096414
rna_counterfactual_by_group=BRD-K03384561|10.0|24.0|A549_direction_accuracy,0.7903885480572597
rna_counterfactual_by_group=BRD-K03384561|10.0|24.0|A549_top20_de_overlap,0.15
rna_counterfactual_by_group=BRD-K03384561|10.0|24.0|A549_top50_de_overlap,0.24
rna_counterfactual_by_group=BRD-K03384561|10.0|24.0|A549_top100_de_overlap,0.33
rna_counterfactual_by_group=BRD-K03390685|10.0|24.0|A549_pseudobulk_correlation,0.8543252592625061
rna_counterfactual_by_group=BRD-K03390685|10.0|24.0|A549_logfc_correlation,0.8487314657401367
rna_counterfactual_by_group=BRD-K03390685|10.0|24.0|A549_direction_accuracy,0.8476482617586912
rna_counterfactual_by_group=BRD-K03390685|10.0|24.0|A549_top20_de_overlap,0.5
rna_counterfactual_by_group=BRD-K03390685|10.0|24.0|A549_top50_de_overlap,0.6
rna_counterfactual_by_group=BRD-K03390685|10.0|24.0|A549_top100_de_overlap,0.59
rna_counterfactual_by_group=BRD-K03449891|10.0|24.0|A549_pseudobulk_correlation,0.906091867964024
rna_counterfactual_by_group=BRD-K03449891|10.0|24.0|A549_logfc_correlation,0.9055990804280314
rna_counterfactual_by_group=BRD-K03449891|10.0|24.0|A549_direction_accuracy,0.8732106339468303
rna_counterfactual_by_group=BRD-K03449891|10.0|24.0|A549_top20_de_overlap,0.55
rna_counterfactual_by_group=BRD-K03449891|10.0|24.0|A549_top50_de_overlap,0.72
rna_counterfactual_by_group=BRD-K03449891|10.0|24.0|A549_top100_de_overlap,0.78
rna_counterfactual_by_group=BRD-K03601870|10.0|24.0|A549_pseudobulk_correlation,0.848330651976257
rna_counterfactual_by_group=BRD-K03601870|10.0|24.0|A549_logfc_correlation,0.8528753392428128
rna_counterfactual_by_group=BRD-K03601870|10.0|24.0|A549_direction_accuracy,0.8619631901840491
rna_counterfactual_by_group=BRD-K03601870|10.0|24.0|A549_top20_de_overlap,0.35
rna_counterfactual_by_group=BRD-K03601870|10.0|24.0|A549_top50_de_overlap,0.44
rna_counterfactual_by_group=BRD-K03601870|10.0|24.0|A549_top100_de_overlap,0.54
rna_counterfactual_by_group=BRD-K03816923|10.0|24.0|A549_pseudobulk_correlation,0.7231563356483968
rna_counterfactual_by_group=BRD-K03816923|10.0|24.0|A549_logfc_correlation,0.6978676102258984
rna_counterfactual_by_group=BRD-K03816923|10.0|24.0|A549_direction_accuracy,0.8118609406952966
rna_counterfactual_by_group=BRD-K03816923|10.0|24.0|A549_top20_de_overlap,0.15
rna_counterfactual_by_group=BRD-K03816923|10.0|24.0|A549_top50_de_overlap,0.18
rna_counterfactual_by_group=BRD-K03816923|10.0|24.0|A549_top100_de_overlap,0.36
rna_counterfactual_by_group=BRD-K04111260|10.0|24.0|A549_pseudobulk_correlation,0.6632805728274157
rna_counterfactual_by_group=BRD-K04111260|10.0|24.0|A549_logfc_correlation,0.6546301093323814
rna_counterfactual_by_group=BRD-K04111260|10.0|24.0|A549_direction_accuracy,0.7791411042944786
rna_counterfactual_by_group=BRD-K04111260|10.0|24.0|A549_top20_de_overlap,0.25
rna_counterfactual_by_group=BRD-K04111260|10.0|24.0|A549_top50_de_overlap,0.4
rna_counterfactual_by_group=BRD-K04111260|10.0|24.0|A549_top100_de_overlap,0.37
rna_counterfactual_by_group=BRD-K04112579|10.0|24.0|A549_pseudobulk_correlation,0.7946375686154366
rna_counterfactual_by_group=BRD-K04112579|10.0|24.0|A549_logfc_correlation,0.7749552131097355
rna_counterfactual_by_group=BRD-K04112579|10.0|24.0|A549_direction_accuracy,0.84560327198364
rna_counterfactual_by_group=BRD-K04112579|10.0|24.0|A549_top20_de_overlap,0.1
rna_counterfactual_by_group=BRD-K04112579|10.0|24.0|A549_top50_de_overlap,0.3
rna_counterfactual_by_group=BRD-K04112579|10.0|24.0|A549_top100_de_overlap,0.44
rna_counterfactual_by_group=BRD-K04185004|10.0|24.0|A549_pseudobulk_correlation,0.7764676458331093
rna_counterfactual_by_group=BRD-K04185004|10.0|24.0|A549_logfc_correlation,0.7691224361831157
rna_counterfactual_by_group=BRD-K04185004|10.0|24.0|A549_direction_accuracy,0.8026584867075665
rna_counterfactual_by_group=BRD-K04185004|10.0|24.0|A549_top20_de_overlap,0.5
rna_counterfactual_by_group=BRD-K04185004|10.0|24.0|A549_top50_de_overlap,0.38
rna_counterfactual_by_group=BRD-K04185004|10.0|24.0|A549_top100_de_overlap,0.45
rna_counterfactual_by_group=BRD-K04264130|10.0|24.0|A549_pseudobulk_correlation,0.6788226623352478
rna_counterfactual_by_group=BRD-K04264130|10.0|24.0|A549_logfc_correlation,0.6360746980691626
rna_counterfactual_by_group=BRD-K04264130|10.0|24.0|A549_direction_accuracy,0.7627811860940695
rna_counterfactual_by_group=BRD-K04264130|10.0|24.0|A549_top20_de_overlap,0.2
rna_counterfactual_by_group=BRD-K04264130|10.0|24.0|A549_top50_de_overlap,0.32
rna_counterfactual_by_group=BRD-K04264130|10.0|24.0|A549_top100_de_overlap,0.48
rna_counterfactual_by_group=BRD-K04691817|10.0|24.0|A549_pseudobulk_correlation,0.7460807776215466
rna_counterfactual_by_group=BRD-K04691817|10.0|24.0|A549_logfc_correlation,0.7435520693056062
rna_counterfactual_by_group=BRD-K04691817|10.0|24.0|A549_direction_accuracy,0.8343558282208589
rna_counterfactual_by_group=BRD-K04691817|10.0|24.0|A549_top20_de_overlap,0.5
rna_counterfactual_by_group=BRD-K04691817|10.0|24.0|A549_top50_de_overlap,0.4
rna_counterfactual_by_group=BRD-K04691817|10.0|24.0|A549_top100_de_overlap,0.42
rna_counterfactual_by_group=BRD-K04704168|10.0|24.0|A549_pseudobulk_correlation,0.6977449860506427
rna_counterfactual_by_group=BRD-K04704168|10.0|24.0|A549_logfc_correlation,0.6945335948797495
rna_counterfactual_by_group=BRD-K04704168|10.0|24.0|A549_direction_accuracy,0.7934560327198364
rna_counterfactual_by_group=BRD-K04704168|10.0|24.0|A549_top20_de_overlap,0.0
rna_counterfactual_by_group=BRD-K04704168|10.0|24.0|A549_top50_de_overlap,0.34
rna_counterfactual_by_group=BRD-K04704168|10.0|24.0|A549_top100_de_overlap,0.44
rna_counterfactual_by_group=BRD-K04804440|10.0|24.0|A549_pseudobulk_correlation,0.7753241154666386
rna_counterfactual_by_group=BRD-K04804440|10.0|24.0|A549_logfc_correlation,0.7608087187348056
rna_counterfactual_by_group=BRD-K04804440|10.0|24.0|A549_direction_accuracy,0.8047034764826176
rna_counterfactual_by_group=BRD-K04804440|10.0|24.0|A549_top20_de_overlap,0.4
rna_counterfactual_by_group=BRD-K04804440|10.0|24.0|A549_top50_de_overlap,0.32
rna_counterfactual_by_group=BRD-K04804440|10.0|24.0|A549_top100_de_overlap,0.45
rna_counterfactual_by_group=BRD-K04887706|10.0|24.0|A549_pseudobulk_correlation,0.7256321779967098
rna_counterfactual_by_group=BRD-K04887706|10.0|24.0|A549_logfc_correlation,0.663780234447924
rna_counterfactual_by_group=BRD-K04887706|10.0|24.0|A549_direction_accuracy,0.7760736196319018
rna_counterfactual_by_group=BRD-K04887706|10.0|24.0|A549_top20_de_overlap,0.25
rna_counterfactual_by_group=BRD-K04887706|10.0|24.0|A549_top50_de_overlap,0.34
rna_counterfactual_by_group=BRD-K04887706|10.0|24.0|A549_top100_de_overlap,0.46
rna_counterfactual_by_group=BRD-K04956647|10.0|24.0|A549_pseudobulk_correlation,0.7162954814228447
rna_counterfactual_by_group=BRD-K04956647|10.0|24.0|A549_logfc_correlation,0.6861999703650977
rna_counterfactual_by_group=BRD-K04956647|10.0|24.0|A549_direction_accuracy,0.7740286298568507
rna_counterfactual_by_group=BRD-K04956647|10.0|24.0|A549_top20_de_overlap,0.3
rna_counterfactual_by_group=BRD-K04956647|10.0|24.0|A549_top50_de_overlap,0.4
rna_counterfactual_by_group=BRD-K04956647|10.0|24.0|A549_top100_de_overlap,0.47
rna_counterfactual_by_group=BRD-K04993719|10.0|24.0|A549_pseudobulk_correlation,0.7309802312958347
rna_counterfactual_by_group=BRD-K04993719|10.0|24.0|A549_logfc_correlation,0.6987559075443172
rna_counterfactual_by_group=BRD-K04993719|10.0|24.0|A549_direction_accuracy,0.7627811860940695
rna_counterfactual_by_group=BRD-K04993719|10.0|24.0|A549_top20_de_overlap,0.2
rna_counterfactual_by_group=BRD-K04993719|10.0|24.0|A549_top50_de_overlap,0.34
rna_counterfactual_by_group=BRD-K04993719|10.0|24.0|A549_top100_de_overlap,0.46
rna_counterfactual_by_group=BRD-K05104363|10.0|24.0|A549_pseudobulk_correlation,0.8749973634546788
rna_counterfactual_by_group=BRD-K05104363|10.0|24.0|A549_logfc_correlation,0.8738356238265413
rna_counterfactual_by_group=BRD-K05104363|10.0|24.0|A549_direction_accuracy,0.8609406952965235
rna_counterfactual_by_group=BRD-K05104363|10.0|24.0|A549_top20_de_overlap,0.35
rna_counterfactual_by_group=BRD-K05104363|10.0|24.0|A549_top50_de_overlap,0.52
rna_counterfactual_by_group=BRD-K05104363|10.0|24.0|A549_top100_de_overlap,0.64
rna_counterfactual_by_group=BRD-K05236810|10.0|24.0|A549_pseudobulk_correlation,0.6897363615059647
rna_counterfactual_by_group=BRD-K05236810|10.0|24.0|A549_logfc_correlation,0.710960705524526
rna_counterfactual_by_group=BRD-K05236810|10.0|24.0|A549_direction_accuracy,0.8394683026584867
rna_counterfactual_by_group=BRD-K05236810|10.0|24.0|A549_top20_de_overlap,0.15
rna_counterfactual_by_group=BRD-K05236810|10.0|24.0|A549_top50_de_overlap,0.38
rna_counterfactual_by_group=BRD-K05236810|10.0|24.0|A549_top100_de_overlap,0.45
rna_counterfactual_by_group=BRD-K05395900|10.0|24.0|A549_pseudobulk_correlation,0.6760202983891597
rna_counterfactual_by_group=BRD-K05395900|10.0|24.0|A549_logfc_correlation,0.6317303564446257
rna_counterfactual_by_group=BRD-K05395900|10.0|24.0|A549_direction_accuracy,0.7822085889570553
rna_counterfactual_by_group=BRD-K05395900|10.0|24.0|A549_top20_de_overlap,0.2
rna_counterfactual_by_group=BRD-K05395900|10.0|24.0|A549_top50_de_overlap,0.26
rna_counterfactual_by_group=BRD-K05395900|10.0|24.0|A549_top100_de_overlap,0.38
