baseline,group,n_samples,pearson_delta,spearman_delta,delta_mae,delta_mse,top50_jaccard_delta,top50_de_recovery,perturbation_split,perturbation
control_mean,overall,277,0.0,0.0,0.9030647210755056,2.0024347081671645,0.0,0.07530685920577618,,
control_mean,held_out|BRD-K62200014,1,0.0,0.0,0.6068426273003107,0.7577494024345062,0.02040816326530612,0.06,held_out,BRD-K62200014
control_mean,held_out|BRD-K62762455,1,0.0,0.0,0.5522860981651924,0.6009524317394196,0.030927835051546393,0.08,held_out,BRD-K62762455
control_mean,held_out|BRD-K63430059,1,0.0,0.0,0.6395685534667981,0.944572118135568,0.05263157894736842,0.08,held_out,BRD-K63430059
control_mean,held_out|BRD-K63550407,1,0.0,0.0,0.5963372484532139,0.7611669724672332,0.06382978723404255,0.14,held_out,BRD-K63550407
control_mean,held_out|BRD-K64504314,1,0.0,0.0,0.7431540355643379,1.1855577586673998,0.05263157894736842,0.12,held_out,BRD-K64504314
control_mean,held_out|BRD-K64538373,1,0.0,0.0,1.783037183523149,6.008756770485288,0.030927835051546393,0.08,held_out,BRD-K64538373
control_mean,held_out|BRD-K64622987,1,0.0,0.0,0.776123152798653,1.0838680447479534,0.041666666666666664,0.08,held_out,BRD-K64622987
control_mean,held_out|BRD-K64785675,1,0.0,0.0,0.7095261213730152,1.3032566848308844,0.05263157894736842,0.1,held_out,BRD-K64785675
control_mean,held_out|BRD-K65170927,1,0.0,0.0,1.1133099185916617,2.4385083804526,0.041666666666666664,0.06,held_out,BRD-K65170927
control_mean,held_out|BRD-K65678996,1,0.0,0.0,1.4035931472166416,3.6785054493901894,0.06382978723404255,0.06,held_out,BRD-K65678996
control_mean,held_out|BRD-K65992024,1,0.0,0.0,0.6953822435766891,1.0266620637491202,0.030927835051546393,0.1,held_out,BRD-K65992024
control_mean,held_out|BRD-K66538826,1,0.0,0.0,1.1596652856586562,2.465299038915662,0.02040816326530612,0.1,held_out,BRD-K66538826
control_mean,held_out|BRD-K68065987,1,0.0,0.0,0.8566836812331469,1.3966676873015582,0.02040816326530612,0.04,held_out,BRD-K68065987
control_mean,held_out|BRD-K68346641,1,0.0,0.0,1.8550335569938219,6.605284802652235,0.041666666666666664,0.08,held_out,BRD-K68346641
control_mean,held_out|BRD-K68488863,1,0.0,0.0,1.5474087944296167,5.112979067717105,0.010101010101010102,0.08,held_out,BRD-K68488863
control_mean,held_out|BRD-K68693535,1,0.0,0.0,0.5728952758270962,0.6573122132367306,0.041666666666666664,0.08,held_out,BRD-K68693535
control_mean,held_out|BRD-K69726342,1,0.0,0.0,0.6745614005456129,0.8252795353203164,0.02040816326530612,0.1,held_out,BRD-K69726342
control_mean,held_out|BRD-K69776681,1,0.0,0.0,1.6554489891063655,5.0228126016320065,0.02040816326530612,0.12,held_out,BRD-K69776681
control_mean,held_out|BRD-K70301876,1,0.0,0.0,0.6558676457007526,0.761295839301019,0.010101010101010102,0.04,held_out,BRD-K70301876
control_mean,held_out|BRD-K70358946,1,0.0,0.0,0.7886512385901719,1.2599221618207535,0.030927835051546393,0.04,held_out,BRD-K70358946
control_mean,held_out|BRD-K70401845,1,0.0,0.0,1.0607447992634473,1.9871508994001479,0.05263157894736842,0.04,held_out,BRD-K70401845
control_mean,held_out|BRD-K70505054,1,0.0,0.0,0.6118998800737026,0.6194243375454611,0.02040816326530612,0.08,held_out,BRD-K70505054
control_mean,held_out|BRD-K70507123,1,0.0,0.0,0.49601502049325213,0.48196655443952546,0.030927835051546393,0.06,held_out,BRD-K70507123
control_mean,held_out|BRD-K70592483,1,0.0,0.0,0.5256851699582786,0.5385966088697096,0.010101010101010102,0.08,held_out,BRD-K70592483
control_mean,held_out|BRD-K71289571,1,0.0,0.0,0.739581279817677,1.0499316804052294,0.030927835051546393,0.06,held_out,BRD-K71289571
control_mean,held_out|BRD-K71822263,1,0.0,0.0,0.5975246522469532,0.7586706967523914,0.041666666666666664,0.06,held_out,BRD-K71822263
control_mean,held_out|BRD-K72414522,1,0.0,0.0,3.2018866422380206,16.22606470671746,0.030927835051546393,0.0,held_out,BRD-K72414522
control_mean,held_out|BRD-K73088654,1,0.0,0.0,1.4122479818186846,3.7455240924269266,0.041666666666666664,0.06,held_out,BRD-K73088654
control_mean,held_out|BRD-K73524797,1,0.0,0.0,0.7467187205804335,1.1139221847697738,0.08695652173913043,0.14,held_out,BRD-K73524797
control_mean,held_out|BRD-K74065929,1,0.0,0.0,0.9757941379372762,1.7904037215952002,0.02040816326530612,0.04,held_out,BRD-K74065929
control_mean,held_out|BRD-K74305673,1,0.0,0.0,1.8495215044544757,6.626143982208909,0.02040816326530612,0.08,held_out,BRD-K74305673
control_mean,held_out|BRD-K75649340,1,0.0,0.0,1.2890498115430704,3.0486344559868233,0.010101010101010102,0.06,held_out,BRD-K75649340
control_mean,held_out|BRD-K77641333,1,0.0,0.0,0.6156175141979713,0.892886890652181,0.030927835051546393,0.06,held_out,BRD-K77641333
control_mean,held_out|BRD-K77947974,1,0.0,0.0,0.8095884587720827,1.4403486871747355,0.030927835051546393,0.08,held_out,BRD-K77947974
control_mean,held_out|BRD-K78096648,1,0.0,0.0,1.1294335700910887,2.585527650121088,0.041666666666666664,0.14,held_out,BRD-K78096648
control_mean,held_out|BRD-K78431006,1,0.0,0.0,1.7182192301581904,5.896408911885167,0.010101010101010102,0.06,held_out,BRD-K78431006
control_mean,held_out|BRD-K79095980,1,0.0,0.0,0.6715826301908617,0.9458359693428766,0.1111111111111111,0.14,held_out,BRD-K79095980
control_mean,held_out|BRD-K79254416,1,0.0,0.0,0.7737248499417695,1.0976002113031262,0.02040816326530612,0.04,held_out,BRD-K79254416
control_mean,held_out|BRD-K79602928,1,0.0,0.0,0.7018116863650158,1.1446366420393466,0.06382978723404255,0.12,held_out,BRD-K79602928
control_mean,held_out|BRD-K79759585,1,0.0,0.0,0.8488761914159418,1.51800830126641,0.041666666666666664,0.08,held_out,BRD-K79759585
control_mean,held_out|BRD-K79989959,1,0.0,0.0,0.6794406008718936,0.9211492838186837,0.05263157894736842,0.04,held_out,BRD-K79989959
control_mean,held_out|BRD-K80082640,1,0.0,0.0,0.679886440982806,1.0586406769751933,0.06382978723404255,0.08,held_out,BRD-K80082640
control_mean,held_out|BRD-K80738081,1,0.0,0.0,0.7346544730807574,0.9998928943369683,0.02040816326530612,0.08,held_out,BRD-K80738081
control_mean,held_out|BRD-K81258678,1,0.0,0.0,3.086664438503072,15.506646737928065,0.030927835051546393,0.0,held_out,BRD-K81258678
control_mean,held_out|BRD-K81272440,1,0.0,0.0,0.6877543527673752,0.9213587550665263,0.05263157894736842,0.12,held_out,BRD-K81272440
control_mean,held_out|BRD-K81694556,1,0.0,0.0,0.6410022358352027,0.8929875288308807,0.041666666666666664,0.06,held_out,BRD-K81694556
control_mean,held_out|BRD-K82467063,1,0.0,0.0,0.7488098888340897,1.4014208808914934,0.041666666666666664,0.12,held_out,BRD-K82467063
control_mean,held_out|BRD-K82767007,1,0.0,0.0,0.7124906378419809,0.9533059010210749,0.041666666666666664,0.04,held_out,BRD-K82767007
control_mean,held_out|BRD-K83057217,1,0.0,0.0,0.7664137298736852,1.519892831232158,0.07526881720430108,0.14,held_out,BRD-K83057217
control_mean,held_out|BRD-K84011460,1,0.0,0.0,0.8580938199283766,1.5869887114261283,0.05263157894736842,0.06,held_out,BRD-K84011460
control_mean,held_out|BRD-K84163249,1,0.0,0.0,0.7037915457097138,1.380420734098232,0.1111111111111111,0.12,held_out,BRD-K84163249
control_mean,held_out|BRD-K84783599,1,0.0,0.0,0.6684141619762426,1.1167753516985497,0.041666666666666664,0.04,held_out,BRD-K84783599
control_mean,held_out|BRD-K84892605,1,0.0,0.0,0.6919538501820872,1.0684376435119989,0.041666666666666664,0.06,held_out,BRD-K84892605
control_mean,held_out|BRD-K84986517,1,0.0,0.0,0.7238918254103046,1.0402722396561905,0.041666666666666664,0.08,held_out,BRD-K84986517
control_mean,held_out|BRD-K84996356,1,0.0,0.0,1.0020448557857267,2.0746746387771204,0.02040816326530612,0.08,held_out,BRD-K84996356
control_mean,held_out|BRD-K85833139,1,0.0,0.0,0.8233019291502647,1.7254972459821971,0.041666666666666664,0.14,held_out,BRD-K85833139
control_mean,held_out|BRD-K85925969,1,0.0,0.0,0.9233075911520524,1.7670928720146948,0.05263157894736842,0.06,held_out,BRD-K85925969
control_mean,held_out|BRD-K87156652,1,0.0,0.0,0.7340849439780428,0.9352796620694261,0.02040816326530612,0.08,held_out,BRD-K87156652
control_mean,held_out|BRD-K87737963,1,0.0,0.0,0.7936442349648902,1.2953580083953011,0.02040816326530612,0.06,held_out,BRD-K87737963
control_mean,held_out|BRD-K88358234,1,0.0,0.0,3.4663542960295906,19.652119970810027,0.02040816326530612,0.02,held_out,BRD-K88358234
control_mean,held_out|BRD-K89917372,1,0.0,0.0,0.7863822290318743,1.4103081607665964,0.030927835051546393,0.06,held_out,BRD-K89917372
control_mean,held_out|BRD-K90825648,1,0.0,0.0,0.874132183583333,1.5328232738387588,0.041666666666666664,0.08,held_out,BRD-K90825648
control_mean,held_out|BRD-K91263825,1,0.0,0.0,1.1395850853254752,2.605666027461067,0.030927835051546393,0.06,held_out,BRD-K91263825
control_mean,held_out|BRD-K92441787,1,0.0,0.0,0.6124062416588298,0.6584462536634004,0.02040816326530612,0.04,held_out,BRD-K92441787
control_mean,held_out|BRD-K92848252,1,0.0,0.0,0.6983576153734634,1.0054896876845403,0.041666666666666664,0.08,held_out,BRD-K92848252
control_mean,held_out|BRD-K92984783,1,0.0,0.0,0.5950534088615562,0.812447385568522,0.041666666666666664,0.08,held_out,BRD-K92984783
control_mean,held_out|BRD-K93208532,1,0.0,0.0,0.8975710556246198,1.7126360061683972,0.06382978723404255,0.04,held_out,BRD-K93208532
control_mean,held_out|BRD-K93618743,1,0.0,0.0,0.7569615967163759,1.4635535289764978,0.02040816326530612,0.1,held_out,BRD-K93618743
control_mean,held_out|BRD-K93645900,1,0.0,0.0,0.7615826350433318,1.1472525158521119,0.02040816326530612,0.1,held_out,BRD-K93645900
control_mean,held_out|BRD-K93754473,1,0.0,0.0,0.7069297422991211,1.0768768673752938,0.05263157894736842,0.06,held_out,BRD-K93754473
control_mean,held_out|BRD-K93779381,1,0.0,0.0,1.2331810191012265,3.1642046342233354,0.041666666666666664,0.1,held_out,BRD-K93779381
control_mean,held_out|BRD-K93880783,1,0.0,0.0,0.6282250912048102,1.0308742463807257,0.030927835051546393,0.06,held_out,BRD-K93880783
control_mean,held_out|BRD-K94436377,1,0.0,0.0,0.6783052453383324,1.1367464953567008,0.041666666666666664,0.06,held_out,BRD-K94436377
control_mean,held_out|BRD-K95412502,1,0.0,0.0,2.093674740265963,8.350676262597498,0.041666666666666664,0.02,held_out,BRD-K95412502
control_mean,held_out|BRD-K96123349,1,0.0,0.0,1.5027020185752262,4.175669095318755,0.030927835051546393,0.04,held_out,BRD-K96123349
control_mean,held_out|BRD-K96342952,1,0.0,0.0,1.1068386064352125,2.805142726722903,0.030927835051546393,0.08,held_out,BRD-K96342952
control_mean,held_out|BRD-K96615647,1,0.0,0.0,0.7372908592196387,1.1622588937878744,0.05263157894736842,0.06,held_out,BRD-K96615647
control_mean,held_out|BRD-K96671969,1,0.0,0.0,0.7708643261283714,1.2412010416029704,0.041666666666666664,0.1,held_out,BRD-K96671969
control_mean,held_out|BRD-K96740444,1,0.0,0.0,0.7534361256156094,1.2726587621436338,0.041666666666666664,0.1,held_out,BRD-K96740444
control_mean,held_out|BRD-K96936751,1,0.0,0.0,0.6095961317312012,0.7529657700378757,0.05263157894736842,0.1,held_out,BRD-K96936751
control_mean,held_out|BRD-K97101532,1,0.0,0.0,0.7638811712654626,1.3056810885587349,0.05263157894736842,0.08,held_out,BRD-K97101532
control_mean,held_out|BRD-K97158071,1,0.0,0.0,0.9692554517865235,1.776594328281447,0.030927835051546393,0.08,held_out,BRD-K97158071
control_mean,held_out|BRD-K97309399,1,0.0,0.0,1.0826529648438132,2.795852390517095,0.010101010101010102,0.02,held_out,BRD-K97309399
control_mean,held_out|BRD-K97564742,1,0.0,0.0,0.9718377486667199,2.1563062279794982,0.041666666666666664,0.1,held_out,BRD-K97564742
control_mean,held_out|BRD-K97643133,1,0.0,0.0,0.9338440257076378,1.8676450626738759,0.041666666666666664,0.1,held_out,BRD-K97643133
control_mean,held_out|BRD-K97963946,1,0.0,0.0,1.3213131090043033,3.6639844237388006,0.02040816326530612,0.06,held_out,BRD-K97963946
control_mean,held_out|BRD-K98004573,1,0.0,0.0,1.207439473360421,2.6911620988433347,0.041666666666666664,0.08,held_out,BRD-K98004573
control_mean,held_out|BRD-K98530306,1,0.0,0.0,0.7717295325579149,1.4619395972972624,0.041666666666666664,0.1,held_out,BRD-K98530306
control_mean,held_out|BRD-K98769987,1,0.0,0.0,0.7696184894774797,1.1704530975288074,0.030927835051546393,0.06,held_out,BRD-K98769987
control_mean,held_out|BRD-K99113996,1,0.0,0.0,1.5885903401178434,5.1052516215024095,0.030927835051546393,0.04,held_out,BRD-K99113996
control_mean,held_out|BRD-K99504665,1,0.0,0.0,0.6950794958020726,1.1695878945329556,0.06382978723404255,0.1,held_out,BRD-K99504665
control_mean,held_out|BRD-K99749624,1,0.0,0.0,0.7317623828923647,1.236085496127797,0.02040816326530612,0.08,held_out,BRD-K99749624
control_mean,held_out|BRD-K99964838,1,0.0,0.0,1.306970870012315,3.7718693850694143,0.010101010101010102,0.06,held_out,BRD-K99964838
perturbation_mean,overall,277,0.0,0.0,0.9030647210755056,2.0024347081671645,0.0,0.07530685920577618,,
perturbation_mean,held_out|BRD-A00218260,1,0.0,0.0,0.7963543389570685,1.1989861198062322,0.0,0.04,held_out,BRD-A00218260
perturbation_mean,held_out|BRD-A02006392,1,0.0,0.0,0.6707485004046505,1.049312283622361,0.041666666666666664,0.04,held_out,BRD-A02006392
perturbation_mean,held_out|BRD-A02367930,1,0.0,0.0,0.6321144291631147,0.830304280640385,0.041666666666666664,0.08,held_out,BRD-A02367930
perturbation_mean,held_out|BRD-A02990301,1,0.0,0.0,0.6556206751191485,1.046017162922619,0.041666666666666664,0.1,held_out,BRD-A02990301
perturbation_mean,held_out|BRD-A03506276,1,0.0,0.0,1.8328441993131475,5.820834598277757,0.02040816326530612,0.04,held_out,BRD-A03506276
perturbation_mean,held_out|BRD-A10012892,1,0.0,0.0,0.7803806788016341,1.2370487635264718,0.030927835051546393,0.02,held_out,BRD-A10012892
perturbation_mean,held_out|BRD-A10977446,1,0.0,0.0,0.658675390652216,1.0106536810895674,0.05263157894736842,0.08,held_out,BRD-A10977446
perturbation_mean,held_out|BRD-A11319535,1,0.0,0.0,1.0027854352288574,2.371108183489889,0.05263157894736842,0.08,held_out,BRD-A11319535
perturbation_mean,held_out|BRD-A11990600,1,0.0,0.0,0.6565283522269568,0.7625222197370317,0.030927835051546393,0.08,held_out,BRD-A11990600
perturbation_mean,held_out|BRD-A14262390,1,0.0,0.0,0.4992466518397756,0.442575362295789,0.030927835051546393,0.06,held_out,BRD-A14262390
perturbation_mean,held_out|BRD-A14886633,1,0.0,0.0,0.8487846934297153,1.2643760376755078,0.02040816326530612,0.06,held_out,BRD-A14886633
perturbation_mean,held_out|BRD-A14941520,1,0.0,0.0,0.7039526034725611,0.932544954823455,0.041666666666666664,0.12,held_out,BRD-A14941520
perturbation_mean,held_out|BRD-A15202882,1,0.0,0.0,0.7540587095801977,0.9376906492288165,0.08695652173913043,0.16,held_out,BRD-A15202882
perturbation_mean,held_out|BRD-A16347691,1,0.0,0.0,0.7193312426623057,0.983393009861209,0.030927835051546393,0.1,held_out,BRD-A16347691
perturbation_mean,held_out|BRD-A18611368,1,0.0,0.0,0.6826717539254313,0.9009841734746805,0.0,0.0,held_out,BRD-A18611368
perturbation_mean,held_out|BRD-A18620900,1,0.0,0.0,0.5433319976021668,0.5992320636836148,0.041666666666666664,0.1,held_out,BRD-A18620900
perturbation_mean,held_out|BRD-A19195498,1,0.0,0.0,0.7083211978369713,1.1810837625568698,0.06382978723404255,0.16,held_out,BRD-A19195498
perturbation_mean,held_out|BRD-A19633847,1,0.0,0.0,1.3078139054210964,3.4216386226865323,0.02040816326530612,0.06,held_out,BRD-A19633847
perturbation_mean,held_out|BRD-A19736161,1,0.0,0.0,0.6534103997701032,0.9995923470877094,0.041666666666666664,0.08,held_out,BRD-A19736161
perturbation_mean,held_out|BRD-A20119038,1,0.0,0.0,0.8525699256892358,1.380591697696901,0.02040816326530612,0.1,held_out,BRD-A20119038
perturbation_mean,held_out|BRD-A20239487,1,0.0,0.0,0.7290947471872784,1.3967716911045278,0.030927835051546393,0.1,held_out,BRD-A20239487
perturbation_mean,held_out|BRD-A24228527,1,0.0,0.0,0.8473550016709691,1.3040207048669348,0.041666666666666664,0.08,held_out,BRD-A24228527
perturbation_mean,held_out|BRD-A26690767,1,0.0,0.0,0.6885204675207948,0.9232207980866767,0.05263157894736842,0.1,held_out,BRD-A26690767
perturbation_mean,held_out|BRD-A26711594,1,0.0,0.0,0.6512862548662981,0.9192138944567451,0.06382978723404255,0.1,held_out,BRD-A26711594
perturbation_mean,held_out|BRD-A27732521,1,0.0,0.0,0.8625997775411149,1.4472342050319906,0.05263157894736842,0.08,held_out,BRD-A27732521
perturbation_mean,held_out|BRD-A28467416,1,0.0,0.0,2.199174075415912,9.431304834649703,0.010101010101010102,0.04,held_out,BRD-A28467416
perturbation_mean,held_out|BRD-A29322418,1,0.0,0.0,0.7686270486745893,1.3479632794186944,0.030927835051546393,0.08,held_out,BRD-A29322418
perturbation_mean,held_out|BRD-A29520968,1,0.0,0.0,0.6196430088633196,0.6554144151753013,0.02040816326530612,0.08,held_out,BRD-A29520968
perturbation_mean,held_out|BRD-A33168282,1,0.0,0.0,0.6174914539782258,0.8209140388610934,0.041666666666666664,0.12,held_out,BRD-A33168282
perturbation_mean,held_out|BRD-A36331462,1,0.0,0.0,2.3564969896123666,9.48505132454413,0.010101010101010102,0.04,held_out,BRD-A36331462
perturbation_mean,held_out|BRD-A45153512,1,0.0,0.0,0.6739770502050225,0.9573766310472113,0.030927835051546393,0.08,held_out,BRD-A45153512
perturbation_mean,held_out|BRD-A45889380,1,0.0,0.0,1.704477364431495,5.873891003417104,0.010101010101010102,0.02,held_out,BRD-A45889380
perturbation_mean,held_out|BRD-A47364545,1,0.0,0.0,1.1571649878809749,2.293165679878734,0.030927835051546393,0.0,held_out,BRD-A47364545
perturbation_mean,held_out|BRD-A50675702,1,0.0,0.0,0.6287818340613299,0.924996986806029,0.02040816326530612,0.1,held_out,BRD-A50675702
perturbation_mean,held_out|BRD-A50764878,1,0.0,0.0,0.6914247730499231,0.9636241674649839,0.030927835051546393,0.08,held_out,BRD-A50764878
perturbation_mean,held_out|BRD-A51820102,1,0.0,0.0,0.8018484203714734,1.2110349241492708,0.02040816326530612,0.1,held_out,BRD-A51820102
perturbation_mean,held_out|BRD-A55579717,1,0.0,0.0,0.7804291876065248,1.1086689014753641,0.041666666666666664,0.1,held_out,BRD-A55579717
perturbation_mean,held_out|BRD-A61154809,1,0.0,0.0,1.1093028927004367,2.1465337153439816,0.010101010101010102,0.1,held_out,BRD-A61154809
perturbation_mean,held_out|BRD-A61767428,1,0.0,0.0,0.8186420180025322,1.3015172674960351,0.05263157894736842,0.12,held_out,BRD-A61767428
perturbation_mean,held_out|BRD-A62025033,1,0.0,0.0,1.138274519749385,2.3059972881592126,0.041666666666666664,0.06,held_out,BRD-A62025033
perturbation_mean,held_out|BRD-A67616246,1,0.0,0.0,0.8528797598837666,1.591755674716326,0.030927835051546393,0.08,held_out,BRD-A67616246
perturbation_mean,held_out|BRD-A68493689,1,0.0,0.0,0.737097083424514,1.1755651538362886,0.010101010101010102,0.04,held_out,BRD-A68493689
perturbation_mean,held_out|BRD-A70998768,1,0.0,0.0,0.8296093532986649,1.2326639434384588,0.02040816326530612,0.08,held_out,BRD-A70998768
perturbation_mean,held_out|BRD-A74391928,1,0.0,0.0,0.8278111777100892,1.5389347701305678,0.02040816326530612,0.04,held_out,BRD-A74391928
perturbation_mean,held_out|BRD-A74667430,1,0.0,0.0,0.7081229291155252,1.0357786452137767,0.06382978723404255,0.08,held_out,BRD-A74667430
perturbation_mean,held_out|BRD-A75726477,1,0.0,0.0,0.8075825977487647,1.3143418826578535,0.041666666666666664,0.1,held_out,BRD-A75726477
perturbation_mean,held_out|BRD-A76747559,1,0.0,0.0,0.8287558203125989,1.4519966602077725,0.030927835051546393,0.1,held_out,BRD-A76747559
perturbation_mean,held_out|BRD-A78341343,1,0.0,0.0,0.8168534790788241,1.4819762976133435,0.041666666666666664,0.08,held_out,BRD-A78341343
perturbation_mean,held_out|BRD-A78877355,1,0.0,0.0,0.6454875635418892,0.814043519733903,0.030927835051546393,0.04,held_out,BRD-A78877355
perturbation_mean,held_out|BRD-A80017228,1,0.0,0.0,0.980210240837103,1.7708706544380257,0.02040816326530612,0.06,held_out,BRD-A80017228
perturbation_mean,held_out|BRD-A82156122,1,0.0,0.0,0.6282569845657182,0.8911053451359404,0.030927835051546393,0.04,held_out,BRD-A82156122
perturbation_mean,held_out|BRD-A82395837,1,0.0,0.0,0.8515754058477581,1.9232871204156845,0.06382978723404255,0.1,held_out,BRD-A82395837
perturbation_mean,held_out|BRD-A82772293,1,0.0,0.0,0.6751974729286652,0.8567252481099724,0.05263157894736842,0.02,held_out,BRD-A82772293
perturbation_mean,held_out|BRD-A85439007,1,0.0,0.0,0.9954074858234885,2.0472198915864332,0.05263157894736842,0.12,held_out,BRD-A85439007
perturbation_mean,held_out|BRD-A89164055,1,0.0,0.0,0.7887935924348971,1.4889396305445632,0.041666666666666664,0.1,held_out,BRD-A89164055
perturbation_mean,held_out|BRD-A91699651,1,0.0,0.0,0.6361961894280819,0.8009914162676925,0.06382978723404255,0.1,held_out,BRD-A91699651
perturbation_mean,held_out|BRD-A91877226,1,0.0,0.0,3.1236193600488398,15.287113934901909,0.030927835051546393,0.08,held_out,BRD-A91877226
perturbation_mean,held_out|BRD-A92826379,1,0.0,0.0,0.7257971623050208,1.1328357199116237,0.030927835051546393,0.1,held_out,BRD-A92826379
perturbation_mean,held_out|BRD-A95032015,1,0.0,0.0,0.8620140474667487,1.502641871162065,0.010101010101010102,0.04,held_out,BRD-A95032015
perturbation_mean,held_out|BRD-A95696066,1,0.0,0.0,0.7359456920332113,1.1005827862016346,0.030927835051546393,0.08,held_out,BRD-A95696066
perturbation_mean,held_out|BRD-A97104540,1,0.0,0.0,0.8856910195781532,1.7232058914432693,0.07526881720430108,0.14,held_out,BRD-A97104540
perturbation_mean,held_out|BRD-A97808748,1,0.0,0.0,0.8690430341662863,1.4784688922840878,0.041666666666666664,0.02,held_out,BRD-A97808748
perturbation_mean,held_out|BRD-K00077635,1,0.0,0.0,0.9118692981263872,1.4690326528645743,0.0,0.02,held_out,BRD-K00077635
perturbation_mean,held_out|BRD-K00494077,1,0.0,0.0,0.9613192102975257,1.6587501344630262,0.030927835051546393,0.04,held_out,BRD-K00494077
perturbation_mean,held_out|BRD-K00603606,1,0.0,0.0,0.5616235229145198,0.7304039395658838,0.06382978723404255,0.1,held_out,BRD-K00603606
perturbation_mean,held_out|BRD-K00674894,1,0.0,0.0,1.0749927272460331,1.9741261775395713,0.010101010101010102,0.0,held_out,BRD-K00674894
perturbation_mean,held_out|BRD-K01638814,1,0.0,0.0,0.5720093645911102,0.5740893930819247,0.0,0.04,held_out,BRD-K01638814
perturbation_mean,held_out|BRD-K01815685,1,0.0,0.0,0.7919916465476471,1.4575693567956924,0.05263157894736842,0.1,held_out,BRD-K01815685
perturbation_mean,held_out|BRD-K02389548,1,0.0,0.0,1.4235204561586394,3.462968233951161,0.041666666666666664,0.12,held_out,BRD-K02389548
perturbation_mean,held_out|BRD-K02501528,1,0.0,0.0,0.7016463238153657,1.1920924484998867,0.05263157894736842,0.1,held_out,BRD-K02501528
perturbation_mean,held_out|BRD-K03384561,1,0.0,0.0,0.7469408372284876,1.245792885402022,0.06382978723404255,0.04,held_out,BRD-K03384561
perturbation_mean,held_out|BRD-K04112579,1,0.0,0.0,0.8026712906186944,1.149877793219867,0.06382978723404255,0.12,held_out,BRD-K04112579
perturbation_mean,held_out|BRD-K04804440,1,0.0,0.0,0.7051738654462546,1.0000991347014128,0.041666666666666664,0.04,held_out,BRD-K04804440
perturbation_mean,held_out|BRD-K04887706,1,0.0,0.0,0.6576762700454455,1.000214987221898,0.030927835051546393,0.04,held_out,BRD-K04887706
perturbation_mean,held_out|BRD-K05236810,1,0.0,0.0,0.8989747271911966,1.6951258322021872,0.041666666666666664,0.1,held_out,BRD-K05236810
perturbation_mean,held_out|BRD-K05674516,1,0.0,0.0,0.6113212102020388,0.6932681280762386,0.010101010101010102,0.08,held_out,BRD-K05674516
perturbation_mean,held_out|BRD-K06762493,1,0.0,0.0,0.6362225200168392,0.8146937560021672,0.041666666666666664,0.1,held_out,BRD-K06762493
perturbation_mean,held_out|BRD-K07106112,1,0.0,0.0,0.835656275432542,1.476144511392639,0.030927835051546393,0.14,held_out,BRD-K07106112
perturbation_mean,held_out|BRD-K07160047,1,0.0,0.0,0.5817388611159715,0.7076618878894038,0.030927835051546393,0.1,held_out,BRD-K07160047
perturbation_mean,held_out|BRD-K07208025,1,0.0,0.0,0.9433513367703052,1.7945184940475245,0.02040816326530612,0.1,held_out,BRD-K07208025
perturbation_mean,held_out|BRD-K07572174,1,0.0,0.0,0.8951301403203143,1.269971160589068,0.02040816326530612,0.06,held_out,BRD-K07572174
perturbation_mean,held_out|BRD-K07609981,1,0.0,0.0,0.7237639166532736,0.9985832401653699,0.0,0.02,held_out,BRD-K07609981
perturbation_mean,held_out|BRD-K07753030,1,0.0,0.0,0.6528902497509987,0.9046818253685491,0.02040816326530612,0.06,held_out,BRD-K07753030
perturbation_mean,held_out|BRD-K08252256,1,0.0,0.0,0.638953980234024,0.8911444705302346,0.05263157894736842,0.12,held_out,BRD-K08252256
perturbation_mean,held_out|BRD-K08924299,1,0.0,0.0,0.6524138330972419,0.9304239999477092,0.02040816326530612,0.02,held_out,BRD-K08924299
perturbation_mean,held_out|BRD-K10843433,1,0.0,0.0,0.865930971339439,1.4574104623329518,0.030927835051546393,0.04,held_out,BRD-K10843433
perturbation_mean,held_out|BRD-K11129031,1,0.0,0.0,0.6485995634086816,0.8653736944483588,0.041666666666666664,0.08,held_out,BRD-K11129031
perturbation_mean,held_out|BRD-K11153516,1,0.0,0.0,0.7515471634067014,1.0201086634138596,0.030927835051546393,0.08,held_out,BRD-K11153516
perturbation_mean,held_out|BRD-K11973162,1,0.0,0.0,0.567148042281822,0.587602251939391,0.030927835051546393,0.06,held_out,BRD-K11973162
perturbation_mean,held_out|BRD-K12609457,1,0.0,0.0,0.5551400023739486,0.6246744780271971,0.030927835051546393,0.12,held_out,BRD-K12609457
perturbation_mean,held_out|BRD-K12787259,1,0.0,0.0,1.9439755110396497,7.641448054729495,0.02040816326530612,0.1,held_out,BRD-K12787259
perturbation_mean,held_out|BRD-K12994359,1,0.0,0.0,0.5515629869320395,0.5875161545483035,0.030927835051546393,0.04,held_out,BRD-K12994359
perturbation_mean,held_out|BRD-K13390322,1,0.0,0.0,3.564574406463203,19.341159132756626,0.0,0.02,held_out,BRD-K13390322
perturbation_mean,held_out|BRD-K13926615,1,0.0,0.0,0.5843927600848801,0.5988193742502569,0.030927835051546393,0.08,held_out,BRD-K13926615
perturbation_mean,held_out|BRD-K14175878,1,0.0,0.0,0.515881175071936,0.49638075635897616,0.041666666666666664,0.06,held_out,BRD-K14175878
perturbation_mean,held_out|BRD-K14529030,1,0.0,0.0,0.6729015149447507,0.8976387737112438,0.030927835051546393,0.04,held_out,BRD-K14529030
