representation	seed_policy_count	mean_eval_cell_image_latent_cosine	mean_real_transition	mean_real_delta_cosine	mean_real_recall_at_1	mean_real_delta_rank	mean_abs_transition_optimism	mean_abs_delta_optimism	max_abs_transition_optimism	max_abs_delta_optimism	mean_eval_effective_rank_z	mean_train_perturbation_probe_cv	mean_train_batch_probe_cv
rna_condition_centroid_student_embedding	9	-0.046239177872013454	0.15040091772363823	0.8435634349685045	0.7901234567901234	5.969253063692117	0.05985857916995506	0.03266671865800979	0.1051999914989073	0.12178844293601743	5.8624237673359545	0.1743827160493827	0.24845679012345678
image_train_pca	9	1.0	0.23617088653404206	0.9651967046519121	1.0	3.938511271441266	0.014696945177998494	0.049570270387477335	0.027852848302330396	0.14868730077098713	6.944036289249385	0.47685185185185186	0.30864197530864196
rna_condition_centroid_predicted_image_latent	9	0.7018608800725101	0.11361180266822088	0.7403945433923271	0.6831275720164609	4.780550778282118	0.047812941365746126	0.07451739021533849	0.12354580257523297	0.19310977710997468	4.968371171395312	0.13117283950617284	0.2623456790123457
observed_rna_train_pca	9	0.021238804382752434	0.34965717745838854	0.9193703863700935	0.8765432098765431	7.275552102071973	0.06930811709065236	0.08390419514577224	0.23173865483323217	0.21088456814634915	7.888215441683916	0.22067901234567902	0.27469135802469136
