seed	selected_mean_condition_recall_at_1	selected_min_condition_recall_at_1	selected_fraction_triplets_at_or_above_floor	selected_mean_median_rank	selected_mean_delta_score_weight	oracle_mean_condition_recall_at_1	oracle_min_condition_recall_at_1	oracle_fraction_triplets_at_or_above_floor	oracle_mean_median_rank	oracle_mean_delta_score_weight	oracle_minus_selected_mean_recall
current_seed	0.4576719576719577	0.2962962962962963	0.30357142857142855	1.7142857142857142	0.5732142857142858	0.4993386243386243	0.3333333333333333	0.48214285714285715	1.5714285714285714	0.38571428571428573	0.04166666666666663
fresh_seed	0.4186507936507936	0.2962962962962963	0.10714285714285714	1.9285714285714286	0.7383928571428571	0.451058201058201	0.2962962962962963	0.21428571428571427	1.8035714285714286	0.4178571428571428	0.032407407407407385
