seed	loss	transition_loss	rna_to_image_loss	image_to_rna_loss	target_anchor_loss	source_anchor_loss	transition_anchor_loss	pca_delta_direction_loss	teacher_delta_direction_loss	source_improvement_hinge	action_negative_loss	magnitude_loss	variance_loss	delta_variance_loss	relational_loss	target_anchor_cosine	source_anchor_cosine	transition_anchor_cosine	delta_cosine_train	active_delta_std_dims	steps	device_used
37	150620.65625	0.3391019105911255	0.031179530546069145	0.0692272037267685	122839.046875	114480.703125	122833.2890625	0.3109293580055237	0.5191411375999451	0.0	0.047710102051496506	2.836958646774292	0.0016344984760507941	0.0	0.021397655829787254	0.8660581707954407	0.8737343549728394	0.9624308943748474	0.6890706419944763	24.0	120.0	cuda
38	828420.125	0.2771269679069519	0.04106978699564934	0.11443391442298889	875930.5625	114514.375	875933.625	0.3669992685317993	0.5686342716217041	0.004878702573478222	0.04252231866121292	3.543585777282715	0.002001331653445959	0.0	0.2795071601867676	0.7726016044616699	0.8974723815917969	0.8745455145835876	0.6330007314682007	24.0	120.0	cuda
39	2927436.0	0.2575773000717163	0.04162627458572388	0.1858520209789276	3207998.75	114460.90625	3208290.25	0.2965649366378784	0.49142760038375854	0.013618465512990952	0.04197642207145691	3.5889718532562256	0.004379508085548878	0.0	0.2439793348312378	0.8004064559936523	0.8699460625648499	0.9033709764480591	0.7034350633621216	24.0	120.0	cuda
