seed	direct_transition_improvement	direct_delta_cosine	direct_recall_at_1	direct_delta_rank	direct_magnitude_ratio	ridge_floor_transition_improvement	ridge_floor_delta_cosine	ridge_floor_recall_at_1	ridge_floor_delta_rank	rna_to_image_recall_at_1	image_to_rna_recall_at_1	action_negative_transition_gap	target_effective_rank	image_target_effective_rank	identity_violation	leakage_flag
0	0.2339459239544114	0.8728201551106585	0.9259259259259259	9.848354092935379	0.7470709619822151	0.25248784653105394	0.9446918874852716	0.8888888888888888	5.991014252378266	0.7777777777777778	0.8888888888888888	0.019098889298998167	5.431093099382405	6.332271290158552	0.0	0.0
1	0.29772026237201926	0.8848916375753341	0.6666666666666666	9.606944044700622	0.8385655580630453	0.2971144006335742	0.8665828633046387	0.7407407407407407	6.490953344496809	0.6666666666666666	0.6666666666666666	0.05050511884816958	5.7914686381140665	7.695449192243398	0.0	0.0
2	0.20202796321530925	0.8674240524266841	0.9259259259259259	10.678530273393276	0.733892778070482	0.22599143284394246	0.939539965801192	0.9259259259259259	6.763852122613254	0.7407407407407407	0.8888888888888888	0.009259062564726334	5.802090897044281	7.450356362663291	0.0	0.0
