space	seed_count	mean_transition_improvement	min_transition_improvement	mean_delta_cosine	min_delta_cosine	mean_condition_recall_at_1	min_condition_recall_at_1	mean_delta_rank	mean_magnitude_ratio
online_action_ridge_floor	5	0.007174368596514437	-0.0012388251049122363	0.42071838610194756	0.3024620813108767	0.36296296296296293	0.2222222222222222	9.817765830151641	0.7328974499663019
teacher_action_ridge_floor	5	0.011281438877204748	0.0004243423315500173	0.45151513636166707	0.39796251669473043	0.3333333333333333	0.25925925925925924	10.245808787907375	0.7556432505625665
