seed	benchmark	representation	baseline	status	transition_improvement	delta_cosine	condition_recall_at_1	delta_prediction_effective_rank	delta_magnitude_ratio	same_condition_recall_at_1	effective_rank_z	perturbation_probe_cv	batch_probe_cv
4	synth_program_aligned_genetic_lite	pca_distilled_rna_encoder	source_as_target	completed	0.0	0.0	0.2222222222222222	0.0	0.0	1.0	6.406657680530634	0.3888888888888889	0.16666666666666666
4	synth_program_aligned_genetic_lite	pca_distilled_rna_encoder	source_only_ridge	completed	0.06781091915849828	0.38089237138602344	0.3333333333333333	7.54308381788967	0.5957416211929425	1.0	6.406657680530634	0.3888888888888889	0.16666666666666666
4	synth_program_aligned_genetic_lite	pca_distilled_rna_encoder	source_plus_program_action	completed	0.45981561243344543	0.928512795032197	0.8888888888888888	5.408701829003653	1.0634801691104008	1.0	6.406657680530634	0.3888888888888889	0.16666666666666666
4	synth_program_aligned_genetic_lite	pca_distilled_rna_encoder	program_action_only	completed	0.4451526428069817	0.869149173020733	0.9259259259259259	1.504294435002795	0.9992818847952449	1.0	6.406657680530634	0.3888888888888889	0.16666666666666666
4	synth_program_aligned_genetic_lite	observed_rna_train_pca	source_as_target	completed	0.0	0.0	0.25925925925925924	0.0	0.0	0.9629629629629629	9.813999199371684	0.5	0.1111111111111111
4	synth_program_aligned_genetic_lite	observed_rna_train_pca	source_only_ridge	completed	0.14389281461475836	0.6318775660480479	0.3333333333333333	7.66096647757523	0.7025644612981009	0.9629629629629629	9.813999199371684	0.5	0.1111111111111111
4	synth_program_aligned_genetic_lite	observed_rna_train_pca	source_plus_program_action	completed	0.532106388252089	0.9109883102731352	1.0	7.248271347852461	1.0328122899609653	0.9629629629629629	9.813999199371684	0.5	0.1111111111111111
4	synth_program_aligned_genetic_lite	observed_rna_train_pca	program_action_only	completed	0.48506078748065623	0.8211875801501644	1.0	1.7866093572924782	0.9415247469058746	0.9629629629629629	9.813999199371684	0.5	0.1111111111111111
4	synth_program_aligned_genetic_lite	true_synthetic_z_bio	source_as_target	completed	0.0	0.0	0.3333333333333333	0.0	0.0	1.0	5.580551153112238	0.5277777777777778	0.08333333333333333
4	synth_program_aligned_genetic_lite	true_synthetic_z_bio	source_only_ridge	completed	0.03237664368308665	0.45059427279130915	0.3333333333333333	6.698819780530277	0.5271411409559694	1.0	5.580551153112238	0.5277777777777778	0.08333333333333333
4	synth_program_aligned_genetic_lite	true_synthetic_z_bio	source_plus_program_action	completed	0.1344517312212519	0.9600088082104022	1.0	3.5407029990429244	0.9767685428334636	1.0	5.580551153112238	0.5277777777777778	0.08333333333333333
4	synth_program_aligned_genetic_lite	true_synthetic_z_bio	program_action_only	completed	0.1344835110135609	0.9607629625899174	1.0	1.9537013720740213	0.972860143398156	1.0	5.580551153112238	0.5277777777777778	0.08333333333333333
