seed	final_loss	final_train_cosine
0	0.5623033046722412	0.8186143040657043
1	0.751829206943512	0.7851875424385071
2	0.9360364675521851	0.7335532307624817
3	0.5568091869354248	0.8345418572425842
4	0.6391327381134033	0.798462450504303
