dataset	seed	eval_split	audit	representation	train_n	eval_n	train_batch_classes	eval_batch_classes	eval_majority_accuracy	status	accuracy	balanced_accuracy	balanced_accuracy_ci_low	balanced_accuracy_ci_high	per_class_recall_json
synth_batch_confound_lite	0	test	raw_signal_batch_probe	metadata_only_excluding_batch	126	126	3	3	0.35714285714285715	ok	0.8571428571428571	0.8666666666666667	0.8096966771120249	0.9197071006828171	"{""batch_0"": 1.0, ""batch_1"": 0.8, ""batch_2"": 0.8}"
synth_batch_confound_lite	0	test	raw_signal_batch_probe	synthetic_oracle_true_z_bio_audit_only	126	126	3	3	0.35714285714285715	ok	0.7142857142857143	0.7203703703703703	0.6562624390155236	0.7914266883909741	"{""batch_0"": 0.8055555555555556, ""batch_1"": 0.7333333333333333, ""batch_2"": 0.6222222222222222}"
synth_batch_confound_lite	0	test	raw_signal_batch_probe	synthetic_oracle_true_z_tech_audit_only	126	126	3	3	0.35714285714285715	ok	1.0	1.0	1.0	1.0	"{""batch_0"": 1.0, ""batch_1"": 1.0, ""batch_2"": 1.0}"
synth_batch_confound_lite	1	test	raw_signal_batch_probe	raw_rna_pseudobulk	126	126	3	3	0.35714285714285715	ok	0.5793650793650794	0.5777777777777778	0.4865675265378019	0.6587552486690874	"{""batch_0"": 0.5555555555555556, ""batch_1"": 0.4666666666666667, ""batch_2"": 0.7111111111111111}"
synth_batch_confound_lite	1	test	raw_signal_batch_probe	raw_count_pseudobulk	126	126	3	3	0.35714285714285715	ok	0.7222222222222222	0.7166666666666667	0.6411863993113992	0.7803454340657957	"{""batch_0"": 0.6388888888888888, ""batch_1"": 0.5777777777777777, ""batch_2"": 0.9333333333333333}"
synth_batch_confound_lite	1	test	raw_signal_batch_probe	raw_image_pooled_pixels	126	126	3	3	0.35714285714285715	ok	0.9841269841269841	0.9851851851851853	0.9683108715184187	1.0	"{""batch_0"": 1.0, ""batch_1"": 0.9777777777777777, ""batch_2"": 0.9777777777777777}"
synth_batch_confound_lite	1	test	raw_signal_batch_probe	protected_pls_rna_latent	126	126	3	3	0.35714285714285715	ok	0.48412698412698413	0.4759259259259259	0.3843776592981288	0.554178589572686	"{""batch_0"": 0.3611111111111111, ""batch_1"": 0.4444444444444444, ""batch_2"": 0.6222222222222222}"
synth_batch_confound_lite	1	test	raw_signal_batch_probe	protected_pls_image_latent	126	126	3	3	0.35714285714285715	ok	0.4444444444444444	0.4333333333333333	0.3442640291163263	0.5163372436637528	"{""batch_0"": 0.2777777777777778, ""batch_1"": 0.4222222222222222, ""batch_2"": 0.6}"
synth_batch_confound_lite	1	test	raw_signal_batch_probe	random_gaussian_16d	126	126	3	3	0.35714285714285715	ok	0.2857142857142857	0.2833333333333334	0.20749903312403312	0.37147045968737136	"{""batch_0"": 0.25, ""batch_1"": 0.35555555555555557, ""batch_2"": 0.24444444444444444}"
synth_batch_confound_lite	1	test	raw_signal_batch_probe	metadata_only_excluding_batch	126	126	3	3	0.35714285714285715	ok	0.8571428571428571	0.8666666666666667	0.8072352922451411	0.9119841893780573	"{""batch_0"": 1.0, ""batch_1"": 0.8, ""batch_2"": 0.8}"
synth_batch_confound_lite	1	test	raw_signal_batch_probe	synthetic_oracle_true_z_bio_audit_only	126	126	3	3	0.35714285714285715	ok	0.7222222222222222	0.7166666666666667	0.635447197947198	0.7967731665323035	"{""batch_0"": 0.6388888888888888, ""batch_1"": 0.7777777777777778, ""batch_2"": 0.7333333333333333}"
synth_batch_confound_lite	1	test	raw_signal_batch_probe	synthetic_oracle_true_z_tech_audit_only	126	126	3	3	0.35714285714285715	ok	1.0	1.0	1.0	1.0	"{""batch_0"": 1.0, ""batch_1"": 1.0, ""batch_2"": 1.0}"
synth_batch_confound_lite	2	test	raw_signal_batch_probe	raw_rna_pseudobulk	126	126	3	3	0.35714285714285715	ok	0.6507936507936508	0.6481481481481483	0.5536796672162526	0.7286666307363802	"{""batch_0"": 0.6111111111111112, ""batch_1"": 0.6222222222222222, ""batch_2"": 0.7111111111111111}"
synth_batch_confound_lite	2	test	raw_signal_batch_probe	raw_count_pseudobulk	126	126	3	3	0.35714285714285715	ok	0.7777777777777778	0.7703703703703703	0.6925494385788503	0.832567849361967	"{""batch_0"": 0.6666666666666666, ""batch_1"": 0.7333333333333333, ""batch_2"": 0.9111111111111111}"
synth_batch_confound_lite	2	test	raw_signal_batch_probe	raw_image_pooled_pixels	126	126	3	3	0.35714285714285715	ok	1.0	1.0	1.0	1.0	"{""batch_0"": 1.0, ""batch_1"": 1.0, ""batch_2"": 1.0}"
synth_batch_confound_lite	2	test	raw_signal_batch_probe	protected_pls_rna_latent	126	126	3	3	0.35714285714285715	ok	0.4523809523809524	0.4518518518518519	0.372072745204053	0.5174881101221234	"{""batch_0"": 0.4444444444444444, ""batch_1"": 0.4666666666666667, ""batch_2"": 0.4444444444444444}"
synth_batch_confound_lite	2	test	raw_signal_batch_probe	protected_pls_image_latent	126	126	3	3	0.35714285714285715	ok	0.42857142857142855	0.42407407407407405	0.33608726277630707	0.4906028656402411	"{""batch_0"": 0.3611111111111111, ""batch_1"": 0.4888888888888889, ""batch_2"": 0.4222222222222222}"
synth_batch_confound_lite	2	test	raw_signal_batch_probe	random_gaussian_16d	126	126	3	3	0.35714285714285715	ok	0.3492063492063492	0.35185185185185186	0.28137300034364565	0.43750618751911347	"{""batch_0"": 0.3888888888888889, ""batch_1"": 0.4222222222222222, ""batch_2"": 0.24444444444444444}"
synth_batch_confound_lite	2	test	raw_signal_batch_probe	metadata_only_excluding_batch	126	126	3	3	0.35714285714285715	ok	0.8571428571428571	0.8666666666666667	0.8104370691541743	0.907062763369162	"{""batch_0"": 1.0, ""batch_1"": 0.8, ""batch_2"": 0.8}"
synth_batch_confound_lite	2	test	raw_signal_batch_probe	synthetic_oracle_true_z_bio_audit_only	126	126	3	3	0.35714285714285715	ok	0.7063492063492064	0.7111111111111111	0.6391058844256519	0.7927171994671993	"{""batch_0"": 0.7777777777777778, ""batch_1"": 0.7333333333333333, ""batch_2"": 0.6222222222222222}"
synth_batch_confound_lite	2	test	raw_signal_batch_probe	synthetic_oracle_true_z_tech_audit_only	126	126	3	3	0.35714285714285715	ok	1.0	1.0	1.0	1.0	"{""batch_0"": 1.0, ""batch_1"": 1.0, ""batch_2"": 1.0}"
