eval_perturbation_id	rows	uncertainty_mean	uncertainty_max	transition_improvement	delta_cosine	recall_at_1
9	9	0.02602645136922034	0.03797618176310336	-0.03787556074381832	0.12867587312415363	0.5555555555555556
10	9	0.0252224631401997	0.03217393203984902	0.009205303511384969	0.4427734591544262	1.0
11	9	0.026416749933778585	0.03172424507006745	0.04565597678101558	0.6224382178056113	0.8888888888888888
