policy	benchmark	seed	representation	eval_cell_image_latent_cosine	real_transition	real_delta_cosine	real_recall_at_1	real_delta_rank	real_magnitude_ratio	eval_effective_rank_z	train_perturbation_probe_cv	train_batch_probe_cv	inner_mean_transition	inner_min_transition	inner_mean_delta_cosine	inner_min_delta_cosine	inner_mean_recall_at_1	inner_min_recall_at_1	inner_fold_count	transition_optimism	delta_optimism	recall_optimism	abs_transition_optimism	abs_delta_optimism
random_perturbation	synth_program_aligned_random_holdout_lite	35	observed_rna_train_pca	-0.17977364928041387	0.48161649063700857	0.9484582090250627	0.8888888888888888	6.793838838382618	0.9973128210010748	7.602779962640421	0.1527777777777778	0.19444444444444445	0.39583950755735664	-0.060712406971692494	0.8738241115768848	0.5045354949081239	0.7916666666666666	0.6666666666666666	8.0	-0.08577698307965193	-0.07463409744817795	-0.09722222222222221	0.08577698307965193	0.07463409744817795
random_perturbation	synth_program_aligned_random_holdout_lite	35	image_train_pca	1.0	0.16430167258885695	0.9607905312355066	1.0	4.010078522253804	0.9917283977881325	6.332000279628842	0.4305555555555556	0.20833333333333334	0.1541240678381237	-0.039895129785165594	0.8549017977916276	0.06202488185617611	1.0	1.0	8.0	-0.010177604750733232	-0.10588873344387906	0.0	0.010177604750733232	0.10588873344387906
random_perturbation	synth_program_aligned_random_holdout_lite	35	source_program_predicted_image_latent	0.850011764680239	0.0007093667923231241	0.7664640524799103	1.0	3.5491208828879377	1.1759127412157613	2.4027574274266845	0.0	0.2777777777777778	0.0017874908630714317	-0.0004870750887274733	0.680108594523656	-0.1571545649579206	1.0	1.0	8.0	0.0010781240707483076	-0.08635545795625432	0.0	0.0010781240707483076	0.08635545795625432
random_perturbation	synth_program_aligned_random_holdout_lite	36	observed_rna_train_pca	0.4262046881626064	0.20546449876162742	0.899092091668573	0.8888888888888888	8.313355626373696	1.0569945809142065	6.641833487225086	0.1527777777777778	0.25	0.1649070139501681	0.08965648675391838	0.7790470283200339	0.5816785640542999	1.0	1.0	8.0	-0.04055748481145932	-0.12004506334853904	0.11111111111111116	0.04055748481145932	0.12004506334853904
random_perturbation	synth_program_aligned_random_holdout_lite	36	image_train_pca	1.0	0.21453850716457248	0.9622609597826915	1.0	4.037737010345991	0.9840922684481	6.988893152734907	0.4583333333333333	0.2361111111111111	0.2158152563920904	-0.12154139296553702	0.8135736590117044	-0.2023266930487194	1.0	1.0	8.0	0.0012767492275179149	-0.14868730077098713	0.0	0.0012767492275179149	0.14868730077098713
random_perturbation	synth_program_aligned_random_holdout_lite	36	source_program_predicted_image_latent	0.7578767499098579	0.0018759510401386672	0.8760369590655586	1.0	2.760377375962923	0.9191405913037359	2.6793353948420497	0.0	0.3333333333333333	0.0021645398534438642	-0.00047361600454472647	0.7455481535143476	-0.1386003317934792	1.0	1.0	8.0	0.00028858881330519706	-0.130488805551211	0.0	0.00028858881330519706	0.130488805551211
stratified_program	synth_program_aligned_stratified_holdout_lite	34	observed_rna_train_pca	0.10698238187747883	0.2408949407365648	0.8945632546726583	1.0	7.836600029552756	1.107825610252968	10.210053759845152	0.20833333333333334	0.4027777777777778	0.3536406902738766	0.21962026243660887	0.848052711900558	0.8004168050036176	1.0	1.0	8.0	0.11274574953731181	-0.046510542772100316	0.0	0.11274574953731181	0.046510542772100316
stratified_program	synth_program_aligned_stratified_holdout_lite	34	image_train_pca	1.0	0.3007187174274544	0.9706652620247295	1.0	4.020182277673615	1.00699607568182	7.245415300501227	0.3888888888888889	0.5694444444444444	0.2908519816405286	0.21340772596192897	0.9517361753227946	0.9344770373905606	1.0	1.0	8.0	-0.009866735786925762	-0.018929086701934827	0.0	0.009866735786925762	0.018929086701934827
stratified_program	synth_program_aligned_stratified_holdout_lite	34	source_program_predicted_image_latent	0.8240091134277323	0.03187844839458206	0.9566155990151256	1.0	2.575230532302293	1.0314318808953622	2.9574254068811427	0.027777777777777776	0.25	0.040349661256516824	0.01320197686915091	0.9409586820549404	0.9118364044465689	1.0	1.0	8.0	0.008471212861934765	-0.01565691696018523	0.0	0.008471212861934765	0.01565691696018523
stratified_program	synth_program_aligned_stratified_holdout_lite	35	observed_rna_train_pca	-0.1296639700936865	0.5180757704883505	0.9690441674043012	0.8518518518518519	6.337577887598266	0.9979603580092944	6.454370561828533	0.19444444444444445	0.3055555555555556	0.4353117476121261	0.252419765835014	0.9149243518377421	0.8459234347026834	0.9444444444444444	0.6666666666666666	8.0	-0.08276402287622442	-0.05411981556655909	0.09259259259259256	0.08276402287622442	0.05411981556655909
stratified_program	synth_program_aligned_stratified_holdout_lite	35	image_train_pca	1.0	0.1865484734631357	0.9757400715116729	1.0	3.6845285697037906	0.9582489768966774	6.529327480898136	0.3194444444444444	0.3055555555555556	0.167260787327491	0.09927418349029735	0.9572108640348047	0.9332411602833335	1.0	1.0	8.0	-0.019287686135644688	-0.018529207476868148	0.0	0.019287686135644688	0.018529207476868148
stratified_program	synth_program_aligned_stratified_holdout_lite	35	source_program_predicted_image_latent	0.8481551158915548	0.0010512647864521218	0.8328496108318892	1.0	3.0055858025327113	1.0710491656269097	2.5117159824245108	0.0	0.3333333333333333	0.0008100275170466124	0.00019420086256534871	0.8113805778991757	0.7552634422998844	1.0	1.0	8.0	-0.00024123726940550945	-0.021469032932713517	0.0	0.00024123726940550945	0.021469032932713517
stratified_program	synth_program_aligned_stratified_holdout_lite	36	observed_rna_train_pca	0.49396943431474133	0.2364216667866631	0.8891931033623423	0.9629629629629629	7.751806403632023	0.9162248357729053	6.758132198044676	0.19444444444444445	0.25	0.23471718980655487	0.16241387489264422	0.8158034795969755	0.6679860856317422	1.0	1.0	8.0	-0.0017044769801082271	-0.07338962376536673	0.03703703703703709	0.0017044769801082271	0.07338962376536673
stratified_program	synth_program_aligned_stratified_holdout_lite	36	image_train_pca	1.0	0.23568503449948722	0.963033677143346	1.0	3.9103795460970963	1.0281373159832992	7.002894761853632	0.3472222222222222	0.2777777777777778	0.2635378828018176	0.18617359636360656	0.9568143162893408	0.9476873712450092	1.0	1.0	8.0	0.027852848302330396	-0.006219360854005207	0.0	0.027852848302330396	0.006219360854005207
stratified_program	synth_program_aligned_stratified_holdout_lite	36	source_program_predicted_image_latent	0.7773283332752069	0.0019660304762738733	0.8762370373249216	1.0	3.1479793007167625	0.907007708649698	2.878465934400104	0.0	0.2777777777777778	0.0016012876397251332	0.0011174619983113088	0.8311449662190924	0.8013937996152405	1.0	1.0	8.0	-0.00036474283654874015	-0.045092071105829246	0.0	0.00036474283654874015	0.045092071105829246
