policy	benchmark	seed	representation	representation_class	eval_cell_zbio_cosine	real_transition	real_delta_cosine	real_recall_at_1	real_delta_rank	real_magnitude_ratio	eval_effective_rank_z	train_perturbation_probe_cv	train_batch_probe_cv	inner_mean_transition	inner_min_transition	inner_mean_delta_cosine	inner_min_delta_cosine	inner_mean_recall_at_1	inner_min_recall_at_1	inner_fold_count	transition_optimism	delta_optimism	recall_optimism	abs_transition_optimism	abs_delta_optimism
random_perturbation	synth_program_aligned_random_holdout_lite	35	observed_rna_train_pca	train_only_recovered	0.0	0.48161649063700857	0.9484582090250627	0.8888888888888888	6.793838838382618	0.9973128210010748	7.602779962640421	0.1527777777777778	0.19444444444444445	0.39583950755735664	-0.060712406971692494	0.8738241115768848	0.5045354949081239	0.7916666666666666	0.6666666666666666	8.0	-0.08577698307965193	-0.07463409744817795	-0.09722222222222221	0.08577698307965193	0.07463409744817795
random_perturbation	synth_program_aligned_random_holdout_lite	35	true_z_bio	oracle	1.0	0.1278731693451704	0.9668560561687881	1.0	3.599783503695205	0.9969337335717081	5.3257968067606924	0.3611111111111111	0.2222222222222222	0.11134545917311522	-0.02339417930586301	0.8641687798345583	0.09000134214054976	1.0	1.0	8.0	-0.016527710172055177	-0.1026872763342298	0.0	0.016527710172055177	0.1026872763342298
random_perturbation	synth_program_aligned_random_holdout_lite	35	observed_rna_to_zbio_ridge	train_only_recovered	0.46453604668207804	0.11435560660283058	0.6032240411123891	0.7777777777777778	4.511614130755625	0.877050828817243	5.42295965500029	0.2916666666666667	0.2916666666666667	0.143030046805018	-0.004952370037328489	0.8579588016724466	0.3004779627392502	1.0	1.0	8.0	0.028674440202187415	0.2547347605600575	0.2222222222222222	0.028674440202187415	0.2547347605600575
random_perturbation	synth_program_aligned_random_holdout_lite	35	batch_residualized_rna_to_zbio_ridge	train_only_recovered	0.4631069113664073	0.1142367042874974	0.5983410940131341	0.7777777777777778	4.5341058030904495	0.8741756143253822	5.4523283325428995	0.2916666666666667	0.2361111111111111	0.14356967413696975	-0.00384995311457697	0.8579912561531341	0.30120121188324217	1.0	1.0	8.0	0.029332969849472354	0.25965016214000003	0.2222222222222222	0.029332969849472354	0.25965016214000003
random_perturbation	synth_program_aligned_random_holdout_lite	35	clean_rna_to_zbio_ridge	oracle	0.8000090565507074	0.3272784527103456	0.9364896969462331	0.8888888888888888	3.325176885022097	0.9166926471999147	4.346542488996446	0.3611111111111111	0.20833333333333334	0.27188809239298173	-0.08142484843513381	0.8747426145002052	0.31685515577934226	0.9861111111111112	0.8888888888888888	8.0	-0.055390360317363885	-0.06174708244602789	0.09722222222222232	0.055390360317363885	0.06174708244602789
random_perturbation	synth_program_aligned_random_holdout_lite	35	image_to_zbio_ridge	train_only_recovered	0.9993773781931361	0.12799763020676452	0.9703496806392271	1.0	3.59828182243891	0.9977319040890426	5.24015105047294	0.3472222222222222	0.2222222222222222	0.11171150210543858	-0.023529480158422107	0.864429081430577	0.08163088887467075	1.0	1.0	8.0	-0.016286128101325945	-0.10592059920865016	0.0	0.016286128101325945	0.10592059920865016
random_perturbation	synth_program_aligned_random_holdout_lite	35	rna_image_to_zbio_ridge	train_only_recovered	0.9979897793658844	0.12769140987497962	0.9710543338873756	1.0	3.547762084017423	1.0037151803592812	5.239394148991078	0.3611111111111111	0.2222222222222222	0.1112941370632098	-0.023696452531404042	0.8641743166268867	0.0839134189825203	1.0	1.0	8.0	-0.016397272811769822	-0.1068800172604889	0.0	0.016397272811769822	0.1068800172604889
random_perturbation	synth_program_aligned_random_holdout_lite	36	observed_rna_train_pca	train_only_recovered	0.0	0.20546449876162742	0.899092091668573	0.8888888888888888	8.313355626373696	1.0569945809142065	6.641833487225086	0.1527777777777778	0.25	0.1649070139501681	0.08965648675391838	0.7790470283200339	0.5816785640542999	1.0	1.0	8.0	-0.04055748481145932	-0.12004506334853904	0.11111111111111116	0.04055748481145932	0.12004506334853904
random_perturbation	synth_program_aligned_random_holdout_lite	36	true_z_bio	oracle	1.0	0.19119187713128127	0.9632560333588684	1.0	3.719275490091132	0.9898947863136336	5.732984012081654	0.5	0.1111111111111111	0.18387270517992294	-0.1218161773692908	0.8134807649080901	-0.23359622739422312	1.0	1.0	8.0	-0.007319171951358339	-0.14977526845077838	0.0	0.007319171951358339	0.14977526845077838
random_perturbation	synth_program_aligned_random_holdout_lite	36	observed_rna_to_zbio_ridge	train_only_recovered	0.6625607482260242	0.06673641661612045	0.6897610307603982	0.8888888888888888	4.57951152702944	1.1853585700247147	5.685394190269492	0.3472222222222222	0.2222222222222222	0.13857137757879123	-0.05391970115410384	0.8145856509455316	-0.04223138200089481	1.0	1.0	8.0	0.07183496096267078	0.1248246201851334	0.11111111111111116	0.07183496096267078	0.1248246201851334
random_perturbation	synth_program_aligned_random_holdout_lite	36	batch_residualized_rna_to_zbio_ridge	train_only_recovered	0.6637672337706995	0.06947190181459213	0.6941042621634315	0.8888888888888888	4.582561027119052	1.1768082485864007	5.705186650499136	0.3472222222222222	0.2222222222222222	0.13895775646978203	-0.05602028959508766	0.8138439974226752	-0.04851657984221356	1.0	1.0	8.0	0.0694858546551899	0.11973973525924375	0.11111111111111116	0.0694858546551899	0.11973973525924375
random_perturbation	synth_program_aligned_random_holdout_lite	36	clean_rna_to_zbio_ridge	oracle	0.883909578687846	0.1413485129862743	0.8852267998849841	1.0	3.4392682637544416	1.0906526176811169	4.398147353315564	0.3055555555555556	0.20833333333333334	0.150450486273583	0.030050239431836268	0.8348548380968133	0.241466946175837	1.0	1.0	8.0	0.009101973287308718	-0.05037196178817083	0.0	0.009101973287308718	0.05037196178817083
random_perturbation	synth_program_aligned_random_holdout_lite	36	image_to_zbio_ridge	train_only_recovered	0.9991320538265243	0.19378999617084286	0.9678693053660367	1.0	3.7624447401060963	0.9929284988262682	5.653165245258785	0.4722222222222222	0.125	0.18468204627496654	-0.12340089869648511	0.8143072409777519	-0.240138063044664	1.0	1.0	8.0	-0.009107949895876322	-0.1535620643882848	0.0	0.009107949895876322	0.1535620643882848
random_perturbation	synth_program_aligned_random_holdout_lite	36	rna_image_to_zbio_ridge	train_only_recovered	0.997381236373503	0.19508207312142836	0.9686504947253847	1.0	3.6979145168714416	0.9930156056139295	5.658601431191708	0.5	0.09722222222222222	0.1840770791012392	-0.1229808582377993	0.8137337193859426	-0.23843155185906287	1.0	1.0	8.0	-0.011004994020189174	-0.15491677533944204	0.0	0.011004994020189174	0.15491677533944204
random_perturbation	synth_program_aligned_random_holdout_lite	37	observed_rna_train_pca	train_only_recovered	0.0	0.11069176798525099	0.8907236841780336	1.0	7.403037218078961	1.0804697761827007	7.232956825732856	0.18055555555555555	0.5416666666666666	0.07183022524659663	-0.06206317327106973	0.67078792045925	-0.1745449049799851	1.0	1.0	8.0	-0.03886154273865436	-0.21993576371878365	0.0	0.03886154273865436	0.21993576371878365
random_perturbation	synth_program_aligned_random_holdout_lite	37	true_z_bio	oracle	1.0	0.13608534788977492	0.9512506983756644	1.0	3.4107236660920073	1.0041162945069482	5.480676553225555	0.4166666666666667	0.2638888888888889	0.09273958670119462	-0.09218429647815832	0.7685755628272206	-0.45829802997028757	1.0	1.0	8.0	-0.0433457611885803	-0.18267513554844383	0.0	0.0433457611885803	0.18267513554844383
random_perturbation	synth_program_aligned_random_holdout_lite	37	observed_rna_to_zbio_ridge	train_only_recovered	0.785613164043239	0.02263304378950583	0.7324033622240391	1.0	3.875426709353893	1.2994751879100608	5.425965048843603	0.2777777777777778	0.2638888888888889	0.06661157681315473	-0.06888751180332682	0.7562315071653773	-0.5448846966478711	1.0	1.0	8.0	0.0439785330236489	0.023828144941338225	0.0	0.0439785330236489	0.023828144941338225
random_perturbation	synth_program_aligned_random_holdout_lite	37	batch_residualized_rna_to_zbio_ridge	train_only_recovered	0.7853296809243497	0.022358037500652572	0.7322528597094927	1.0	3.909784701238274	1.2991786933483207	5.397532915453487	0.2916666666666667	0.2638888888888889	0.06663672274694923	-0.06871801271268681	0.7560638354645894	-0.5413260006578615	1.0	1.0	8.0	0.04427868524629666	0.02381097575509672	0.0	0.04427868524629666	0.02381097575509672
random_perturbation	synth_program_aligned_random_holdout_lite	37	clean_rna_to_zbio_ridge	oracle	0.9647630279682928	0.09002620575855012	0.9347753360461218	1.0	2.7818329147502285	1.2669746801753112	4.601226111806737	0.2916666666666667	0.20833333333333334	0.07027969595954862	-0.07205828502211567	0.7537024956598833	-0.6653605087904872	1.0	1.0	8.0	-0.0197465097990015	-0.1810728403862385	0.0	0.0197465097990015	0.1810728403862385
