policy	seed_count	mean_candidate_image_cosine	mean_candidate_real_transition	mean_candidate_real_delta_cosine	mean_candidate_recall_at_1	mean_candidate_effective_rank	mean_candidate_perturbation_probe	mean_candidate_minus_image_recall_gap	mean_candidate_minus_image_delta_cosine_gap	mean_candidate_minus_image_transition_gap	mean_candidate_minus_image_effective_rank_gap	mean_candidate_minus_image_perturbation_probe_gap
extrapolative_index	3	0.7992644989007068	0.010708120396305433	0.9018577764566169	1.0	2.6480854228509263	0.027777777777777766	0.0	-0.06427155288841387	-0.24325536234322553	-4.319504869353939	-0.6111111111111112
random_perturbation	3	0.807579616132695	0.008012791111430601	0.8677311853460449	1.0	2.7581323741779076	0.0462962962962963	0.0	-0.09191659570474449	-0.20555231062113868	-4.180507020281051	-0.39351851851851855
stratified_program	3	0.8164975208648313	0.011631914552435967	0.8885674157239789	1.0	2.782535774568586	0.009259259259259233	0.0	-0.08124558783593727	-0.22935216057758978	-4.143343406515746	-0.3425925925925926
