left_out_perturbation_id	rows	transition_improvement	delta_cosine	recall_at_1	median_rank	delta_rank	teacher_delta_norm_mean
8	9	-0.018999318877425946	0.1725483296665374	0.4444444444444444	2.0	5.654102432111186	0.4221010488631369
2	9	-0.006793939518271268	0.39200953537420535	0.3333333333333333	3.0	5.906472283532189	0.46922460339038263
5	9	0.01845665132929523	0.48037401211633907	0.7777777777777778	1.0	6.17802300963685	0.38959386252106426
1	9	0.023028965137528685	0.48590465293160473	0.8888888888888888	1.0	6.125551355323057	0.36272220794425447
6	9	0.04312902570158434	0.6155503279254639	1.0	1.0	6.440033434434323	0.4240417690628744
4	9	0.05159785686543264	0.6456696326496965	1.0	1.0	6.134576526459246	0.4138465123580264
3	9	0.05799531482670972	0.717307876498913	0.6666666666666666	1.0	6.248441709292594	0.46847700247314733
7	9	0.05811407395532012	0.679365341052053	0.7777777777777778	1.0	6.293855297205964	0.4978349611577379
