heldout_perturbation_ids	label_col	recall_at_1	recall_at_5	map	median_rank
2,4,6	condition_batch_label	0.1111111111111111	0.3333333333333333	0.251070248036479	7.0
2,4,6	perturbation_label	0.37037037037037035	0.8148148148148148	0.4166803741115995	2.0
2,4,6	cell_line_label	0.8148148148148148	0.9629629629629629	0.6667342601860647	1.0
2,4,6	batch_label	0.3333333333333333	1.0	0.41366127131916103	2.0
2,4,7	condition_key	0.2962962962962963	0.5925925925925926	0.35473092992470256	3.0
2,4,7	condition_batch_label	0.1111111111111111	0.4074074074074074	0.2488509392648826	7.0
2,4,7	perturbation_label	0.37037037037037035	0.7037037037037037	0.43213028325135694	3.0
2,4,7	cell_line_label	0.7407407407407407	1.0	0.6277095665227511	1.0
2,4,7	batch_label	0.37037037037037035	1.0	0.4106528040917421	2.0
2,4,8	condition_key	0.25925925925925924	0.48148148148148145	0.33731022891439033	6.0
2,4,8	condition_batch_label	0.1111111111111111	0.2962962962962963	0.24592662138958435	11.0
2,4,8	perturbation_label	0.2962962962962963	0.6666666666666666	0.43949849467898516	3.0
2,4,8	cell_line_label	0.8888888888888888	1.0	0.5949658590591438	1.0
2,4,8	batch_label	0.2962962962962963	1.0	0.4042409473863369	2.0
2,5,6	condition_key	0.25925925925925924	0.6296296296296297	0.320625386939444	4.0
2,5,6	condition_batch_label	0.0	0.3333333333333333	0.14656209702505998	9.0
2,5,6	perturbation_label	0.48148148148148145	0.8148148148148148	0.41184511604387253	2.0
2,5,6	cell_line_label	0.5185185185185185	1.0	0.6030807492672531	1.0
2,5,6	batch_label	0.25925925925925924	1.0	0.392304698646479	2.0
2,5,7	condition_key	0.1111111111111111	0.6666666666666666	0.273897698841226	4.0
2,5,7	condition_batch_label	0.037037037037037035	0.4074074074074074	0.1905840367169343	8.0
2,5,7	perturbation_label	0.2962962962962963	0.8518518518518519	0.405167685293182	3.0
2,5,7	cell_line_label	0.6296296296296297	1.0	0.5953819346132669	1.0
2,5,7	batch_label	0.2222222222222222	0.9629629629629629	0.40560319445284354	2.0
2,5,8	condition_key	0.1111111111111111	0.5925925925925926	0.25955465908193703	5.0
2,5,8	condition_batch_label	0.037037037037037035	0.2962962962962963	0.17735051098340857	9.0
2,5,8	perturbation_label	0.2962962962962963	0.8888888888888888	0.4055756269364185	2.0
2,5,8	cell_line_label	0.37037037037037035	0.9259259259259259	0.5406316626108475	2.0
2,5,8	batch_label	0.3333333333333333	0.8518518518518519	0.406193274729126	2.0
2,6,7	condition_key	0.2222222222222222	0.7037037037037037	0.34961482001355765	3.0
2,6,7	condition_batch_label	0.0	0.48148148148148145	0.17950609746906043	6.0
2,6,7	perturbation_label	0.3333333333333333	0.7407407407407407	0.4188338082644762	3.0
2,6,7	cell_line_label	0.7037037037037037	1.0	0.6555665822827877	1.0
2,6,7	batch_label	0.14814814814814814	1.0	0.39991228317078464	3.0
2,6,8	condition_key	0.25925925925925924	0.5185185185185185	0.3419128094829051	5.0
2,6,8	condition_batch_label	0.037037037037037035	0.3333333333333333	0.20929951392914356	9.0
2,6,8	perturbation_label	0.3333333333333333	0.7037037037037037	0.43409030023392076	3.0
2,6,8	cell_line_label	0.8888888888888888	0.9259259259259259	0.5940004899077743	1.0
2,6,8	batch_label	0.3333333333333333	1.0	0.4105203458143596	2.0
2,7,8	condition_key	0.2222222222222222	0.5925925925925926	0.33668196643274295	4.0
2,7,8	condition_batch_label	0.07407407407407407	0.4074074074074074	0.23558418328712918	9.0
2,7,8	perturbation_label	0.3333333333333333	0.7777777777777778	0.43652889638629117	3.0
2,7,8	cell_line_label	0.7037037037037037	1.0	0.5860603676651439	1.0
2,7,8	batch_label	0.3333333333333333	0.9259259259259259	0.4162543348424588	2.0
3,4,5	condition_key	0.2962962962962963	0.8888888888888888	0.3697380755034694	2.0
3,4,5	condition_batch_label	0.1111111111111111	0.4074074074074074	0.2531158190635315	9.0
3,4,5	perturbation_label	0.3333333333333333	1.0	0.402093532719994	2.0
3,4,5	cell_line_label	0.9259259259259259	1.0	0.7357930804135366	1.0
3,4,5	batch_label	0.4074074074074074	0.7777777777777778	0.41960867658422624	3.0
3,4,6	condition_key	0.2962962962962963	0.8518518518518519	0.38846657506328314	2.0
3,4,6	condition_batch_label	0.07407407407407407	0.5555555555555556	0.2695744919778736	5.0
3,4,6	perturbation_label	0.2962962962962963	0.8518518518518519	0.4075935753899157	2.0
3,4,6	cell_line_label	0.9629629629629629	1.0	0.7527309625927613	1.0
