seed	selected_residual_scale	selected_train_transition_improvement	selected_train_delta_cosine	selected_train_recall_at_1	selected_transition_improvement	selected_delta_cosine	selected_recall_at_1	selected_delta_rank	selected_magnitude_ratio	floor_transition_improvement	floor_delta_cosine	floor_recall_at_1	floor_delta_rank	direct_transition_improvement	direct_delta_cosine	direct_recall_at_1	direct_delta_rank	selected_gap_transition	selected_gap_delta_cosine	selected_gap_recall	selected_action_negative_gap	rna_to_image_recall_at_1	image_to_rna_recall_at_1	target_effective_rank	image_target_effective_rank	identity_violation	leakage_flag
0	0.1	0.1457033905625019	0.9509923696398409	0.4583333333333333	0.14378630821203303	0.9354863925660616	0.8888888888888888	8.22516743578559	0.9982751710073489	0.14366915588425286	0.9348091301779191	0.8888888888888888	7.653265271940026	0.11683629302393095	0.8110404111535682	0.7037037037037037	11.594326188160649	0.00011715232778017337	0.0006772623881424744	0.0	0.021981145580323616	0.8148148148148148	0.7777777777777778	4.9867390041693875	5.965925413995415	0.0	0.0
1	0.25	0.2352647146622944	0.9346680817665624	0.5	0.1810738069965262	0.8662904191039397	0.7037037037037037	9.094679862617802	0.9237100105868383	0.1707350373131547	0.8418910341147743	0.5925925925925926	7.628453394528662	0.16455496604906	0.8137561602904071	0.7777777777777778	11.857686936112023	0.010338769683371496	0.024399384989165385	0.11111111111111116	0.036002200901983056	0.6296296296296297	0.8888888888888888	5.943674980225257	8.031676607695829	0.0	0.0
2	0.25	0.3167934826158152	0.9477723485495315	0.5	0.27221888708922876	0.9323958736585993	1.0	7.346462144436023	0.9084696417913483	0.2724394655216964	0.932261923188985	1.0	6.230242065351273	0.23683803702812847	0.8321305906647707	0.8148148148148148	10.471092260479605	-0.00022057843246764408	0.0001339504696142857	0.0	0.011208213803511113	0.7037037037037037	0.7037037037037037	5.545190988462882	7.238290478159652	0.0	0.0
3	0.25	0.6022654145420877	0.9550779122667833	0.5	0.5248161266474008	0.9373136299969862	1.0	8.525247684139298	0.9479222613081496	0.5212980055525284	0.9320907531731707	1.0	7.051391799370344	0.4852073791916289	0.8916325211974718	0.9259259259259259	11.848845778708567	0.003518121094872484	0.005222876823815503	0.0	0.06726715091282859	0.8518518518518519	1.0	7.845789275370145	7.65144492648573	0.0	0.0
4	0.1	0.7001948186555575	0.9588469249851573	0.5	0.5594226834601632	0.9229696975573288	0.7777777777777778	6.593142328669951	1.0237859500806312	0.5571293539076213	0.9200586293997617	0.8148148148148148	6.089894692766619	0.5068937748619565	0.8587436967821556	0.8518518518518519	10.289717063186439	0.0022933295525419117	0.0029110681575671427	-0.03703703703703698	0.09776415204795269	0.7777777777777778	0.7777777777777778	7.17675460536759	6.623638804543242	0.0	0.0
