seed	query_index	condition_key	perturbation_id	cell_line	selected_residual_scale	flip_type	source_top1_correct	floor_top1_correct	selected_top1_correct	floor_rank	selected_rank	rank_change_selected_minus_floor	source_margin	floor_margin	selected_margin	margin_change_selected_minus_floor	floor_correct_score	floor_best_wrong_score	selected_correct_score	selected_best_wrong_score	floor_top1_label	selected_top1_label	same_top1_label_as_floor	floor_transition_gain	selected_transition_gain	transition_gain_change_selected_minus_floor	floor_delta_cosine	selected_delta_cosine	delta_cosine_change_selected_minus_floor	residual_norm	floor_near_tie_0p02	selected_near_tie_0p02	floor_near_tie_0p05	selected_near_tie_0p05
13	0	pert=10|dose=1|cell=0	10	cell_line_0	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.18029858299018064	0.05774051766141808	0.05774051766141808	0.0	0.997126650823075	0.9393861331616569	0.997126650823075	0.9393861331616569	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.23723180317817139	0.23723180317817139	0.0	0.9848794606969761	0.9848794606969761	0.0	0.0	False	False	False	False
13	1	pert=10|dose=1|cell=0	10	cell_line_0	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.29656691366494126	0.053100418982178876	0.053100418982178876	0.0	0.9938374476573695	0.9407370286751906	0.9938374476573695	0.9407370286751906	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.5366958291258301	0.5366958291258301	0.0	0.9736696270263943	0.9736696270263943	0.0	0.0	False	False	False	False
13	2	pert=10|dose=1|cell=0	10	cell_line_0	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.2648241071296866	0.05568607827244909	0.05568607827244909	0.0	0.994480990594808	0.9387949123223589	0.994480990594808	0.9387949123223589	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.49114275173269567	0.49114275173269567	0.0	0.9740873365869345	0.9740873365869345	0.0	0.0	False	False	False	False
13	3	pert=10|dose=1|cell=1	10	cell_line_1	0.0	still_wrong	False	False	False	3.0	3.0	0.0	-0.9445153642427342	-0.006927928465754296	-0.006927928465754296	0.0	0.9698344831588153	0.9767624116245696	0.9698344831588153	0.9767624116245696	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	1.1143735766336214	1.1143735766336214	0.0	0.955805153708575	0.955805153708575	0.0	0.0	True	True	True	True
13	4	pert=10|dose=1|cell=1	10	cell_line_1	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-1.1357677704009426	0.004034042385039682	0.004034042385039682	0.0	0.9761232394287195	0.9720891970436798	0.9761232394287195	0.9720891970436798	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	1.254091764332748	1.254091764332748	0.0	0.9681080519144593	0.9681080519144593	0.0	0.0	True	True	True	True
13	5	pert=10|dose=1|cell=1	10	cell_line_1	0.0	still_wrong	False	False	False	2.0	2.0	0.0	-0.9285564174757935	-0.005047501841794366	-0.005047501841794366	0.0	0.97304782659018	0.9780953284319743	0.97304782659018	0.9780953284319743	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	1.1231106599294993	1.1231106599294993	0.0	0.96235669379767	0.96235669379767	0.0	0.0	True	True	True	True
13	6	pert=10|dose=1|cell=2	10	cell_line_2	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.7694076473422541	0.5456662749719996	0.5456662749719996	0.0	0.9737999458262493	0.42813367085424975	0.9737999458262493	0.42813367085424975	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	1.0749398996927195	1.0749398996927195	0.0	0.9661515451174353	0.9661515451174353	0.0	0.0	False	False	False	False
13	7	pert=10|dose=1|cell=2	10	cell_line_2	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.767339282395761	0.5641049174188727	0.5641049174188727	0.0	0.9756230961597284	0.4115181787408557	0.9756230961597284	0.4115181787408557	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	1.056543202477357	1.056543202477357	0.0	0.9855629877171301	0.9855629877171301	0.0	0.0	False	False	False	False
13	8	pert=10|dose=1|cell=2	10	cell_line_2	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.66968573303596	0.5042954296177846	0.5042954296177846	0.0	0.9861824477803454	0.4818870181625608	0.9861824477803454	0.4818870181625608	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.8900575569951243	0.8900575569951243	0.0	0.9768638495699039	0.9768638495699039	0.0	0.0	False	False	False	False
13	9	pert=11|dose=1|cell=0	11	cell_line_0	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.10836328012842522	0.073563443068425	0.073563443068425	0.0	0.9928116963013297	0.9192482532329047	0.9928116963013297	0.9192482532329047	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.16098154579467128	0.16098154579467128	0.0	0.9860699654262568	0.9860699654262568	0.0	0.0	False	False	False	False
13	10	pert=11|dose=1|cell=0	11	cell_line_0	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.16680939663695626	0.05542621909166179	0.05542621909166179	0.0	0.9933434223021901	0.9379172032105283	0.9933434223021901	0.9379172032105283	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.35216932304352067	0.35216932304352067	0.0	0.990300949637104	0.990300949637104	0.0	0.0	False	False	False	False
13	11	pert=11|dose=1|cell=0	11	cell_line_0	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.16204264586506556	0.05429544344611692	0.05429544344611692	0.0	0.9928451418069043	0.9385496983607874	0.9928451418069043	0.9385496983607874	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.36121841357392237	0.36121841357392237	0.0	0.9862339805727799	0.9862339805727799	0.0	0.0	False	False	False	False
13	12	pert=11|dose=1|cell=1	11	cell_line_1	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.16348332833502222	0.22396694246553162	0.22396694246553162	0.0	0.8477985911546064	0.6238316486890748	0.8477985911546064	0.6238316486890748	pert=11|dose=1|cell=1	pert=11|dose=1|cell=1	True	0.22886502356120986	0.22886502356120986	0.0	0.960135509642108	0.960135509642108	0.0	0.0	False	False	False	False
13	13	pert=11|dose=1|cell=1	11	cell_line_1	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.14606912249910942	0.29141406761954136	0.29141406761954136	0.0	0.8762813984823521	0.5848673308628107	0.8762813984823521	0.5848673308628107	pert=11|dose=1|cell=1	pert=11|dose=1|cell=1	True	0.14951330417537567	0.14951330417537567	0.0	0.913538843913753	0.913538843913753	0.0	0.0	False	False	False	False
13	14	pert=11|dose=1|cell=1	11	cell_line_1	0.0	preserved_correct	True	True	True	1.0	1.0	0.0	0.20743227408492815	0.23582741693798848	0.23582741693798848	0.0	0.8591732282887261	0.6233458113507376	0.8591732282887261	0.6233458113507376	pert=11|dose=1|cell=1	pert=11|dose=1|cell=1	True	0.09037419044313999	0.09037419044313999	0.0	0.8836633870881846	0.8836633870881846	0.0	0.0	False	False	False	False
13	15	pert=11|dose=1|cell=2	11	cell_line_2	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.1931612267253935	0.5044333551266672	0.5044333551266672	0.0	0.966641203461311	0.4622078483346438	0.966641203461311	0.4622078483346438	pert=11|dose=1|cell=2	pert=11|dose=1|cell=2	True	0.3388532222670465	0.3388532222670465	0.0	0.8827582749385782	0.8827582749385782	0.0	0.0	False	False	False	False
13	16	pert=11|dose=1|cell=2	11	cell_line_2	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.13380945651362441	0.5338860831132839	0.5338860831132839	0.0	0.9728469144220623	0.43896083130877833	0.9728469144220623	0.43896083130877833	pert=11|dose=1|cell=2	pert=11|dose=1|cell=2	True	0.5484490034840519	0.5484490034840519	0.0	0.9679655151133619	0.9679655151133619	0.0	0.0	False	False	False	False
13	17	pert=11|dose=1|cell=2	11	cell_line_2	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.013673471874672716	0.45463258108131155	0.45463258108131155	0.0	0.9569908771497166	0.5023582960684051	0.9569908771497166	0.5023582960684051	pert=11|dose=1|cell=2	pert=11|dose=1|cell=2	True	0.13781540253130986	0.13781540253130986	0.0	0.7883346227800341	0.7883346227800341	0.0	0.0	False	False	False	False
13	18	pert=9|dose=1|cell=0	9	cell_line_0	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.26465219045413224	0.3693703055935911	0.3693703055935911	0.0	0.937192040257392	0.5678217346638009	0.937192040257392	0.5678217346638009	pert=9|dose=1|cell=0	pert=9|dose=1|cell=0	True	0.2946294450324881	0.2946294450324881	0.0	0.9059775183439526	0.9059775183439526	0.0	0.0	False	False	False	False
13	19	pert=9|dose=1|cell=0	9	cell_line_0	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.00145039235166311	0.4138415397333398	0.4138415397333398	0.0	0.9423924590782853	0.5285509193449455	0.9423924590782853	0.5285509193449455	pert=9|dose=1|cell=0	pert=9|dose=1|cell=0	True	0.23539648677602099	0.23539648677602099	0.0	0.8881766358408189	0.8881766358408189	0.0	0.0	False	False	False	False
13	20	pert=9|dose=1|cell=0	9	cell_line_0	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.026932809980172	0.36768261454332407	0.36768261454332407	0.0	0.9542162541424691	0.5865336395991451	0.9542162541424691	0.5865336395991451	pert=9|dose=1|cell=0	pert=9|dose=1|cell=0	True	0.16937691664943666	0.16937691664943666	0.0	0.894874252968094	0.894874252968094	0.0	0.0	False	False	False	False
13	21	pert=9|dose=1|cell=1	9	cell_line_1	0.0	preserved_correct	True	True	True	1.0	1.0	0.0	0.043417530005188776	0.2454988980773235	0.2454988980773235	0.0	0.9634582571630673	0.7179593590857438	0.9634582571630673	0.7179593590857438	pert=9|dose=1|cell=1	pert=9|dose=1|cell=1	True	0.15131826666771586	0.15131826666771586	0.0	0.8669920621175697	0.8669920621175697	0.0	0.0	False	False	False	False
13	22	pert=9|dose=1|cell=1	9	cell_line_1	0.0	preserved_correct	True	True	True	1.0	1.0	0.0	0.14606912249910942	0.24289575997084678	0.24289575997084678	0.0	0.9614747582702626	0.7185789982994158	0.9614747582702626	0.7185789982994158	pert=9|dose=1|cell=1	pert=9|dose=1|cell=1	True	0.1251099694988569	0.1251099694988569	0.0	0.8695442376560074	0.8695442376560074	0.0	0.0	False	False	False	False
13	23	pert=9|dose=1|cell=1	9	cell_line_1	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.20743227408492815	0.24457225583070574	0.24457225583070574	0.0	0.9613469646574702	0.7167747088267644	0.9613469646574702	0.7167747088267644	pert=9|dose=1|cell=1	pert=9|dose=1|cell=1	True	0.32345873936854064	0.32345873936854064	0.0	0.8910853771766235	0.8910853771766235	0.0	0.0	False	False	False	False
13	24	pert=9|dose=1|cell=2	9	cell_line_2	0.0	preserved_correct	True	True	True	1.0	1.0	0.0	0.1901570387682887	0.11724413964099945	0.11724413964099945	0.0	0.9926131731485164	0.8753690335075169	0.9926131731485164	0.8753690335075169	pert=9|dose=1|cell=2	pert=9|dose=1|cell=2	True	0.2100316037727521	0.2100316037727521	0.0	0.9795537510343466	0.9795537510343466	0.0	0.0	False	False	False	False
13	25	pert=9|dose=1|cell=2	9	cell_line_2	0.0	preserved_correct	True	True	True	1.0	1.0	0.0	0.13380945651362441	0.1060178301753203	0.1060178301753203	0.0	0.9941080918610885	0.8880902616857682	0.9941080918610885	0.8880902616857682	pert=9|dose=1|cell=2	pert=9|dose=1|cell=2	True	0.26944219929241287	0.26944219929241287	0.0	0.990118373203559	0.990118373203559	0.0	0.0	False	False	False	False
13	26	pert=9|dose=1|cell=2	9	cell_line_2	0.0	preserved_correct	True	True	True	1.0	1.0	0.0	0.013673471874672716	0.11046625198010562	0.11046625198010562	0.0	0.9922283134019022	0.8817620614217966	0.9922283134019022	0.8817620614217966	pert=9|dose=1|cell=2	pert=9|dose=1|cell=2	True	0.25777030791053257	0.25777030791053257	0.0	0.9834858613572963	0.9834858613572963	0.0	0.0	False	False	False	False
