policy	split	mean_same_program_cosine	mean_different_program_cosine	mean_program_cosine_margin	min_program_cosine_margin	mean_same_program_train_count	row_count
extrapolative_index	real_heldout	0.9924144864082336	-0.1042126652939866	1.0966271517022201	0.48607951402664185	2.0	15
extrapolative_index	train_inner_candidate	0.990030613541603	-0.12465678133885376	1.1146873948804568	0.4407358765602112	1.0	40
random_perturbation	real_heldout	0.9896268328030904	-0.09454951100051404	1.0841763438036045	0.5489487648010254	1.6666666666666667	15
random_perturbation	train_inner_candidate	0.8686577528715134	-0.14161097980104387	1.0102687326725572	-0.10435803979635239	1.25	40
stratified_program	real_heldout	0.9929159998893737	-0.10762444775706778	1.1005404476464415	0.4380630850791931	2.0	15
stratified_program	train_inner_candidate	0.9895249336957932	-0.12190208099782467	1.1114270146936178	0.46072107553482056	1.0	40
