seed	policy	benchmark	representation	heldout_train_perturbation_id	rows	inner_transition	inner_delta_cosine	inner_recall_at_1	inner_delta_rank	inner_magnitude_ratio
34	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	8	9	0.2289429005432288	0.9495144517292348	1.0	6.498725289076259	0.9859825072483314
34	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	9	9	0.23942975561742136	0.9652805532574487	1.0	6.635955464562473	1.0211786796026
34	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	10	9	0.21970946473101202	0.9610100330024177	1.0	6.690936831372004	1.0242271571349508
34	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	11	9	0.1452907516888499	0.9470312384026305	1.0	6.597619414662766	1.0221752834220428
34	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	1	9	0.27966536853494345	0.8341193923937456	1.0	7.516262298560571	0.9781270043594622
34	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	2	9	0.21962026243660887	0.8004168050036176	1.0	7.5674459949769	0.8175489633026365
34	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	3	9	0.2652741138892491	0.8158848734528102	1.0	7.495233762301655	0.9858659431470396
34	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	4	9	0.5780209718125467	0.9398174292950559	1.0	7.546258790790532	0.980381780441036
34	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	8	9	0.5868445955567833	0.907729282005761	1.0	7.525618377437359	0.9342563131259765
34	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	9	9	0.27064156390705413	0.8183437201217066	1.0	7.53167480487857	0.8510743392409128
34	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	10	9	0.24704476865963232	0.8055024749056305	1.0	7.489621180866161	1.0434506263589947
34	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	11	9	0.3820138773941951	0.8626077180261363	1.0	7.544205875342419	0.8825500783501012
35	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	1	9	0.07555546913188893	0.9415439763123674	1.0	6.756229508204856	0.974789129517454
35	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	2	9	0.13089044725705842	0.9791068539037803	1.0	6.929162990561927	1.0085338596762523
35	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	3	9	0.17368873287039654	0.9765633408674534	1.0	6.888367101532743	0.9937031460730024
35	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	4	9	0.12930380470281708	0.9585097176854246	1.0	6.830642827468086	1.0078835315980863
35	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	8	9	0.12473801868152427	0.9631098900919146	1.0	6.669293027177197	0.9721037269874194
35	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	9	9	0.0774760212889784	0.9380488892844697	1.0	6.681513764107961	0.9896179951063167
35	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	10	9	0.13169199836854809	0.9804912324061943	1.0	6.780205035917164	0.9723102255727802
35	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	11	9	0.17655942308133468	0.9802972924547917	1.0	6.55091314862024	0.9828553940626953
35	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	1	9	0.252419765835014	0.8459234347026834	1.0	7.634004492835196	0.9625918639011614
35	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	2	9	0.42633619767416353	0.9471363038421678	0.6666666666666666	7.690295254015618	1.0374794020655935
35	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	3	9	0.5891680640499817	0.9563477488604184	1.0	7.6700465117995025	0.9643972262872692
35	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	4	9	0.4730562192208862	0.9135407261950986	1.0	7.622871846052089	0.8884396239898853
35	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	8	9	0.3173525022216167	0.8971848994435513	1.0	7.649960196065425	1.0473128101575346
35	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	9	9	0.2809685443651894	0.8647150909476771	1.0	7.634329695393473	0.8893951350839067
35	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	10	9	0.5543597111680454	0.9438161115425167	0.8888888888888888	7.613952072252576	0.9106789406514646
35	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	11	9	0.5888329763621118	0.950730499167823	1.0	7.680796902457675	0.9697221788620034
36	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	1	9	0.1715101306211714	0.9569391651337159	1.0	6.84208489305552	1.0621984520034486
36	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	2	9	0.30889443187103777	0.9752646037993326	1.0	6.733327382094778	1.001257301070326
36	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	3	9	0.18856557065067736	0.9565145475382884	1.0	7.063125090211938	1.0157232021327587
36	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	4	9	0.21053381380961061	0.9525745118309479	1.0	6.906611419369662	1.0060657352650157
36	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	8	9	0.22169976682046974	0.9543023720265347	1.0	6.909270674288228	0.9774348382145607
36	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	9	9	0.20661648377602612	0.9547525194361758	1.0	7.170623667247644	0.9126061119179977
36	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	10	9	0.2996352934534332	0.9758775084621776	1.0	6.747616424328569	0.9821514853901002
36	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	11	9	0.18312933779391533	0.9578525030591111	1.0	6.928592922808736	0.9544034289598553
36	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	1	9	0.21841358924091392	0.8036854353276778	1.0	7.209596988960995	0.9370594659250179
36	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	2	9	0.2512979117250453	0.8594844432153129	1.0	7.062957555349825	0.941452223241495
36	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	3	9	0.16241387489264422	0.6999796859066927	1.0	7.127611351891052	0.8235379929221397
36	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	4	9	0.34689741700544974	0.940341406148274	1.0	7.207015182596291	0.9340647284451994
36	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	8	9	0.35212820323973437	0.9338231585153197	1.0	7.10433216872629	1.086951714712465
36	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	9	9	0.1813088185903231	0.8117731568489936	1.0	7.1413450146193	0.9677084492564018
36	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	10	9	0.17875523846329994	0.8093544651817913	1.0	7.124580266215504	1.0187552100196773
36	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	11	9	0.1865224652950285	0.6679860856317422	1.0	7.156008323845724	0.8921370618593019
37	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	1	9	0.15968971871855256	0.9669646199757546	1.0	6.677482267334027	1.0716939321149883
37	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	2	9	0.08815626507598374	0.955646484483922	1.0	6.734077195173414	0.9930281804146127
37	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	3	9	0.07865171621394426	0.8893555680275893	1.0	6.5951450280375665	0.9539451423358061
37	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	4	9	0.17418741991199238	0.9733876744518661	1.0	6.460085463139901	0.9270499266211386
37	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	8	9	0.15008673059744643	0.9704900355354139	1.0	6.454857557354366	1.0618574475239713
37	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	9	9	0.17896213568500144	0.9592336687700652	1.0	6.591609072903865	0.9068488562775465
37	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	10	9	0.1045302665909497	0.9576335681778025	1.0	6.618646040116908	0.9651726902315763
37	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	11	9	0.06987809281351691	0.8870487378425042	1.0	6.617996125919243	0.9836581505271139
37	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	1	9	0.13767343035876775	0.8501099180487118	1.0	7.3045370052287995	0.9610283019742266
37	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	2	9	0.07813451307730741	0.7708951499156812	1.0	7.246764149352061	0.7654414882605078
37	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	3	9	0.05250649344377632	0.6537672349077472	1.0	7.294409412185008	0.7539773586886398
37	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	4	9	0.1684060694695214	0.9263726654976432	1.0	7.370323340359152	1.0215441914933427
37	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	8	9	0.19080187739075097	0.9214343098956438	1.0	7.28300392595543	0.8888898363283483
37	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	9	9	0.14564520813747275	0.8459751235071976	1.0	7.29151882101762	0.8824069913195046
37	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	10	9	0.06308586981796872	0.8112840874602938	1.0	7.303709107589761	1.0414961092137525
37	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	11	9	0.017200632923638468	0.5993869688712339	1.0	7.287880653626682	1.1167473973087407
38	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	1	9	0.19695941122466495	0.9794259646601068	1.0	6.89928172696067	1.0036168061698882
38	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	2	9	0.16146064796605547	0.963440968808359	1.0	6.753860478239704	1.0569811466867336
38	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	3	9	0.193538390591744	0.9870122928780388	1.0	6.7997213241631265	0.9572002133092915
38	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	4	9	0.0751911962956178	0.9336918548314483	1.0	6.9101917962514365	1.0728161724979806
38	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	8	9	0.08539867099856407	0.9393161397482059	1.0	6.716907045429107	0.9055750200500492
38	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	9	9	0.20310971464047553	0.9751320582448062	1.0	6.751379712318147	0.9782436131254089
38	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	10	9	0.17440139562770524	0.9652969478732198	1.0	6.770789583315434	0.9284206005392662
38	stratified_program	synth_program_aligned_stratified_holdout_lite	true_z_bio	11	9	0.1757046826022436	0.9834676046435439	1.0	7.004715204665598	1.0270948608469976
38	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	1	9	0.6571160990617491	0.9604808512062313	1.0	7.5349880901738295	0.955802651275004
38	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	2	9	0.22752124236556182	0.9320301837493832	1.0	7.571251073920861	1.056491589448485
38	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	3	9	0.2948726951747257	0.8560398860279907	1.0	7.590263686715071	0.8105081594721167
38	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	4	9	0.15965719819457003	0.8489375057613987	1.0	7.574838868799854	0.9924275659821641
38	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	8	9	0.16786963651559697	0.8355812961932928	1.0	7.527724988467311	0.8640112964443498
38	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	9	9	0.5716084969073019	0.928335539647607	1.0	7.6165647593797035	0.9857947145467073
38	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	10	9	0.29455440922084075	0.9441138552700384	1.0	7.570338349834077	0.947098844296742
38	stratified_program	synth_program_aligned_stratified_holdout_lite	observed_rna_pca	11	9	0.16245092091034585	0.8464855840294072	1.0	7.613525081432771	1.0414573756803351
