split	mean_same_program_cosine	mean_different_program_cosine	mean_program_cosine_margin	min_program_cosine_margin	mean_same_program_train_count	row_count
real_heldout	0.9932769735654196	-0.04892016160819265	1.0421971351736121	0.48607951402664185	2.0	9
train_inner_candidate	0.9893942127625147	-0.06622928900954624	1.055623501772061	0.4407358765602112	1.0	24
