seed	scale	safe	transition_improvement	delta_cosine	recall_at_1	gap_transition	gap_delta_cosine	gap_recall	broken_count	near_tie_erosions	margin_q10_change	mean_margin_change	near_tie_count
1	0.0	True	0.23016913206959908	0.9223779129863063	0.4861111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0
1	0.025	False	0.23114681480088586	0.9251325186922179	0.4861111111111111	0.0009776827312867886	0.0027546057059115725	0.0	0.0	7.0	-8.987668344495646e-06	0.0001559706126634407	35.0
1	0.05	False	0.23209608464373885	0.9278291221587539	0.4861111111111111	0.001926952574139773	0.005451209172447569	0.0	0.0	9.0	-1.7951669416849147e-05	0.00031097376387034185	35.0
1	0.1	False	0.23390951025822376	0.933042109554029	0.4861111111111111	0.003740378188624688	0.010664196567722661	0.0	0.0	13.0	-3.580848519151307e-05	0.000614122894418332	35.0
1	0.15	False	0.23560984746422894	0.9380050160881671	0.5	0.005440715394629869	0.015627103101860773	0.013888888888888895	0.0	18.0	-6.368162258574289e-05	0.000879715873509285	35.0
1	0.2	False	0.23719783027613583	0.9427070669250691	0.5	0.00702869820653676	0.02032915393876278	0.013888888888888895	0.0	19.0	-0.00019987900979627775	0.0010633748439729746	35.0
1	0.25	False	0.23867447469843123	0.9471388036862876	0.5	0.008505342628832152	0.02476089069998122	0.013888888888888895	2.0	20.0	-0.0003046310982145251	0.0011214648339036232	35.0
1	0.5	False	0.2444405998341813	0.9650242392023003	0.5	0.014271467764582213	0.04264632621599396	0.013888888888888895	5.0	25.0	-0.0014215976540768783	0.0013785226009004861	35.0
1	0.75	False	0.24770259024786986	0.9756872578419886	0.5	0.01753345817827079	0.053309344855682284	0.013888888888888895	9.0	25.0	-0.00343509892950411	0.0014962368547436844	35.0
1	1.0	False	0.24877550058612152	0.9797032344955965	0.5	0.018606368516522448	0.05732532150929015	0.013888888888888895	12.0	26.0	-0.004787041283272208	0.0015261074117733319	35.0
