rna_cell_id_count	protein_cell_id_count	rna_alias_id_count	protein_alias_id_count	image_sample_id_count	rna_protein_cell_id_overlap	rna_protein_cell_id_overlap_fraction_of_rna	rna_protein_cell_id_overlap_fraction_of_protein	image_rna_alias_overlap	image_protein_alias_overlap	image_rna_protein_alias_overlap	rna_protein_examples	image_rna_examples	image_protein_examples
2206191	99294	2206191	198588	500	93848	0.04253847468328898	0.9451527786170363	281	17	17	100001212342975985766672256078858246231,100001546057789672196375941637678957774,10000372391912158512952532434829519247,100004686964922353514544703478806832257,10001061918926768954970977187147232	100000235360096190881752765667944812208,100000251864987355764392889221243415948,100000364886166220073588621151611719403,100000489918494630920482672582203866452,100000830185540017450374120249317817068	100001212342975985766672256078858246231,100001546057789672196375941637678957774,10000372391912158512952532434829519247,100004686964922353514544703478806832257,10001061918926768954970977187147232
