seed	query_index	condition_key	perturbation_id	cell_line	selected_residual_scale	flip_type	source_top1_correct	floor_top1_correct	selected_top1_correct	floor_rank	selected_rank	rank_change_selected_minus_floor	source_margin	floor_margin	selected_margin	margin_change_selected_minus_floor	floor_correct_score	floor_best_wrong_score	selected_correct_score	selected_best_wrong_score	floor_top1_label	selected_top1_label	same_top1_label_as_floor	floor_transition_gain	selected_transition_gain	transition_gain_change_selected_minus_floor	floor_delta_cosine	selected_delta_cosine	delta_cosine_change_selected_minus_floor	residual_norm	floor_near_tie_0p02	selected_near_tie_0p02	floor_near_tie_0p05	selected_near_tie_0p05	rowwise_active	rowwise_risk_score
29	0	pert=10|dose=1|cell=0	10	cell_line_0	0.005	preserved_correct	False	True	True	1.0	1.0	0.0	-0.1217900887645269	0.08898843917741295	0.08903347289322205	4.503371580910631e-05	0.9309636501634386	0.8419752109860257	0.9309433222467401	0.8419098493535181	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.3419436154315467	0.3419227681157634	-2.084731578333443e-05	0.8463574638718017	0.8463574638718016	-1.1102230246251565e-16	0.002137083243417908	False	False	False	False	True	-1000000000.0
29	1	pert=10|dose=1|cell=0	10	cell_line_0	0.005	preserved_correct	False	True	True	1.0	1.0	0.0	-0.33149930601684674	0.10311453555501549	0.10320281980381563	8.828424880014119e-05	0.9262137757836363	0.8230992402286208	0.9262376149075953	0.8230347951037796	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.5007142433857033	0.5007316559505899	1.741256488674292e-05	0.8715560249139501	0.8715560249139502	1.1102230246251565e-16	0.0015121478047746147	False	False	False	False	True	-1000000000.0
29	2	pert=10|dose=1|cell=0	10	cell_line_0	0.005	preserved_correct	False	True	True	1.0	1.0	0.0	-0.19937252655029003	0.10181756592102464	0.10198251557606786	0.00016494965504321168	0.9367768992416915	0.8349593333206669	0.9368108336089798	0.8348283180329119	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.4880324110400674	0.4880663454073559	3.393436728849064e-05	0.9241052909135112	0.9241052909135111	-1.1102230246251565e-16	0.0035313628727165515	False	False	False	False	True	-1000000000.0
29	3	pert=10|dose=1|cell=1	10	cell_line_1	0.005	preserved_correct	False	True	True	1.0	1.0	0.0	-0.030542987664969212	0.05319090070232113	0.05321875195663728	2.785125431614688e-05	0.975654202596563	0.9224633018942419	0.9756273907182407	0.9224086387616034	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.1695848529736761	0.16955804109535377	-2.6811878322319238e-05	0.8595343206911739	0.8595343206911737	-1.1102230246251565e-16	0.001525205654757644	False	False	False	False	True	-1000000000.0
29	4	pert=10|dose=1|cell=1	10	cell_line_1	0.005	preserved_correct	False	True	True	1.0	1.0	0.0	-0.08362944170727149	0.08576284046031935	0.08585885727154097	9.601681122162198e-05	0.9714418318637941	0.8856789914034747	0.9714045533041914	0.8855456960326504	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.1334556233706734	0.13338623511581693	-6.938825485647282e-05	0.7727471685633936	0.7727471685633938	1.1102230246251565e-16	0.0021810421715246007	False	False	False	False	True	-1000000000.0
29	5	pert=10|dose=1|cell=1	10	cell_line_1	0.005	preserved_correct	False	True	True	1.0	1.0	0.0	-0.08416165488338934	0.05376659902608516	0.053886003561137374	0.00011940453505221438	0.9822077970468117	0.9284411980207266	0.9822026128119319	0.9283166092507945	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.20048580574405428	0.20048062150917412	-5.184234880162286e-06	0.9127942628311826	0.9127942628311826	0.0	0.00262010981610158	False	False	False	False	True	-1000000000.0
29	6	pert=10|dose=1|cell=2	10	cell_line_2	0.005	preserved_correct	True	True	True	1.0	1.0	0.0	0.006755340601213189	0.02077619447356094	0.02077619447356094	0.0	0.989420810798268	0.9686446163247071	0.989420810798268	0.9686446163247071	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.058358114640271186	0.058358114640271186	0.0	0.9563173711396732	0.9563173711396732	0.0	0.0	False	False	True	True	True	-1000000000.0
29	7	pert=10|dose=1|cell=2	10	cell_line_2	0.005	preserved_correct	False	True	True	1.0	1.0	0.0	-0.011984780386250726	0.019980032097813294	0.019980032097813294	0.0	0.9840052763034873	0.964025244205674	0.9840052763034873	0.964025244205674	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.10354036468078942	0.10354036468078942	0.0	0.9586304051421424	0.9586304051421424	0.0	0.0	True	True	True	True	True	-1000000000.0
29	8	pert=10|dose=1|cell=2	10	cell_line_2	0.005	preserved_correct	False	True	True	1.0	1.0	0.0	-0.024820571383727286	0.018629696971728338	0.018629696971728338	0.0	0.9897592464914404	0.9711295495197121	0.9897592464914404	0.9711295495197121	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.15296548320808345	0.15296548320808345	0.0	0.9728642065791482	0.9728642065791482	0.0	0.0	True	True	True	True	True	-1000000000.0
29	9	pert=11|dose=1|cell=0	11	cell_line_0	0.005	preserved_correct	True	True	True	1.0	1.0	0.0	0.1217900887645269	0.34822189246961455	0.34822189246961455	0.0	0.9602528586400875	0.6120309661704729	0.9602528586400875	0.6120309661704729	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.3810515977110379	0.3810515977110379	0.0	0.944221858644043	0.944221858644043	0.0	0.0	False	False	False	False	True	-1000000000.0
