seed	split	method	transition_improvement	delta_cosine	recall_at_1	delta_rank	magnitude_ratio
37	validation	source_as_target	0.0	0.0	0.006329113924050633	0.0	0.0
37	validation	protected_full_ridge_floor	-0.861735764039463	0.0020263580675298955	0.0	1.234658307556637	22.515805036684185
37	validation	F097_no_delta_calibration	-0.049524009611553635	-0.8538918347577331	0.012658227848101266	9.893291053556373	0.34996549284530254
37	test	source_as_target	0.0	0.0	0.0070921985815602835	0.0	0.0
37	test	protected_full_ridge_floor	-0.8242834384607656	0.025338657486459148	0.014184397163120567	1.256837375198258	18.743242502426373
37	test	F097_no_delta_calibration	-0.08634480683711206	-0.853663138349977	0.0070921985815602835	7.294189354101928	0.3349854185021603
37	alternate_test	source_as_target	0.0	0.0	0.006622516556291391	0.0	0.0
37	alternate_test	protected_full_ridge_floor	-0.7262178402859779	0.08499837537108847	0.013245033112582781	1.275263643730058	20.32219994727761
37	alternate_test	F097_no_delta_calibration	-0.06820542587352411	-0.7942184776905946	0.006622516556291391	9.130147898429945	0.3721867504688404
38	validation	source_as_target	0.0	0.0	0.006329113924050633	0.0	0.0
38	validation	protected_full_ridge_floor	-0.861735764039463	0.0020263580675298955	0.0	1.234658307556637	22.515805036684185
38	validation	F097_no_delta_calibration	-0.03194609922649328	-0.8539837914102023	0.006329113924050633	10.411470321927942	0.34977557575321544
38	test	source_as_target	0.0	0.0	0.0070921985815602835	0.0	0.0
38	test	protected_full_ridge_floor	-0.8242834384607656	0.025338657486459148	0.014184397163120567	1.256837375198258	18.743242502426373
38	test	F097_no_delta_calibration	-0.07436487246440654	-0.8537514763069768	0.0070921985815602835	7.908894439119576	0.33473399702138845
38	alternate_test	source_as_target	0.0	0.0	0.006622516556291391	0.0	0.0
38	alternate_test	protected_full_ridge_floor	-0.7262178402859779	0.08499837537108847	0.013245033112582781	1.275263643730058	20.32219994727761
38	alternate_test	F097_no_delta_calibration	-0.021873887513945273	-0.7942956986198892	0.006622516556291391	9.842428177278597	0.3719557842533619
39	validation	source_as_target	0.0	0.0	0.006329113924050633	0.0	0.0
39	validation	protected_full_ridge_floor	-0.861735764039463	0.0020263580675298955	0.0	1.234658307556637	22.515805036684185
39	validation	F097_no_delta_calibration	-0.006944399857126537	-0.8538635448209294	0.006329113924050633	10.278686713207334	0.3497074334378271
39	test	source_as_target	0.0	0.0	0.0070921985815602835	0.0	0.0
39	test	protected_full_ridge_floor	-0.8242834384607656	0.025338657486459148	0.014184397163120567	1.256837375198258	18.743242502426373
39	test	F097_no_delta_calibration	-0.04020980249736727	-0.8536179685259359	0.0070921985815602835	7.817298163622746	0.3346652892438457
39	alternate_test	source_as_target	0.0	0.0	0.006622516556291391	0.0	0.0
39	alternate_test	protected_full_ridge_floor	-0.7262178402859779	0.08499837537108847	0.013245033112582781	1.275263643730058	20.32219994727761
39	alternate_test	F097_no_delta_calibration	-0.015770813254264965	-0.7941838103715211	0.0	10.938147608293281	0.3718604231687725
