cp_feature
Cells_RadialDistribution_FracAtD_RNA_3of4
Cells_RadialDistribution_FracAtD_RNA_4of4
Cells_RadialDistribution_MeanFrac_AGP_1of4
Cells_RadialDistribution_MeanFrac_AGP_3of4
Cells_RadialDistribution_MeanFrac_DNA_1of4
Cells_RadialDistribution_MeanFrac_DNA_2of4
Cells_RadialDistribution_MeanFrac_DNA_3of4
Cells_RadialDistribution_MeanFrac_DNA_4of4
Cells_RadialDistribution_MeanFrac_ER_2of4
Cells_RadialDistribution_MeanFrac_ER_3of4
Cells_RadialDistribution_MeanFrac_ER_4of4
Cells_RadialDistribution_MeanFrac_Mito_3of4
Cells_RadialDistribution_MeanFrac_Mito_4of4
Cells_RadialDistribution_MeanFrac_RNA_1of4
Cells_RadialDistribution_MeanFrac_RNA_3of4
Cells_RadialDistribution_RadialCV_AGP_1of4
Cells_RadialDistribution_RadialCV_AGP_2of4
Cells_RadialDistribution_RadialCV_AGP_3of4
Cells_RadialDistribution_RadialCV_AGP_4of4
Cells_RadialDistribution_RadialCV_DNA_1of4
Cells_RadialDistribution_RadialCV_DNA_2of4
Cells_RadialDistribution_RadialCV_DNA_3of4
Cells_RadialDistribution_RadialCV_DNA_4of4
Cells_RadialDistribution_RadialCV_ER_1of4
Cells_RadialDistribution_RadialCV_ER_2of4
Cells_RadialDistribution_RadialCV_ER_3of4
Cells_RadialDistribution_RadialCV_ER_4of4
Cells_RadialDistribution_RadialCV_Mito_1of4
Cells_RadialDistribution_RadialCV_Mito_2of4
Cells_RadialDistribution_RadialCV_Mito_3of4
Cells_RadialDistribution_RadialCV_Mito_4of4
Cells_RadialDistribution_RadialCV_RNA_1of4
Cells_RadialDistribution_RadialCV_RNA_2of4
Cells_RadialDistribution_RadialCV_RNA_3of4
Cells_RadialDistribution_RadialCV_RNA_4of4
Cells_Texture_AngularSecondMoment_AGP_10_0
Cells_Texture_AngularSecondMoment_ER_10_0
Cells_Texture_AngularSecondMoment_Mito_10_0
Cells_Texture_AngularSecondMoment_RNA_10_0
Cells_Texture_Contrast_DNA_10_0
Cells_Texture_Correlation_AGP_10_0
Cells_Texture_Correlation_DNA_3_0
Cells_Texture_DifferenceEntropy_RNA_10_0
Cells_Texture_DifferenceVariance_AGP_3_0
Cells_Texture_DifferenceVariance_DNA_10_0
Cells_Texture_DifferenceVariance_ER_3_0
Cells_Texture_DifferenceVariance_Mito_3_0
Cells_Texture_DifferenceVariance_RNA_10_0
Cells_Texture_Entropy_AGP_3_0
Cells_Texture_Gabor_AGP_3
Cells_Texture_Gabor_AGP_5
Cells_Texture_Gabor_DNA_10
Cells_Texture_Gabor_ER_10
Cells_Texture_Gabor_ER_3
Cells_Texture_Gabor_ER_5
Cells_Texture_Gabor_Mito_10
Cells_Texture_Gabor_Mito_3
Cells_Texture_Gabor_Mito_5
Cells_Texture_Gabor_RNA_10
Cells_Texture_Gabor_RNA_3
Cells_Texture_Gabor_RNA_5
Cells_Texture_InfoMeas1_AGP_10_0
Cells_Texture_InfoMeas1_DNA_10_0
Cells_Texture_InfoMeas1_ER_10_0
Cells_Texture_InfoMeas2_DNA_10_0
Cells_Texture_InfoMeas2_DNA_5_0
Cells_Texture_InfoMeas2_ER_10_0
Cells_Texture_InfoMeas2_ER_3_0
Cells_Texture_InfoMeas2_Mito_3_0
Cells_Texture_InfoMeas2_RNA_10_0
Cells_Texture_InfoMeas2_RNA_3_0
Cells_Texture_InverseDifferenceMoment_RNA_3_0
Cells_Texture_SumAverage_AGP_3_0
Cells_Texture_SumAverage_DNA_3_0
Cells_Texture_SumAverage_Mito_10_0
Cells_Texture_SumAverage_RNA_10_0
Cells_Texture_SumEntropy_AGP_10_0
Cells_Texture_SumEntropy_ER_10_0
Cells_Texture_SumEntropy_Mito_10_0
Cells_Texture_SumEntropy_RNA_10_0
Cells_Texture_SumVariance_AGP_10_0
Cells_Texture_SumVariance_DNA_10_0
Cells_Texture_SumVariance_ER_10_0
Cells_Texture_SumVariance_Mito_10_0
Cytoplasm_AreaShape_Area
Cytoplasm_AreaShape_Compactness
Cytoplasm_AreaShape_Eccentricity
Cytoplasm_AreaShape_Extent
Cytoplasm_AreaShape_FormFactor
Cytoplasm_AreaShape_Solidity
Cytoplasm_AreaShape_Zernike_0_0
Cytoplasm_AreaShape_Zernike_1_1
Cytoplasm_AreaShape_Zernike_2_0
Cytoplasm_AreaShape_Zernike_2_2
Cytoplasm_AreaShape_Zernike_3_1
Cytoplasm_AreaShape_Zernike_3_3
Cytoplasm_AreaShape_Zernike_4_0
Cytoplasm_AreaShape_Zernike_4_2
Cytoplasm_AreaShape_Zernike_5_1
Cytoplasm_AreaShape_Zernike_5_3
Cytoplasm_AreaShape_Zernike_5_5
Cytoplasm_AreaShape_Zernike_6_0
Cytoplasm_AreaShape_Zernike_6_2
Cytoplasm_AreaShape_Zernike_6_4
Cytoplasm_AreaShape_Zernike_7_1
Cytoplasm_AreaShape_Zernike_7_3
Cytoplasm_AreaShape_Zernike_7_5
Cytoplasm_AreaShape_Zernike_7_7
Cytoplasm_AreaShape_Zernike_8_0
Cytoplasm_AreaShape_Zernike_8_2
Cytoplasm_AreaShape_Zernike_8_4
Cytoplasm_AreaShape_Zernike_8_6
Cytoplasm_AreaShape_Zernike_9_1
Cytoplasm_AreaShape_Zernike_9_3
Cytoplasm_AreaShape_Zernike_9_5
Cytoplasm_AreaShape_Zernike_9_7
Cytoplasm_AreaShape_Zernike_9_9
Cytoplasm_Correlation_Correlation_DNA_AGP
Cytoplasm_Correlation_Correlation_DNA_Mito
Cytoplasm_Correlation_Correlation_DNA_RNA
Cytoplasm_Correlation_Correlation_ER_RNA
Cytoplasm_Correlation_Correlation_Mito_AGP
Cytoplasm_Correlation_Correlation_Mito_ER
Cytoplasm_Correlation_Correlation_Mito_RNA
Cytoplasm_Correlation_Correlation_RNA_AGP
Cytoplasm_Correlation_K_AGP_DNA
Cytoplasm_Correlation_K_DNA_AGP
Cytoplasm_Correlation_K_DNA_ER
Cytoplasm_Correlation_K_DNA_Mito
Cytoplasm_Correlation_K_DNA_RNA
Cytoplasm_Correlation_K_ER_DNA
Cytoplasm_Correlation_K_Mito_DNA
Cytoplasm_Correlation_K_RNA_DNA
Cytoplasm_Correlation_Overlap_DNA_ER
Cytoplasm_Correlation_Overlap_DNA_Mito
Cytoplasm_Correlation_Overlap_DNA_RNA
Cytoplasm_Correlation_Overlap_ER_RNA
Cytoplasm_Correlation_Overlap_Mito_AGP
Cytoplasm_Correlation_Overlap_Mito_ER
Cytoplasm_Correlation_Overlap_Mito_RNA
Cytoplasm_Correlation_Overlap_RNA_AGP
Cytoplasm_Granularity_1_AGP
Cytoplasm_Granularity_1_Mito
Cytoplasm_Granularity_1_RNA
Cytoplasm_Granularity_2_AGP
Cytoplasm_Granularity_2_ER
Cytoplasm_Granularity_2_Mito
Cytoplasm_Granularity_2_RNA
Cytoplasm_Granularity_3_AGP
Cytoplasm_Granularity_4_RNA
Cytoplasm_Granularity_5_ER
Cytoplasm_Granularity_6_ER
Cytoplasm_Intensity_IntegratedIntensityEdge_AGP
Cytoplasm_Intensity_IntegratedIntensityEdge_RNA
Cytoplasm_Intensity_MADIntensity_AGP
Cytoplasm_Intensity_MADIntensity_DNA
Cytoplasm_Intensity_MADIntensity_Mito
Cytoplasm_Intensity_MADIntensity_RNA
Cytoplasm_Intensity_MassDisplacement_AGP
Cytoplasm_Intensity_MassDisplacement_DNA
Cytoplasm_Intensity_MassDisplacement_ER
Cytoplasm_Intensity_MassDisplacement_Mito
Cytoplasm_Intensity_MassDisplacement_RNA
Cytoplasm_Intensity_MaxIntensity_AGP
Cytoplasm_Intensity_MaxIntensity_ER
Cytoplasm_Intensity_MaxIntensity_Mito
Cytoplasm_Intensity_MinIntensity_ER
Cytoplasm_Intensity_StdIntensity_DNA
Cytoplasm_Location_MaxIntensity_Y_RNA
Cytoplasm_RadialDistribution_FracAtD_AGP_1of4
Cytoplasm_RadialDistribution_FracAtD_DNA_3of4
Cytoplasm_RadialDistribution_FracAtD_ER_1of4
Cytoplasm_RadialDistribution_FracAtD_ER_3of4
Cytoplasm_RadialDistribution_FracAtD_Mito_1of4
Cytoplasm_RadialDistribution_FracAtD_RNA_2of4
Cytoplasm_RadialDistribution_MeanFrac_AGP_1of4
Cytoplasm_RadialDistribution_MeanFrac_AGP_3of4
Cytoplasm_RadialDistribution_MeanFrac_DNA_4of4
Cytoplasm_RadialDistribution_MeanFrac_ER_3of4
Cytoplasm_RadialDistribution_MeanFrac_Mito_1of4
Cytoplasm_RadialDistribution_MeanFrac_Mito_3of4
Cytoplasm_RadialDistribution_MeanFrac_RNA_1of4
Cytoplasm_RadialDistribution_RadialCV_AGP_1of4
Cytoplasm_RadialDistribution_RadialCV_AGP_2of4
Cytoplasm_RadialDistribution_RadialCV_AGP_3of4
Cytoplasm_RadialDistribution_RadialCV_AGP_4of4
Cytoplasm_RadialDistribution_RadialCV_DNA_1of4
Cytoplasm_RadialDistribution_RadialCV_DNA_2of4
Cytoplasm_RadialDistribution_RadialCV_ER_1of4
Cytoplasm_RadialDistribution_RadialCV_ER_2of4
Cytoplasm_RadialDistribution_RadialCV_ER_4of4
Cytoplasm_RadialDistribution_RadialCV_Mito_1of4
Cytoplasm_RadialDistribution_RadialCV_Mito_4of4
Cytoplasm_RadialDistribution_RadialCV_RNA_1of4
Cytoplasm_RadialDistribution_RadialCV_RNA_4of4
Cytoplasm_Texture_AngularSecondMoment_AGP_10_0
Cytoplasm_Texture_AngularSecondMoment_DNA_10_0
Cytoplasm_Texture_AngularSecondMoment_RNA_10_0
Cytoplasm_Texture_Correlation_AGP_10_0
Cytoplasm_Texture_Correlation_AGP_3_0
Cytoplasm_Texture_Correlation_DNA_10_0
Cytoplasm_Texture_Correlation_DNA_5_0
Cytoplasm_Texture_Correlation_ER_10_0
Cytoplasm_Texture_Correlation_ER_3_0
Cytoplasm_Texture_Correlation_Mito_10_0
Cytoplasm_Texture_Correlation_Mito_3_0
Cytoplasm_Texture_Correlation_RNA_10_0
Cytoplasm_Texture_DifferenceEntropy_ER_10_0
Cytoplasm_Texture_DifferenceEntropy_Mito_10_0
Cytoplasm_Texture_DifferenceEntropy_RNA_10_0
Cytoplasm_Texture_DifferenceVariance_AGP_10_0
Cytoplasm_Texture_DifferenceVariance_DNA_10_0
Cytoplasm_Texture_DifferenceVariance_ER_10_0
Cytoplasm_Texture_DifferenceVariance_Mito_10_0
Cytoplasm_Texture_Entropy_AGP_10_0
Cytoplasm_Texture_Entropy_RNA_10_0
Cytoplasm_Texture_Entropy_RNA_5_0
Cytoplasm_Texture_Gabor_AGP_10
Cytoplasm_Texture_Gabor_AGP_3
Cytoplasm_Texture_Gabor_DNA_10
Cytoplasm_Texture_Gabor_DNA_5
Cytoplasm_Texture_Gabor_ER_10
Cytoplasm_Texture_Gabor_ER_3
Cytoplasm_Texture_Gabor_ER_5
Cytoplasm_Texture_Gabor_Mito_5
Cytoplasm_Texture_InfoMeas1_AGP_10_0
Cytoplasm_Texture_InfoMeas1_DNA_10_0
Cytoplasm_Texture_InfoMeas1_ER_10_0
Cytoplasm_Texture_InfoMeas1_ER_5_0
Cytoplasm_Texture_InfoMeas1_Mito_10_0
Cytoplasm_Texture_InfoMeas1_Mito_5_0
Cytoplasm_Texture_InfoMeas2_ER_10_0
Cytoplasm_Texture_InfoMeas2_ER_3_0
Cytoplasm_Texture_InfoMeas2_Mito_10_0
Cytoplasm_Texture_InfoMeas2_RNA_10_0
Cytoplasm_Texture_InfoMeas2_RNA_3_0
Cytoplasm_Texture_InverseDifferenceMoment_RNA_10_0
Cytoplasm_Texture_SumAverage_AGP_5_0
Cytoplasm_Texture_SumAverage_RNA_10_0
Cytoplasm_Texture_SumEntropy_ER_10_0
Cytoplasm_Texture_SumEntropy_Mito_10_0
Cytoplasm_Texture_SumEntropy_RNA_5_0
Cytoplasm_Texture_SumVariance_AGP_10_0
Cytoplasm_Texture_SumVariance_DNA_3_0
Cytoplasm_Texture_SumVariance_ER_10_0
Cytoplasm_Texture_SumVariance_Mito_10_0
Cytoplasm_Texture_SumVariance_RNA_3_0
Cytoplasm_Texture_Variance_Mito_10_0
Cytoplasm_Texture_Variance_RNA_10_0
Nuclei_AreaShape_Compactness
Nuclei_AreaShape_Extent
Nuclei_AreaShape_FormFactor
Nuclei_AreaShape_MedianRadius
Nuclei_AreaShape_MinFeretDiameter
Nuclei_AreaShape_Orientation
Nuclei_AreaShape_Perimeter
Nuclei_AreaShape_Solidity
Nuclei_AreaShape_Zernike_1_1
Nuclei_AreaShape_Zernike_2_0
Nuclei_AreaShape_Zernike_2_2
Nuclei_AreaShape_Zernike_3_1
Nuclei_AreaShape_Zernike_3_3
Nuclei_AreaShape_Zernike_4_0
Nuclei_AreaShape_Zernike_4_2
Nuclei_AreaShape_Zernike_4_4
Nuclei_AreaShape_Zernike_5_1
Nuclei_AreaShape_Zernike_5_3
Nuclei_AreaShape_Zernike_5_5
Nuclei_AreaShape_Zernike_6_0
Nuclei_AreaShape_Zernike_6_2
Nuclei_AreaShape_Zernike_6_4
Nuclei_AreaShape_Zernike_6_6
Nuclei_AreaShape_Zernike_7_1
Nuclei_AreaShape_Zernike_7_3
Nuclei_AreaShape_Zernike_7_5
Nuclei_AreaShape_Zernike_7_7
Nuclei_AreaShape_Zernike_8_0
Nuclei_AreaShape_Zernike_8_2
Nuclei_AreaShape_Zernike_8_4
Nuclei_AreaShape_Zernike_8_6
Nuclei_AreaShape_Zernike_8_8
Nuclei_AreaShape_Zernike_9_1
Nuclei_AreaShape_Zernike_9_3
Nuclei_AreaShape_Zernike_9_5
Nuclei_AreaShape_Zernike_9_7
Nuclei_AreaShape_Zernike_9_9
Nuclei_Correlation_Correlation_DNA_AGP
Nuclei_Correlation_Correlation_DNA_ER
Nuclei_Correlation_Correlation_DNA_Mito
Nuclei_Correlation_Correlation_DNA_RNA
Nuclei_Correlation_Correlation_ER_AGP
Nuclei_Correlation_Correlation_ER_RNA
Nuclei_Correlation_Correlation_Mito_AGP
Nuclei_Correlation_Correlation_Mito_ER
Nuclei_Correlation_Correlation_Mito_RNA
Nuclei_Correlation_Correlation_RNA_AGP
Nuclei_Correlation_K_AGP_DNA
Nuclei_Correlation_K_AGP_ER
Nuclei_Correlation_K_AGP_Mito
Nuclei_Correlation_K_AGP_RNA
Nuclei_Correlation_K_ER_DNA
Nuclei_Correlation_K_ER_RNA
Nuclei_Correlation_K_Mito_DNA
Nuclei_Correlation_K_Mito_RNA
Nuclei_Correlation_Overlap_DNA_AGP
Nuclei_Correlation_Overlap_DNA_ER
Nuclei_Correlation_Overlap_DNA_Mito
Nuclei_Correlation_Overlap_DNA_RNA
Nuclei_Correlation_Overlap_ER_AGP
Nuclei_Correlation_Overlap_ER_RNA
Nuclei_Correlation_Overlap_Mito_AGP
Nuclei_Correlation_Overlap_Mito_ER
Nuclei_Correlation_Overlap_Mito_RNA
Nuclei_Correlation_Overlap_RNA_AGP
Nuclei_Granularity_1_DNA
Nuclei_Granularity_1_ER
Nuclei_Granularity_2_AGP
Nuclei_Granularity_2_DNA
Nuclei_Granularity_2_ER
Nuclei_Granularity_2_Mito
Nuclei_Granularity_2_RNA
Nuclei_Granularity_3_AGP
Nuclei_Granularity_3_DNA
Nuclei_Granularity_3_ER
Nuclei_Granularity_3_RNA
Nuclei_Granularity_4_AGP
Nuclei_Granularity_4_DNA
Nuclei_Granularity_4_ER
Nuclei_Granularity_4_Mito
Nuclei_Granularity_4_RNA
Nuclei_Granularity_5_DNA
Nuclei_Granularity_6_DNA
Nuclei_Granularity_6_Mito
Nuclei_Granularity_6_RNA
Nuclei_Granularity_7_DNA
Nuclei_Granularity_7_ER
Nuclei_Granularity_7_Mito
Nuclei_Granularity_8_DNA
Nuclei_Intensity_IntegratedIntensityEdge_AGP
Nuclei_Intensity_IntegratedIntensityEdge_DNA
Nuclei_Intensity_IntegratedIntensityEdge_ER
Nuclei_Intensity_IntegratedIntensityEdge_Mito
Nuclei_Intensity_IntegratedIntensityEdge_RNA
Nuclei_Intensity_IntegratedIntensity_AGP
Nuclei_Intensity_IntegratedIntensity_DNA
Nuclei_Intensity_IntegratedIntensity_ER
Nuclei_Intensity_LowerQuartileIntensity_DNA
Nuclei_Intensity_LowerQuartileIntensity_RNA
Nuclei_Intensity_MADIntensity_ER
Nuclei_Intensity_MADIntensity_Mito
Nuclei_Intensity_MassDisplacement_AGP
Nuclei_Intensity_MassDisplacement_DNA
Nuclei_Intensity_MassDisplacement_ER
Nuclei_Intensity_MassDisplacement_Mito
Nuclei_Intensity_MassDisplacement_RNA
Nuclei_Intensity_MaxIntensity_RNA
Nuclei_Intensity_MeanIntensityEdge_AGP
Nuclei_Intensity_MeanIntensityEdge_ER
Nuclei_Intensity_MedianIntensity_DNA
Nuclei_Intensity_MinIntensityEdge_DNA
Nuclei_Intensity_MinIntensity_AGP
Nuclei_Intensity_MinIntensity_ER
Nuclei_Intensity_MinIntensity_Mito
Nuclei_Intensity_MinIntensity_RNA
Nuclei_Intensity_StdIntensityEdge_AGP
Nuclei_Intensity_StdIntensityEdge_DNA
Nuclei_Intensity_StdIntensityEdge_RNA
Nuclei_Intensity_StdIntensity_ER
Nuclei_Neighbors_AngleBetweenNeighbors_1
Nuclei_Neighbors_FirstClosestDistance_1
Nuclei_Neighbors_SecondClosestDistance_1
Nuclei_Neighbors_SecondClosestObjectNumber_1
Nuclei_RadialDistribution_FracAtD_AGP_2of4
Nuclei_RadialDistribution_FracAtD_AGP_3of4
Nuclei_RadialDistribution_FracAtD_DNA_3of4
Nuclei_RadialDistribution_FracAtD_DNA_4of4
Nuclei_RadialDistribution_FracAtD_ER_2of4
Nuclei_RadialDistribution_FracAtD_ER_3of4
Nuclei_RadialDistribution_FracAtD_Mito_2of4
Nuclei_RadialDistribution_FracAtD_Mito_3of4
Nuclei_RadialDistribution_FracAtD_RNA_2of4
Nuclei_RadialDistribution_FracAtD_RNA_3of4
Nuclei_RadialDistribution_MeanFrac_DNA_3of4
Nuclei_RadialDistribution_MeanFrac_ER_1of4
Nuclei_RadialDistribution_MeanFrac_ER_3of4
Nuclei_RadialDistribution_MeanFrac_Mito_1of4
Nuclei_RadialDistribution_MeanFrac_Mito_3of4
Nuclei_RadialDistribution_MeanFrac_RNA_1of4
Nuclei_RadialDistribution_MeanFrac_RNA_3of4
Nuclei_RadialDistribution_RadialCV_AGP_1of4
Nuclei_RadialDistribution_RadialCV_AGP_2of4
Nuclei_RadialDistribution_RadialCV_AGP_3of4
Nuclei_RadialDistribution_RadialCV_AGP_4of4
Nuclei_RadialDistribution_RadialCV_DNA_1of4
Nuclei_RadialDistribution_RadialCV_DNA_2of4
Nuclei_RadialDistribution_RadialCV_DNA_3of4
Nuclei_RadialDistribution_RadialCV_DNA_4of4
Nuclei_RadialDistribution_RadialCV_ER_1of4
Nuclei_RadialDistribution_RadialCV_ER_2of4
Nuclei_RadialDistribution_RadialCV_ER_3of4
Nuclei_RadialDistribution_RadialCV_ER_4of4
Nuclei_RadialDistribution_RadialCV_Mito_1of4
Nuclei_RadialDistribution_RadialCV_Mito_2of4
Nuclei_RadialDistribution_RadialCV_Mito_4of4
Nuclei_RadialDistribution_RadialCV_RNA_2of4
Nuclei_RadialDistribution_RadialCV_RNA_3of4
Nuclei_RadialDistribution_RadialCV_RNA_4of4
Nuclei_Texture_AngularSecondMoment_AGP_10_0
Nuclei_Texture_AngularSecondMoment_DNA_10_0
Nuclei_Texture_AngularSecondMoment_DNA_3_0
Nuclei_Texture_AngularSecondMoment_ER_3_0
Nuclei_Texture_AngularSecondMoment_Mito_3_0
Nuclei_Texture_AngularSecondMoment_RNA_10_0
Nuclei_Texture_Contrast_AGP_10_0
Nuclei_Texture_Contrast_AGP_5_0
Nuclei_Texture_Contrast_ER_10_0
Nuclei_Texture_Contrast_Mito_10_0
Nuclei_Texture_Contrast_RNA_10_0
Nuclei_Texture_Contrast_RNA_3_0
Nuclei_Texture_Correlation_AGP_10_0
Nuclei_Texture_Correlation_AGP_3_0
Nuclei_Texture_Correlation_AGP_5_0
Nuclei_Texture_Correlation_DNA_10_0
Nuclei_Texture_Correlation_DNA_5_0
Nuclei_Texture_Correlation_ER_10_0
Nuclei_Texture_Correlation_ER_3_0
Nuclei_Texture_Correlation_Mito_10_0
Nuclei_Texture_Correlation_RNA_10_0
Nuclei_Texture_DifferenceEntropy_AGP_10_0
Nuclei_Texture_DifferenceEntropy_DNA_10_0
Nuclei_Texture_DifferenceEntropy_DNA_3_0
Nuclei_Texture_DifferenceEntropy_DNA_5_0
Nuclei_Texture_DifferenceEntropy_ER_10_0
Nuclei_Texture_DifferenceEntropy_ER_3_0
Nuclei_Texture_DifferenceEntropy_ER_5_0
Nuclei_Texture_DifferenceEntropy_Mito_10_0
Nuclei_Texture_DifferenceEntropy_Mito_3_0
Nuclei_Texture_DifferenceEntropy_RNA_10_0
Nuclei_Texture_DifferenceEntropy_RNA_5_0
Nuclei_Texture_DifferenceVariance_AGP_10_0
Nuclei_Texture_DifferenceVariance_AGP_3_0
Nuclei_Texture_DifferenceVariance_AGP_5_0
Nuclei_Texture_DifferenceVariance_ER_10_0
Nuclei_Texture_DifferenceVariance_ER_3_0
Nuclei_Texture_DifferenceVariance_ER_5_0
Nuclei_Texture_DifferenceVariance_Mito_10_0
Nuclei_Texture_DifferenceVariance_Mito_3_0
Nuclei_Texture_DifferenceVariance_RNA_10_0
Nuclei_Texture_Entropy_DNA_3_0
Nuclei_Texture_Entropy_RNA_3_0
Nuclei_Texture_Gabor_AGP_10
Nuclei_Texture_Gabor_AGP_3
Nuclei_Texture_Gabor_AGP_5
Nuclei_Texture_Gabor_DNA_10
Nuclei_Texture_Gabor_DNA_3
Nuclei_Texture_Gabor_DNA_5
Nuclei_Texture_Gabor_ER_10
Nuclei_Texture_Gabor_ER_3
Nuclei_Texture_Gabor_ER_5
Nuclei_Texture_Gabor_Mito_10
Nuclei_Texture_Gabor_Mito_3
Nuclei_Texture_Gabor_Mito_5
Nuclei_Texture_Gabor_RNA_10
Nuclei_Texture_Gabor_RNA_3
Nuclei_Texture_Gabor_RNA_5
Nuclei_Texture_InfoMeas1_AGP_10_0
Nuclei_Texture_InfoMeas1_DNA_10_0
Nuclei_Texture_InfoMeas1_DNA_5_0
Nuclei_Texture_InfoMeas1_Mito_10_0
Nuclei_Texture_InfoMeas1_Mito_5_0
Nuclei_Texture_InfoMeas1_RNA_10_0
Nuclei_Texture_InfoMeas1_RNA_5_0
Nuclei_Texture_InfoMeas2_DNA_10_0
Nuclei_Texture_InfoMeas2_RNA_10_0
Nuclei_Texture_InverseDifferenceMoment_AGP_10_0
Nuclei_Texture_InverseDifferenceMoment_AGP_3_0
Nuclei_Texture_InverseDifferenceMoment_AGP_5_0
Nuclei_Texture_InverseDifferenceMoment_DNA_3_0
Nuclei_Texture_InverseDifferenceMoment_DNA_5_0
Nuclei_Texture_InverseDifferenceMoment_ER_10_0
Nuclei_Texture_InverseDifferenceMoment_ER_3_0
Nuclei_Texture_InverseDifferenceMoment_Mito_10_0
Nuclei_Texture_InverseDifferenceMoment_Mito_3_0
Nuclei_Texture_InverseDifferenceMoment_RNA_10_0
Nuclei_Texture_InverseDifferenceMoment_RNA_3_0
Nuclei_Texture_InverseDifferenceMoment_RNA_5_0
Nuclei_Texture_SumAverage_AGP_10_0
Nuclei_Texture_SumAverage_DNA_5_0
Nuclei_Texture_SumAverage_ER_10_0
Nuclei_Texture_SumAverage_Mito_10_0
Nuclei_Texture_SumAverage_RNA_10_0
Nuclei_Texture_SumEntropy_AGP_10_0
Nuclei_Texture_SumEntropy_DNA_10_0
Nuclei_Texture_SumEntropy_ER_10_0
