seed	query_index	condition_key	perturbation_id	cell_line	selected_residual_scale	flip_type	source_top1_correct	floor_top1_correct	selected_top1_correct	floor_rank	selected_rank	rank_change_selected_minus_floor	source_margin	floor_margin	selected_margin	margin_change_selected_minus_floor	floor_correct_score	floor_best_wrong_score	selected_correct_score	selected_best_wrong_score	floor_top1_label	selected_top1_label	same_top1_label_as_floor	floor_transition_gain	selected_transition_gain	transition_gain_change_selected_minus_floor	floor_delta_cosine	selected_delta_cosine	delta_cosine_change_selected_minus_floor	residual_norm	floor_near_tie_0p02	selected_near_tie_0p02	floor_near_tie_0p05	selected_near_tie_0p05	rowwise_active	rowwise_risk_score
30	0	pert=10|dose=1|cell=0	10	cell_line_0	0.05	preserved_correct	True	True	True	1.0	1.0	0.0	0.1871044751520693	0.2900580731666512	0.2900580731666512	0.0	0.9698243314090692	0.679766258242418	0.9698243314090692	0.679766258242418	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.37035465825682634	0.37035465825682634	0.0	0.910325450252934	0.910325450252934	0.0	0.0	False	False	False	False	True	-4.486107244291432
30	1	pert=10|dose=1|cell=0	10	cell_line_0	0.05	preserved_correct	True	True	True	1.0	1.0	0.0	0.3303972940678832	0.2948675615501365	0.2948675615501365	0.0	0.9708847739298739	0.6760172123797374	0.9708847739298739	0.6760172123797374	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.31343770952308003	0.31343770952308003	0.0	0.9333229464198487	0.9333229464198487	0.0	0.0	False	False	False	False	True	-4.964029403767804
30	2	pert=10|dose=1|cell=0	10	cell_line_0	0.05	preserved_correct	True	True	True	1.0	1.0	0.0	0.36177584325556056	0.30415853184439257	0.30415853184439257	0.0	0.9728126628028165	0.668654130958424	0.9728126628028165	0.668654130958424	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.4364630451336676	0.4364630451336676	0.0	0.9750856141110779	0.9750856141110779	0.0	0.0	False	False	False	False	True	-4.456276336146349
30	3	pert=10|dose=1|cell=1	10	cell_line_1	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.18024383443560488	0.3841500971960178	0.3841500971960178	0.0	0.9832165298907563	0.5990664326947385	0.9832165298907563	0.5990664326947385	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.6533607176372167	0.6533607176372167	0.0	0.9760224114391978	0.9760224114391978	0.0	0.0	False	False	False	False	True	-4.145351061601642
30	4	pert=10|dose=1|cell=1	10	cell_line_1	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.22179828465446236	0.36137509639109944	0.36137509639109944	0.0	0.9866961136554763	0.6253210172643768	0.9866961136554763	0.6253210172643768	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.8666322511966071	0.8666322511966071	0.0	0.9887328194200679	0.9887328194200679	0.0	0.0	False	False	False	False	True	-3.9551386912251365
30	5	pert=10|dose=1|cell=1	10	cell_line_1	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.11691948915720302	0.36943429263094474	0.36943429263094474	0.0	0.9846264867624068	0.6151921941314621	0.9846264867624068	0.6151921941314621	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.643204901824745	0.643204901824745	0.0	0.9818720113062167	0.9818720113062167	0.0	0.0	False	False	False	False	True	-4.027928500898075
30	6	pert=10|dose=1|cell=2	10	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.0327231992300549	0.39629425482962455	0.39629425482962455	0.0	0.9790717893361761	0.5827775345065516	0.9790717893361761	0.5827775345065516	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.8722949224368721	0.8722949224368721	0.0	0.9767195235003483	0.9767195235003483	0.0	0.0	False	False	False	False	True	-4.028224294306584
30	7	pert=10|dose=1|cell=2	10	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.42939837575473083	0.40117461531345433	0.40117461531345433	0.0	0.9758444180867454	0.574669802773291	0.9758444180867454	0.574669802773291	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	1.1297845030504026	1.1297845030504026	0.0	0.9859850446412239	0.9859850446412239	0.0	0.0	False	False	False	False	True	-3.5127520126056964
30	8	pert=10|dose=1|cell=2	10	cell_line_2	0.05	preserved_correct	True	True	True	1.0	1.0	0.0	0.03682005337179295	0.3927090217702658	0.3927090217702658	0.0	0.9773881495888953	0.5846791278186295	0.9773881495888953	0.5846791278186295	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.5967187703238401	0.5967187703238401	0.0	0.970620522513852	0.970620522513852	0.0	0.0	False	False	False	False	True	-5.123942226566155
30	9	pert=11|dose=1|cell=0	11	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.1871044751520693	0.020661447608467443	0.02066178648340089	3.388749334476415e-07	0.9869775720623175	0.9663161244538501	0.9869818632995628	0.9663200768161619	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.6143029733364276	0.6143063760377331	3.402701305499356e-06	0.9726427392420571	0.9726427392420572	1.1102230246251565e-16	0.0012421471793602299	False	False	True	True	True	-3.19800957843361
30	10	pert=11|dose=1|cell=0	11	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.3303972940678832	0.013266554588748702	0.013266554588748702	0.0	0.9883347593829965	0.9750682047942478	0.9883347593829965	0.9750682047942478	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.6612131698095153	0.6612131698095153	0.0	0.9526996524510236	0.9526996524510236	0.0	0.0	True	True	True	True	True	-4.087193600715959
30	11	pert=11|dose=1|cell=0	11	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.5862988650293752	0.011207937815302493	0.011211458520276274	3.520704973780653e-06	0.9871444674352765	0.975936529619974	0.9871496168609696	0.9759381583406933	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.958553508180689	0.9585586576063823	5.149425693296017e-06	0.9905576964026808	0.9905576964026807	-1.1102230246251565e-16	0.0011872672359378826	True	True	True	True	True	-1.3125937937311898
30	12	pert=11|dose=1|cell=1	11	cell_line_1	0.05	still_wrong	False	False	False	2.0	2.0	0.0	-0.055513561300448044	-0.005854154489929098	-0.005854154489929098	0.0	0.8588585330146185	0.8647126875045476	0.8588585330146185	0.8647126875045476	pert=9|dose=1|cell=1	pert=9|dose=1|cell=1	True	0.23738092169687697	0.23738092169687697	0.0	0.6981107358231721	0.6981107358231721	0.0	0.0	True	True	True	True	False	-0.41935863413443797
30	13	pert=11|dose=1|cell=1	11	cell_line_1	0.05	still_wrong	False	False	False	2.0	2.0	0.0	-0.02436874320495258	-0.006959744298649317	-0.006959744298649317	0.0	0.8266594860099817	0.833619230308631	0.8266594860099817	0.833619230308631	pert=9|dose=1|cell=1	pert=9|dose=1|cell=1	True	0.4818619070145542	0.4818619070145542	0.0	0.8223671381259345	0.8223671381259345	0.0	0.0	True	True	True	True	False	-0.6545390838454849
30	14	pert=11|dose=1|cell=1	11	cell_line_1	0.05	still_wrong	False	False	False	2.0	2.0	0.0	-0.024499791892592604	-0.0106615336903646	-0.0106615336903646	0.0	0.861594825486511	0.8722563591768756	0.861594825486511	0.8722563591768756	pert=9|dose=1|cell=1	pert=9|dose=1|cell=1	True	0.48054176487071915	0.48054176487071915	0.0	0.7350757785036727	0.7350757785036727	0.0	0.0	True	True	True	True	False	-0.0
30	15	pert=11|dose=1|cell=2	11	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.1300951139292902	0.002072121744781108	0.002072121744781108	0.0	0.9869677237068976	0.9848956019621165	0.9869677237068976	0.9848956019621165	pert=11|dose=1|cell=2	pert=11|dose=1|cell=2	True	1.046454827421422	1.046454827421422	0.0	0.988548932219402	0.988548932219402	0.0	0.0	True	True	True	True	True	-4.882344171526621
30	16	pert=11|dose=1|cell=2	11	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.17878015409913683	0.0011948693558391232	0.0011948693558391232	0.0	0.9880801069764383	0.9868852376205992	0.9880801069764383	0.9868852376205992	pert=11|dose=1|cell=2	pert=11|dose=1|cell=2	True	0.7845651892053334	0.7845651892053334	0.0	0.9775455163377721	0.9775455163377721	0.0	0.0	True	True	True	True	True	-4.329264847500321
30	17	pert=11|dose=1|cell=2	11	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.03682005337179295	0.0004906520239165157	0.0004906520239165157	0.0	0.9867549038129027	0.9862642517889861	0.9867549038129027	0.9862642517889861	pert=11|dose=1|cell=2	pert=11|dose=1|cell=2	True	0.5818307771092687	0.5818307771092687	0.0	0.9339379865143984	0.9339379865143984	0.0	0.0	True	True	True	True	True	-5.759541849571042
30	18	pert=9|dose=1|cell=0	9	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.19573774331787325	0.02536159404249072	0.02539870981993131	3.711577744058836e-05	0.988413198571237	0.9630516045287463	0.988386656921347	0.9629879471014157	pert=9|dose=1|cell=0	pert=9|dose=1|cell=0	True	0.7177314399854184	0.7177048983355283	-2.6541649890132746e-05	0.987157791561395	0.9871577915613952	1.1102230246251565e-16	0.004891376645618445	False	False	True	True	True	-1.7364737054657295
30	19	pert=9|dose=1|cell=0	9	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.3408954938916655	0.021652545250891886	0.021771961364095205	0.00011941611320331891	0.987213197822171	0.9655606525712791	0.9871799969337897	0.9654080355696945	pert=9|dose=1|cell=0	pert=9|dose=1|cell=0	True	0.727618098317353	0.7275581731280717	-5.992518928132906e-05	0.956376904748282	0.9563769047482819	-1.1102230246251565e-16	0.010879072555628477	False	False	True	True	True	-1.4163152282969012
30	20	pert=9|dose=1|cell=0	9	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.5895409457150174	0.020299556151256448	0.020402029716500736	0.00010247356524428763	0.9915143126513454	0.9712147565000889	0.9915056514134883	0.9711036216969876	pert=9|dose=1|cell=0	pert=9|dose=1|cell=0	True	0.8930766271028202	0.8929376694994869	-0.00013895760333326734	0.9618598867496236	0.9618598867496239	2.220446049250313e-16	0.010460680130747581	False	False	True	True	True	-0.7936837290633607
30	21	pert=9|dose=1|cell=1	9	cell_line_1	0.05	still_wrong	True	False	False	2.0	2.0	0.0	0.055513561300448044	-0.0019998573532330477	-0.0019998573532330477	0.0	0.9483540531227901	0.9503539104760231	0.9483540531227901	0.9503539104760231	pert=11|dose=1|cell=1	pert=11|dose=1|cell=1	True	0.40733305160669875	0.40733305160669875	0.0	0.9049172850723998	0.9049172850723998	0.0	0.0	True	True	True	True	True	-4.172153986369098
30	22	pert=9|dose=1|cell=1	9	cell_line_1	0.05	still_wrong	True	False	False	2.0	2.0	0.0	0.02436874320495258	-0.001218395209265699	-0.0012378107913401104	-1.9415582074411297e-05	0.9351515858743029	0.9363699810835686	0.9351406240332504	0.9363784348245905	pert=11|dose=1|cell=1	pert=11|dose=1|cell=1	True	0.6153735418265119	0.6154123967109566	3.885488444466123e-05	0.9140944285710145	0.9140944285710145	0.0	0.005202604967124376	True	True	True	True	True	-2.0395593672759493
30	23	pert=9|dose=1|cell=1	9	cell_line_1	0.05	preserved_correct	True	True	True	1.0	1.0	0.0	0.024499791892592604	0.0014899842306224098	0.0014605155934565017	-2.9468637165908085e-05	0.954019024663248	0.9525290404326255	0.9540214732160281	0.9525609576225716	pert=9|dose=1|cell=1	pert=9|dose=1|cell=1	True	0.4987458623742543	0.49874831092703503	2.448552780753843e-06	0.9441584439467551	0.9441584439467549	-2.220446049250313e-16	0.007749670939605719	True	True	True	True	True	-2.2037456382423737
30	24	pert=9|dose=1|cell=2	9	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.1596379402033493	0.001526238982037409	0.0015274587142072305	1.2197321698215191e-06	0.9880739386097188	0.9865476996276814	0.9880753653538336	0.9865479066396263	pert=9|dose=1|cell=2	pert=9|dose=1|cell=2	True	1.0474958999467752	1.047496587459026	6.87512251018596e-07	0.9840473858355442	0.9840473858355442	0.0	0.002704822778926666	True	True	True	True	True	-3.8786106328524834
30	25	pert=9|dose=1|cell=2	9	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.2605313850757621	0.0013882381242802388	0.0013882381242802388	0.0	0.990227626059423	0.9888393879351428	0.990227626059423	0.9888393879351428	pert=9|dose=1|cell=2	pert=9|dose=1|cell=2	True	0.7922034683352582	0.7922034683352582	0.0	0.9718362660490113	0.9718362660490113	0.0	0.0	True	True	True	True	True	-4.50595291477939
30	26	pert=9|dose=1|cell=2	9	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.06808427176133114	0.0034466197893227024	0.0034466197893227024	0.0	0.990050443688361	0.9866038238990383	0.990050443688361	0.9866038238990383	pert=9|dose=1|cell=2	pert=9|dose=1|cell=2	True	0.6925921241018056	0.6925921241018056	0.0	0.9881240512938706	0.9881240512938706	0.0	0.0	True	True	True	True	True	-5.86810792646801
