seed	query_index	condition_key	perturbation_id	cell_line	selected_residual_scale	flip_type	source_top1_correct	floor_top1_correct	selected_top1_correct	floor_rank	selected_rank	rank_change_selected_minus_floor	source_margin	floor_margin	selected_margin	margin_change_selected_minus_floor	floor_correct_score	floor_best_wrong_score	selected_correct_score	selected_best_wrong_score	floor_top1_label	selected_top1_label	same_top1_label_as_floor	floor_transition_gain	selected_transition_gain	transition_gain_change_selected_minus_floor	floor_delta_cosine	selected_delta_cosine	delta_cosine_change_selected_minus_floor	residual_norm	floor_near_tie_0p02	selected_near_tie_0p02	floor_near_tie_0p05	selected_near_tie_0p05
14	0	pert=10|dose=1|cell=0	10	cell_line_0	0.0	still_wrong	True	False	False	3.0	3.0	0.0	0.003408157608294493	-0.0025980512907002318	-0.0025980512907002318	0.0	0.9882322254295667	0.9908302767202669	0.9882322254295667	0.9908302767202669	pert=9|dose=1|cell=0	pert=9|dose=1|cell=0	True	0.007669465865214664	0.007669465865214664	0.0	0.8625745698780481	0.8625745698780481	0.0	0.0	True	True	True	True
14	1	pert=10|dose=1|cell=0	10	cell_line_0	0.0	still_wrong	True	False	False	2.0	2.0	0.0	0.006047521211236084	-0.001799234989665055	-0.001799234989665055	0.0	0.9890265911042619	0.990825826093927	0.9890265911042619	0.990825826093927	pert=9|dose=1|cell=0	pert=9|dose=1|cell=0	True	0.028335034615510346	0.028335034615510346	0.0	0.970805856517114	0.970805856517114	0.0	0.0	True	True	True	True
14	2	pert=10|dose=1|cell=0	10	cell_line_0	0.0	still_wrong	True	False	False	3.0	3.0	0.0	0.009086968445572219	-0.0019475368725005993	-0.0019475368725005993	0.0	0.9892218489932854	0.991169385865786	0.9892218489932854	0.991169385865786	pert=9|dose=1|cell=0	pert=9|dose=1|cell=0	True	0.06028771253840115	0.06028771253840115	0.0	0.8875015055681252	0.8875015055681252	0.0	0.0	True	True	True	True
14	3	pert=10|dose=1|cell=1	10	cell_line_1	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.08187747032891068	0.03429367305926856	0.03429367305926856	0.0	0.873455697815725	0.8391620247564564	0.873455697815725	0.8391620247564564	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.5417771207397102	0.5417771207397102	0.0	0.8486910197711235	0.8486910197711235	0.0	0.0	False	False	True	True
14	4	pert=10|dose=1|cell=1	10	cell_line_1	0.0	preserved_correct	True	True	True	1.0	1.0	0.0	0.18915945760696828	0.021315229701137972	0.021315229701137972	0.0	0.8532611488185171	0.8319459191173791	0.8532611488185171	0.8319459191173791	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.6574997357527489	0.6574997357527489	0.0	0.8446897567405233	0.8446897567405233	0.0	0.0	False	False	True	True
14	5	pert=10|dose=1|cell=1	10	cell_line_1	0.0	still_wrong	False	False	False	4.0	4.0	0.0	-0.06840251507503275	-0.16015321478242972	-0.16015321478242972	0.0	0.6764854413674792	0.836638656149909	0.6764854413674792	0.836638656149909	pert=9|dose=1|cell=1	pert=9|dose=1|cell=1	True	0.2198299840778407	0.2198299840778407	0.0	0.5657084584911976	0.5657084584911976	0.0	0.0	False	False	False	False
14	6	pert=10|dose=1|cell=2	10	cell_line_2	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.1378707983338407	0.011093953202406803	0.011093953202406803	0.0	0.986494887846065	0.9754009346436582	0.986494887846065	0.9754009346436582	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.6089062257595927	0.6089062257595927	0.0	0.972908646987338	0.972908646987338	0.0	0.0	True	True	True	True
14	7	pert=10|dose=1|cell=2	10	cell_line_2	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.11251178012590424	0.01849410829692677	0.01849410829692677	0.0	0.9831524490392268	0.9646583407423001	0.9831524490392268	0.9646583407423001	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.265731738865178	0.265731738865178	0.0	0.9655836838314332	0.9655836838314332	0.0	0.0	True	True	True	True
14	8	pert=10|dose=1|cell=2	10	cell_line_2	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.1947318762472342	0.017532073427533712	0.017532073427533712	0.0	0.9848758699395422	0.9673437965120085	0.9848758699395422	0.9673437965120085	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.3873333452632568	0.3873333452632568	0.0	0.9764789157104826	0.9764789157104826	0.0	0.0	True	True	True	True
14	9	pert=11|dose=1|cell=0	11	cell_line_0	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.05647113987434427	0.05474419124350194	0.05474419124350194	0.0	0.9832372861096788	0.9284930948661768	0.9832372861096788	0.9284930948661768	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.05858463166838179	0.05858463166838179	0.0	0.9165559789346068	0.9165559789346068	0.0	0.0	False	False	False	False
14	10	pert=11|dose=1|cell=0	11	cell_line_0	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.040451741795196616	0.05306178016519547	0.05306178016519547	0.0	0.9838255907184844	0.9307638105532889	0.9838255907184844	0.9307638105532889	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.06935145607995874	0.06935145607995874	0.0	0.9266913256554722	0.9266913256554722	0.0	0.0	False	False	False	False
