outer_perturbation_id	selected_alpha_source_only	selected_support_threshold	selected_inner_mean_transition_gap	selected_inner_min_transition_gap	selected_inner_min_recall_gap	selected_inner_min_delta_cosine_gap	outer_active_fraction	outer_transition_gap_vs_full	outer_recall_gap_vs_full	outer_delta_cosine_gap_vs_full	outer_transition_improvement	outer_recall_at_1	outer_delta_cosine
3	0.2	0.8907364133856739	0.00016308814091873621	-0.00033765431308877686	0.0	-0.0017612073386749083	0.2222222222222222	-0.0009617467123618217	0.0	-0.003404427029368051	0.0570335681143479	0.6666666666666666	0.713903449469545
4	0.2	0.8808620548964904	0.0005382064096190298	-0.0002436180817173908	0.0	-0.0016053328642431364	0.3333333333333333	-0.00020552495694842882	0.0	0.0032519360769862615	0.05139233190848421	1.0	0.6489215687266827
2	0.1	0.9672438637612989	7.792912867217846e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.006793939518271268	0.3333333333333333	0.39200953537420535
6	0.025	0.9579579084383683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04312902570158434	1.0	0.6155503279254639
8	0.5	0.963195595750248	6.894093636047078e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.018999318877425946	0.4444444444444444	0.1725483296665374
7	0.075	0.8737519683253245	8.981125305554511e-06	-0.0002725047609312137	0.0	-0.0010277405083592983	0.3333333333333333	1.924380138886711e-05	0.0	3.2813720528213075e-05	0.058133317756708984	0.7777777777777778	0.6793981547725813
5	0.15	0.8781590594996816	0.00045690314672878444	-0.0003971797242833877	0.0	-0.0010404887487590608	0.2222222222222222	0.00014449247701959003	0.0	0.0006194852962636554	0.01860114380631482	0.7777777777777778	0.4809934974126027
1	0.15	0.8740793620899637	0.00021831583696011063	-0.000447815126788563	0.0	-0.001590132884765949	0.2222222222222222	0.0008725463656336849	0.0	0.0007569400258428671	0.02390151150316237	0.8888888888888888	0.4866615929574476
