delta_score_weight	mean_condition_recall_at_1	min_condition_recall_at_1	mean_condition_median_rank	mean_perturbation_recall_at_1
1.0	0.4861111111111111	0.2962962962962963	1.5714285714285714	0.4861111111111111
0.65	0.4854497354497354	0.2962962962962963	1.5892857142857142	0.4854497354497354
0.8	0.4847883597883598	0.2962962962962963	1.5892857142857142	0.4847883597883598
0.5	0.48148148148148145	0.2962962962962963	1.5535714285714286	0.48148148148148145
0.35	0.4742063492063492	0.2962962962962963	1.6071428571428572	0.4742063492063492
0.2	0.4623015873015873	0.2962962962962963	1.7142857142857142	0.4623015873015873
0.1	0.44444444444444436	0.25925925925925924	1.7857142857142858	0.44444444444444436
0.05	0.41203703703703703	0.2962962962962963	1.8928571428571428	0.41203703703703703
0.0	0.33664021164021163	0.14814814814814814	2.375	0.33664021164021163
