delta_score_weight	mean_condition_recall_at_1	min_condition_recall_at_1	mean_condition_median_rank	mean_perturbation_recall_at_1
0.8	0.4517195767195767	0.2962962962962963	1.8214285714285714	0.4517195767195767
1.0	0.449074074074074	0.2962962962962963	1.8214285714285714	0.449074074074074
0.5	0.44576719576719576	0.3333333333333333	1.8392857142857142	0.44576719576719576
0.65	0.44576719576719576	0.2962962962962963	1.8392857142857142	0.44576719576719576
0.35	0.4398148148148148	0.3333333333333333	1.8392857142857142	0.4398148148148148
0.2	0.4212962962962963	0.2962962962962963	1.875	0.4212962962962963
0.1	0.39417989417989413	0.25925925925925924	2.0	0.39417989417989413
0.05	0.37037037037037035	0.25925925925925924	2.0892857142857144	0.37037037037037035
0.0	0.3247354497354497	0.2222222222222222	2.5535714285714284	0.3247354497354497
