seed	head_head_loss	head_head_endpoint_loss	head_head_delta_loss	head_head_floor_endpoint_hinge	head_head_floor_delta_hinge	head_head_residual_norm	head_head_residual_scale
0	0.1149129718542099	0.01955866813659668	0.10164201259613037	0.0018642924260348082	0.005109851714223623	1.114826045522932e-05	0.8759269118309021
1	0.0905117467045784	0.0119132399559021	0.08196842670440674	0.001082330010831356	0.005399887450039387	8.694022653799038e-06	0.8849438428878784
2	0.09352961927652359	0.009940803050994873	0.09560054540634155	0.0012638955377042294	0.002265482908114791	7.303240181499859e-06	0.8946472406387329
3	0.06354250013828278	0.009172618389129639	0.06437009572982788	0.0007150421151891351	0.000698804622516036	6.717319138260791e-06	0.8956014513969421
4	0.06543423235416412	0.014627814292907715	0.057405710220336914	0.0011526541784405708	0.0012460013385862112	1.9882299966411665e-05	0.865257740020752
