seed	scale	threshold	safe	active_fraction	unsafe_count_at_full_scale	transition_improvement	delta_cosine	recall_at_1	gap_transition	gap_delta_cosine	gap_recall	broken_count	near_tie_erosions	near_tie_flips
25	0.0	1000000000.0	True	0.0	0	0.20260409279950106	0.9070301246573346	0.4861111111111111	0.0	0.0	0.0	0.0	0.0	0.0
25	0.005	-4.750968869350305	True	0.0	5	0.20260409279950106	0.9070301246573346	0.4861111111111111	0.0	0.0	0.0	0.0	0.0	0.0
25	0.005	-4.750967869350305	True	0.027777777777777776	5	0.20260556139879723	0.9070542396501367	0.4861111111111111	1.4685992961727123e-06	2.411499280208229e-05	0.0	0.0	0.0	0.0
25	0.005	-3.7613160392103984	True	0.05555555555555555	5	0.2026065039517116	0.9070600568617004	0.4861111111111111	2.4111522105296768e-06	2.9932204365867854e-05	0.0	0.0	0.0	0.0
25	0.005	-3.6938940370074933	True	0.1111111111111111	5	0.20260893288645973	0.9070859209639919	0.4861111111111111	4.840086958668444e-06	5.5796306657307504e-05	0.0	0.0	0.0	0.0
25	0.005	-3.3429332480158216	True	0.16666666666666666	5	0.2026139423337484	0.907120345092138	0.4861111111111111	9.849534247347025e-06	9.022043480344522e-05	0.0	0.0	0.0	0.0
25	0.005	-2.994646395061057	True	0.2222222222222222	5	0.20262691817796355	0.9072103178219773	0.4861111111111111	2.2825378462487667e-05	0.00018019316464268353	0.0	0.0	0.0	0.0
25	0.005	-2.772647859953352	True	0.25	5	0.20264393471599254	0.9072229162094005	0.4861111111111111	3.9841916491478724e-05	0.00019279155206597398	0.0	0.0	0.0	0.0
25	0.005	-2.6711685112389043	True	0.3055555555555556	5	0.20264802304631527	0.9072480568419121	0.4861111111111111	4.393024681420554e-05	0.0002179321845775517	0.0	0.0	0.0	0.0
25	0.005	-2.6232889013161977	True	0.3611111111111111	5	0.20266031488228822	0.9072942375414379	0.4861111111111111	5.6222082787160677e-05	0.0002641128841033291	0.0	0.0	0.0	0.0
25	0.005	-2.538063979920844	True	0.4166666666666667	5	0.20267563261835145	0.9073121133878347	0.4861111111111111	7.153981885038574e-05	0.00028198873050011564	0.0	0.0	0.0	0.0
25	0.005	-2.464709116182326	True	0.4444444444444444	5	0.20267824577914317	0.9073225180161444	0.4861111111111111	7.415297964211143e-05	0.0002923933588098171	0.0	0.0	0.0	0.0
25	0.005	-2.371741376920524	True	0.5	5	0.20268800252414387	0.9073374023823102	0.4861111111111111	8.39097246428111e-05	0.0003072777249756298	0.0	0.0	0.0	0.0
25	0.005	-2.255877190841693	True	0.5555555555555556	5	0.20269189388696862	0.9073604013644491	0.4861111111111111	8.780108746755944e-05	0.0003302767071144963	0.0	0.0	0.0	0.0
25	0.005	-2.227066544891759	True	0.6111111111111112	5	0.2026960138272799	0.9073824270514537	0.4861111111111111	9.19210277788296e-05	0.00035230239411909725	0.0	0.0	0.0	0.0
25	0.005	-2.083457384992747	True	0.6666666666666666	5	0.20270128005174526	0.9073980178849561	0.4861111111111111	9.718725224419633e-05	0.00036789322762154075	0.0	0.0	0.0	0.0
25	0.005	-1.851157849131365	True	0.6944444444444444	5	0.20270477224734235	0.9074062301318513	0.4861111111111111	0.00010067944784128424	0.00037610547451671916	0.0	0.0	0.0	0.0
25	0.005	-1.7915475548139412	True	0.75	5	0.20271049657611245	0.907428661911612	0.4861111111111111	0.00010640377661139122	0.00039853725427740905	0.0	0.0	0.0	0.0
25	0.005	-1.576032723077589	True	0.8055555555555556	5	0.20271547701181558	0.9074436430766516	0.4861111111111111	0.00011138421231451923	0.00041351841931702715	0.0	0.0	0.0	0.0
25	0.005	-1.1802991337257394	True	0.8611111111111112	5	0.2027276070691545	0.9074725164393573	0.4861111111111111	0.0001235142696534297	0.0004423917820227663	0.0	0.0	0.0	0.0
25	0.005	0.0	False	1.0	5	0.20276933451578616	0.9076147674025603	0.4861111111111111	0.0001652417162850972	0.0005846427452257386	0.0	0.0	5.0	0.0
25	0.005	1e-06	False	1.0	5	0.20276933451578616	0.9076147674025603	0.4861111111111111	0.0001652417162850972	0.0005846427452257386	0.0	0.0	5.0	0.0
25	0.01	-4.750968869350305	True	0.0	11	0.20260409279950106	0.9070301246573346	0.4861111111111111	0.0	0.0	0.0	0.0	0.0	0.0
25	0.01	-4.750967869350305	True	0.027777777777777776	11	0.20260702744225528	0.9070784116116565	0.4861111111111111	2.9346427542209508e-06	4.828695432190777e-05	0.0	0.0	0.0	0.0
25	0.01	-3.7129652622121836	True	0.05555555555555555	11	0.2026093257644558	0.9071061951442067	0.4861111111111111	5.232964954748898e-06	7.607048687208184e-05	0.0	0.0	0.0	0.0
25	0.01	-3.4048535347089377	True	0.1111111111111111	11	0.20261376018141158	0.9071417471634334	0.4861111111111111	9.667381910521966e-06	0.00011162250609886293	0.0	0.0	0.0	0.0
25	0.01	-2.834390255451722	True	0.16666666666666666	11	0.2026313314281241	0.9072994592127502	0.4861111111111111	2.7238628623027505e-05	0.00026933455541566786	0.0	0.0	0.0	0.0
