representation	seed_policy_count	mean_eval_cell_image_latent_cosine	mean_real_transition	mean_real_delta_cosine	mean_real_recall_at_1	mean_real_delta_rank	mean_abs_transition_optimism	mean_abs_delta_optimism	max_abs_transition_optimism	max_abs_delta_optimism	mean_eval_effective_rank_z	mean_train_perturbation_probe_cv	mean_train_batch_probe_cv
rna_student_embedding	9	-0.041727622015698525	0.15470795655227068	0.8468045604507213	0.794238683127572	5.836128443589136	0.06250522111813146	0.031559213514123906	0.1188028824132921	0.12921042128971982	5.658171940945721	0.16512345679012347	0.25617283950617287
image_train_pca	9	1.0	0.23617088653404206	0.9651967046519121	1.0	3.938511271441266	0.014696945177998494	0.049570270387477335	0.027852848302330396	0.14868730077098713	6.944036289249385	0.47685185185185186	0.30864197530864196
rna_student_predicted_image_latent	9	0.7020791819273168	0.12031329064108855	0.7421262084728943	0.6666666666666666	4.611544138265251	0.049724756216931475	0.07454739545372312	0.1376679396534598	0.21114801094508973	4.608700589463766	0.13117283950617284	0.26851851851851855
observed_rna_train_pca	9	0.021238804382752434	0.34965717745838854	0.9193703863700935	0.8765432098765431	7.275552102071973	0.06930811709065236	0.08390419514577224	0.23173865483323217	0.21088456814634915	7.888215441683916	0.22067901234567902	0.27469135802469136
