alpha_source_only	mean_transition_gap	min_transition_gap	mean_recall_gap	min_recall_gap	mean_delta_cosine_gap	min_delta_cosine_gap
0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.05	0.00022912432097608136	5.3687281863078196e-05	0.0	0.0	0.0013478094375868263	-0.00035372875242678514
0.1	0.0004346912514104737	8.946168703796026e-05	0.0	0.0	0.002554841056117852	-0.0007913170461400498
0.2	0.0007749671024914193	0.00010760139508955713	-0.013888888888888895	-0.11111111111111116	0.004567588726283947	-0.0019031971461991315
0.35	0.0011079114869309678	-1.98285104342083e-06	0.0	-0.11111111111111116	0.006660833482395694	-0.004107070662780987
0.5	0.0012281430630262389	-0.0006078514920863365	0.0	-0.11111111111111116	0.007759333371053483	-0.006867343351543376
0.75	0.0009599574172448034	-0.002381439085247697	0.013888888888888881	-0.11111111111111116	0.007690235681954111	-0.012457867209202778
1.0	0.00011799895899819489	-0.005049654244831309	0.013888888888888881	-0.11111111111111116	0.005621242913858876	-0.018968238567190487
