heldout_group	alpha_source_only	transition_gap_vs_full	recall_gap_vs_full	delta_cosine_gap_vs_full	transition_improvement	recall_at_1	delta_cosine
pert=7|dose=1|cell=2	0.1	-0.004559274650786274	0.0	-0.012010181092045102	0.10648742243096669	1.0	0.7990010389308528
pert=7|dose=1|cell=2	0.15	-0.0070898029033683585	0.0	-0.01890023458427781	0.1039568941783846	1.0	0.7921109854386201
pert=7|dose=1|cell=2	0.2	-0.009788913595685678	0.0	-0.026458595089131842	0.10125778348606729	1.0	0.7845526249337661
pert=7|dose=1|cell=2	0.35	-0.01890315627188255	0.0	-0.05383535651462412	0.09214354080987042	1.0	0.7571758635082738
pert=7|dose=1|cell=2	0.5	-0.029542820538677628	0.0	-0.09002493926363697	0.08150387654307534	1.0	0.720986280759261
pert=8|dose=1|cell=0	0.0	0.0	0.0	0.0	-0.005677001630619312	1.0	0.4863038948622506
pert=8|dose=1|cell=0	0.025	0.0017514515788713911	0.0	0.0019055147568738384	-0.003925550051747921	1.0	0.48820940961912446
pert=8|dose=1|cell=0	0.05	0.0034512719033650643	0.0	0.0037913000947332742	-0.002225729727254248	1.0	0.4900951949569839
pert=8|dose=1|cell=0	0.075	0.005098333603252328	0.0	0.005649845048570967	-0.0005786680273669834	1.0	0.4919537399108216
pert=8|dose=1|cell=0	0.1	0.006691529709142699	0.0	0.007472583333585192	0.0010145280785233874	1.0	0.4937764781958358
pert=8|dose=1|cell=0	0.15	0.009712010571021518	0.0	0.010970461411298926	0.004035008940402207	1.0	0.49727435627354954
pert=8|dose=1|cell=0	0.2	0.012504338201202114	0.0	0.014191299901230303	0.006827336570582802	1.0	0.5004951947634809
pert=8|dose=1|cell=0	0.35	0.019435672373910567	0.0	0.02089837160282554	0.013758670743291254	1.0	0.5072022664650762
pert=8|dose=1|cell=0	0.5	0.024061252259323686	0.0	0.019578047762640993	0.018384250628704375	1.0	0.5058819426248916
pert=8|dose=1|cell=1	0.0	0.0	0.0	0.0	0.02215232380065446	1.0	0.5647129930869905
pert=8|dose=1|cell=1	0.025	8.854362247856518e-05	0.0	-0.0014338541312450825	0.022240867423133026	1.0	0.5632791389557454
pert=8|dose=1|cell=1	0.05	0.0001280655162219091	0.0	-0.003044914756623718	0.02228038931687637	1.0	0.5616680783303668
pert=8|dose=1|cell=1	0.075	0.00011813274077203048	0.0	-0.004848262621085286	0.02227045654142649	1.0	0.5598647304659052
pert=8|dose=1|cell=1	0.1	5.8332465582549425e-05	0.0	-0.006860545027011278	0.02221065626623701	1.0	0.5578524480599792
pert=8|dose=1|cell=1	0.15	-0.00021241737998319368	0.0	-0.011587167479340521	0.021939906420671267	1.0	0.55312582560765
pert=8|dose=1|cell=1	0.2	-0.0006870596396438451	0.0	-0.017394416533984103	0.021465264161010616	1.0	0.5473185765530064
pert=8|dose=1|cell=1	0.35	-0.0033575552599493692	0.0	-0.04348993355226882	0.01879476854070509	1.0	0.5212230595347217
pert=8|dose=1|cell=1	0.5	-0.007929900530211401	0.0	-0.08820259921144818	0.01422242327044306	1.0	0.47651039387554234
pert=8|dose=1|cell=2	0.0	0.0	0.0	0.0	0.014490946370417443	1.0	0.40253403717317576
pert=8|dose=1|cell=2	0.025	-0.0007280124960043679	0.0	-0.008767308986160405	0.013762933874413075	1.0	0.39376672818701536
pert=8|dose=1|cell=2	0.05	-0.0015059477471316418	0.0	-0.017907945960397798	0.0129849986232858	1.0	0.38462609121277797
pert=8|dose=1|cell=2	0.075	-0.002333993211408444	0.0	-0.027414798574951438	0.012156953159008999	1.0	0.3751192385982243
pert=8|dose=1|cell=2	0.1	-0.0032123130553654757	0.0	-0.03727806296347097	0.011278633315051967	1.0	0.3652559742097048
pert=8|dose=1|cell=2	0.15	-0.005120313937480064	0.0	-0.05802118264955469	0.009370632432937379	1.0	0.34451285452362107
pert=8|dose=1|cell=2	0.2	-0.007230784812701897	0.0	-0.08000626140407407	0.007260161557715546	1.0	0.3225277757691017
pert=8|dose=1|cell=2	0.35	-0.014779428652833809	0.0	-0.15158219596613126	-0.00028848228241636537	1.0	0.2509518412070445
