cell_line_id	rows	teacher_delta_norm_mean	transition_improvement	delta_cosine	recall_at_1	median_rank	delta_rank
1	9	0.3713550655596053	-0.013635426080643522	0.4356511409978175	0.3333333333333333	2.0	5.4552723046971865
0	9	0.3910147300390867	0.0023626130159473987	0.3078099786687264	0.4444444444444444	2.0	5.667048779521612
2	9	0.51313566564568	0.02825853261327835	0.4504264304176473	0.6666666666666666	1.0	6.1980532046607735
