batch_id	rows	teacher_delta_norm_mean	transition_improvement	delta_cosine	recall_at_1	median_rank	delta_rank
1	9	0.42628555809336655	-0.010528766293355949	0.3441561242454514	0.3333333333333333	3.0	5.764109980254042
0	9	0.370919975294976	0.009645409171516536	0.44344351835908036	0.3333333333333333	2.0	6.223953143601441
2	9	0.4782999278560294	0.01786907667042164	0.4062879074796594	0.5555555555555556	1.0	5.372229984025793
