perturbation_id	rows	teacher_delta_norm_mean	transition_improvement	delta_cosine	recall_at_1	median_rank	delta_rank
9	9	0.42941502353102406	-0.03787556074381832	0.12867587312415363	0.5555555555555556	1.0	6.412697131321277
10	9	0.3759245273835179	0.009205303511384969	0.4427734591544262	1.0	1.0	6.119174157719924
11	9	0.47016591032983	0.04565597678101558	0.6224382178056113	0.8888888888888888	1.0	6.1466508365902275
