eval_perturbation_id	rows	nearest_train_perturbation_id	nearest_action_l2	mean_action_l2_to_train	transition_improvement	delta_cosine	recall_at_1	median_rank
9	9	1	1.4142135623730951	1.926776695296637	-0.03787556074381832	0.12867587312415363	0.5555555555555556	1.0
10	9	2	1.4142135623730951	1.926776695296637	0.009205303511384969	0.4427734591544262	1.0	1.0
11	9	3	1.4142135623730951	1.926776695296637	0.04565597678101558	0.6224382178056113	0.8888888888888888	1.0
